SOC2000	UKEMPST	STDEMPST	MCAMSIS	FCAMSIS	NS_SEC	OPERCAT	RNS_SEC	ROPERCAT	RGSC	SEG	NREMPST
3132	-1	6	68.6	71	-999	-999	-999	-999	-999	-999	-999
3132	0	0	69.2	71.2	2	4.1	-999	-999	2	5.1	0
3132	1	-1	57.5	71	1.1	1	-999	-999	2	1.1	1
3132	2	-2	69.1	71	2	4.3	2	4.3	2	5.1	2
3132	3	3	84.4	79.3	2	4.3	2	4.3	2	5.1	3
3132	4	-3	57.5	71	2	4.1	2	4.1	2	5.1	7
3132	5	-4	57.5	71	2	4.1	-999	-999	2	5.1	7
3132	6	-5	69.1	71	2	4.1	2	4.1	2	5.1	6
3132	7	-6	68.8	71	2	4.1	2	4.1	2	5.1	7
3211	-3	2	52.6	61.9	-999	-999	-999	-999	-999	-999	-999
3211	-2	4	52.2	59.4	-999	-999	-999	-999	-999	-999	-999
3211	-1	6	52.4	59.4	-999	-999	-999	-999	-999	-999	-999
3211	0	0	52.4	59.4	2	4.1	-999	-999	2	5.1	0
3211	1	-1	52.2	79.3	1.1	1	-999	-999	2	1.1	1
3211	2	-2	52.2	59.3	2	4.3	2	4.3	2	5.1	2
3211	3	3	57.7	64.9	2	4.3	2	4.3	2	5.1	3
3211	4	-3	57.7	64.9	2	4.1	2	4.1	2	5.1	7
3211	5	-4	57.7	64.9	2	4.1	-999	-999	2	5.1	7
3211	6	-5	57.7	63	2	4.1	2	4.1	2	5.1	6
3211	7	-6	49.8	58.4	2	4.1	2	4.1	2	5.1	7
3212	-3	2	62.1	64.5	-999	-999	-999	-999	-999	-999	-999
3212	-2	4	58.7	64.5	-999	-999	-999	-999	-999	-999	-999
3212	-1	6	58.1	64.5	-999	-999	-999	-999	-999	-999	-999
3212	0	0	59.8	64.5	2	4.1	-999	-999	2	5.1	0
3212	1	-1	58.7	79.3	1.1	1	-999	-999	2	1.1	1
3212	2	-2	58.7	64.5	2	4.3	2	4.3	2	5.1	2
3212	3	3	68.9	64.5	2	4.3	2	4.3	2	5.1	3
3212	4	-3	58.7	64.9	2	4.1	2	4.1	2	5.1	7
3212	5	-4	58.7	64.9	2	4.1	-999	-999	2	5.1	7
3212	6	-5	57.7	64.5	2	4.1	2	4.1	2	5.1	6
3212	7	-6	57.3	64.5	2	4.1	2	4.1	2	5.1	7
3213	-3	2	46.6	42.2	-999	-999	-999	-999	-999	-999	-999
3213	-2	4	46.6	42.2	-999	-999	-999	-999	-999	-999	-999
3213	-1	6	46.6	42.2	-999	-999	-999	-999	-999	-999	-999
3213	0	0	46.6	42.2	2	6	-999	-999	3.1	5.2	0
3213	1	-1	46.6	42.2	2	6	-999	-999	3.1	5.2	6
3213	2	-2	46.6	42.2	2	6	2	6	3.1	5.2	6
3213	3	3	46.6	42.2	3	7.2	3	7.2	3.1	6	7
3213	4	-3	46.6	42.2	3	7.2	3	7.2	3.1	6	7
3213	5	-4	46.6	42.2	3	7.2	-999	-999	3.1	6	7
3213	6	-5	46.6	42.2	2	6	2	6	3.1	5.2	6
3213	7	-6	46.6	42.2	3	7.2	3	7.2	3.1	6	7
3214	-3	2	62.1	75.3	-999	-999	-999	-999	-999	-999	-999
3214	-2	4	58.7	75.3	-999	-999	-999	-999	-999	-999	-999
3214	-1	6	66.3	73.8	-999	-999	-999	-999	-999	-999	-999
3214	0	0	66.3	73.8	2	4.1	-999	-999	2	5.1	0
3214	1	-1	58.7	75.3	1.1	1	-999	-999	2	1.1	1
3214	2	-2	58.7	75.3	2	4.3	2	4.3	2	5.1	2
3214	3	3	68.9	75.3	2	4.3	2	4.3	2	5.1	3
3214	4	-3	58.7	75.3	2	4.1	2	4.1	2	5.1	7
3214	5	-4	58.7	75.3	2	4.1	-999	-999	2	5.1	7
3214	6	-5	66.3	75.3	2	4.1	2	4.1	2	5.1	6
3214	7	-6	66.3	73.5	2	4.1	2	4.1	2	5.1	7
3215	-3	2	67.2	76.7	-999	-999	-999	-999	-999	-999	-999
3215	-2	4	58.7	72.6	-999	-999	-999	-999	-999	-999	-999
3215	-1	6	66.4	65.2	-999	-999	-999	-999	-999	-999	-999
3215	0	0	66.9	70.1	2	4.1	-999	-999	2	5.1	0
3215	1	-1	58.7	79.3	1.1	1	-999	-999	2	1.1	1
3215	2	-2	58.7	72.6	2	4.3	2	4.3	2	5.1	2
3215	3	3	68.9	77	2	4.3	2	4.3	2	5.1	3
3215	4	-3	68.9	72.6	2	4.1	2	4.1	2	5.1	7
3215	5	-4	68.9	72.6	2	4.1	-999	-999	2	5.1	7
3215	6	-5	57.7	72.6	2	4.1	2	4.1	2	5.1	6
3215	7	-6	66.3	65.2	2	4.1	2	4.1	2	5.1	7
3216	-3	2	66.3	75.3	-999	-999	-999	-999	-999	-999	-999
3216	-2	4	67.6	73.5	-999	-999	-999	-999	-999	-999	-999
3216	-1	6	66.3	73.5	-999	-999	-999	-999	-999	-999	-999
3216	0	0	66.3	73.7	3	7.3	-999	-999	2	5.1	0
3216	1	-1	68.9	79.3	1.1	1	-999	-999	2	1.1	1
3216	2	-2	66.3	73.5	4	8.1	4	8.1	2	2.1	2
3216	3	3	66.3	77	4	9.1	4	9.1	3.2	12	3
3216	4	-3	66.3	73.5	3	7.3	3	7.3	2	5.1	7
3216	5	-4	66.3	73.5	3	7.3	-999	-999	2	5.1	7
3216	6	-5	66.3	73.5	2	6	2	6	3.1	5.2	6
3216	7	-6	66.3	73.5	3	7.3	3	7.3	2	5.1	7
3217	-3	2	66.7	75.8	-999	-999	-999	-999	-999	-999	-999
3217	-2	4	58.7	58.8	-999	-999	-999	-999	-999	-999	-999
3217	-1	6	41.5	58.8	-999	-999	-999	-999	-999	-999	-999
3217	0	0	46.7	60.9	6	12.1	-999	-999	3.1	6	0
3217	1	-1	58.7	58.8	1.1	1	-999	-999	2	1.1	1
3217	2	-2	58.7	58.8	4	8.1	4	8.1	2	2.1	2
3217	3	3	68.9	77	4	9.1	4	9.1	3.2	12	3
3217	4	-3	58.7	58.8	6	12.1	6	12.1	3.1	6	7
3217	5	-4	58.7	58.8	6	12.1	-999	-999	3.1	6	7
3217	6	-5	57.7	58.8	5	10	5	10	3.2	8	6
3217	7	-6	41.1	58.8	6	12.1	6	12.1	3.1	6	7
3218	-3	2	64.85	71.77	-999	-999	-999	-999	-999	-999	-999
3218	-2	4	59.15	59.91	-999	-999	-999	-999	-999	-999	-999
3218	-1	6	44.95	50.95	-999	-999	-999	-999	-999	-999	-999
3218	0	0	49.02	53.56	3	7.3	-999	-999	2	5.1	0
3218	1	-1	59.15	58.6	1.1	1	-999	-999	2	1.1	1
3218	2	-2	59.15	59.91	4	8.1	4	8.1	2	2.1	2
3218	3	3	66.42	72.47	4	9.1	4	9.1	3.2	12	3
3218	4	-3	58.16	55.59	3	7.3	3	7.3	2	5.1	7
3218	5	-4	58.16	55.59	3	7.3	-999	-999	2	5.1	7
3218	6	-5	57.58	53.11	2	6	2	6	3.1	5.2	6
3218	7	-6	44.57	50.93	3	7.3	3	7.3	2	5.1	7
3221	-3	2	65.5	77.2	-999	-999	-999	-999	-999	-999	-999
3221	-2	4	63.8	78.4	-999	-999	-999	-999	-999	-999	-999
3221	-1	6	66.3	78	-999	-999	-999	-999	-999	-999	-999
3221	0	0	66.1	78	2	4.1	-999	-999	2	5.1	0
3221	1	-1	68.9	78.4	1.1	1	-999	-999	2	1.1	1
3221	2	-2	58.7	78.4	2	4.3	2	4.3	2	5.1	2
3221	3	3	68.9	77	2	4.3	2	4.3	2	5.1	3
3221	4	-3	58.7	78.4	2	4.1	2	4.1	2	5.1	7
3221	5	-4	58.7	78.4	2	4.1	-999	-999	2	5.1	7
3221	6	-5	66.3	75.3	2	4.1	2	4.1	2	5.1	6
3221	7	-6	66.3	78.4	2	4.1	2	4.1	2	5.1	7
3222	-3	2	66.4	89.8	-999	-999	-999	-999	-999	-999	-999
3222	-2	4	63.8	77.2	-999	-999	-999	-999	-999	-999	-999
3222	-1	6	66.3	76	-999	-999	-999	-999	-999	-999	-999
3222	0	0	66.3	78.1	2	4.1	-999	-999	2	5.1	0
3222	1	-1	68.9	79.3	1.1	1	-999	-999	2	1.1	1
3222	2	-2	58.7	77.2	2	4.3	2	4.3	2	5.1	2
3222	3	3	68.9	90.7	2	4.3	2	4.3	2	5.1	3
3222	4	-3	58.7	77.2	2	4.1	2	4.1	2	5.1	7
3222	5	-4	58.7	77.2	2	4.1	-999	-999	2	5.1	7
3222	6	-5	57.7	77.2	2	4.1	2	4.1	2	5.1	6
3222	7	-6	66.3	76	2	4.1	2	4.1	2	5.1	7
3223	-3	2	66.4	89.8	-999	-999	-999	-999	-999	-999	-999
3223	-2	4	63.8	77.2	-999	-999	-999	-999	-999	-999	-999
3223	-1	6	66.3	76	-999	-999	-999	-999	-999	-999	-999
3223	0	0	66.3	78.1	1.2	3.2	-999	-999	2	5.1	0
3223	1	-1	68.9	79.3	1.2	3.4	-999	-999	2	5.1	1
3223	2	-2	58.7	77.2	1.2	3.4	1.2	3.4	2	5.1	2
3223	3	3	68.9	90.7	1.2	3.4	1.2	3.4	2	5.1	3
3223	4	-3	58.7	77.2	1.2	3.2	1.2	3.2	2	5.1	7
3223	5	-4	58.7	77.2	1.2	3.2	-999	-999	2	5.1	7
3223	6	-5	57.7	77.2	1.2	3.2	1.2	3.2	2	5.1	6
3223	7	-6	66.3	76	1.2	3.2	1.2	3.2	2	5.1	7
3229	-3	2	66.46	86.68	-999	-999	-999	-999	-999	-999	-999
3229	-2	4	62.66	73.11	-999	-999	-999	-999	-999	-999	-999
3229	-1	6	60.78	72.17	-999	-999	-999	-999	-999	-999	-999
3229	0	0	61.94	74.27	2	4.3	-999	-999	2	5.1	0
3229	1	-1	66.63	74.74	1.1	1	-999	-999	2	1.1	1
3229	2	-2	58.7	73.11	2	4.3	2	4.3	2	5.1	2
3229	3	3	68.9	87.65	2	4.3	2	4.3	2	5.1	3
3229	4	-3	58.7	73.11	2	4.1	2	4.1	2	5.1	7
3229	5	-4	58.7	73.11	2	4.1	-999	-999	2	5.1	7
3229	6	-5	57.7	73.11	2	4.1	2	4.1	2	5.1	6
3229	7	-6	60.7	72.17	2	4.1	2	4.1	2	5.1	7
3231	-3	2	62.72	61.89	-999	-999	-999	-999	-999	-999	-999
3231	-2	4	62.72	58.79	-999	-999	-999	-999	-999	-999	-999
3231	-1	6	62.72	58.48	-999	-999	-999	-999	-999	-999	-999
3231	0	0	62.72	58.56	2	4.1	-999	-999	2	5.1	0
3231	1	-1	62.72	58.43	1.1	1	-999	-999	2	1.1	1
3231	2	-2	62.72	58.79	2	4.3	2	4.3	2	5.1	2
3231	3	3	62.72	61.9	2	4.3	2	4.3	2	5.1	3
3231	4	-3	62.53	64.8	2	4.1	2	4.1	2	5.1	7
3231	5	-4	62.53	64.8	2	4.1	-999	-999	2	5.1	7
3231	6	-5	62.72	58.43	2	4.1	2	4.1	2	5.1	6
3231	7	-6	62.82	56.68	2	4.1	2	4.1	2	5.1	7
3232	-3	2	63.48	61.65	-999	-999	-999	-999	-999	-999	-999
3232	-2	4	63.49	58.69	-999	-999	-999	-999	-999	-999	-999
3232	-1	6	63.49	58.76	-999	-999	-999	-999	-999	-999	-999
3232	0	0	63.49	58.76	2	4.1	-999	-999	2	5.1	0
3232	1	-1	63.49	58.69	1.1	1	-999	-999	2	1.1	1
3232	2	-2	63.49	58.69	2	4.3	2	4.3	2	5.1	2
3232	3	3	63.48	61.65	2	4.3	2	4.3	2	5.1	3
3232	4	-3	63.65	64.73	2	4.1	2	4.1	2	5.1	7
3232	5	-4	63.65	64.73	2	4.1	-999	-999	2	5.1	7
3232	6	-5	63.49	58.69	2	4.1	2	4.1	2	5.1	6
3232	7	-6	63.57	57.05	2	4.1	2	4.1	2	5.1	7
3311	-3	2	45.1	56.1	-999	-999	-999	-999	-999	-999	-999
3311	-2	4	45.1	56.1	-999	-999	-999	-999	-999	-999	-999
3311	-1	6	45.1	56.1	-999	-999	-999	-999	-999	-999	-999
3311	0	0	45.1	56.1	3	7.2	-999	-999	3.1	6	0
3311	1	-1	45.1	56.1	2	6	-999	-999	3.1	5.2	6
3311	2	-2	45.1	56.1	2	6	2	6	3.1	5.2	6
3311	3	3	45.1	56.1	3	7.2	3	7.2	3.1	6	7
3311	4	-3	45.1	56.1	3	7.2	3	7.2	3.1	6	7
3311	5	-4	45.1	56.1	3	7.2	-999	-999	3.1	6	7
3311	6	-5	45.1	56.1	2	6	2	6	3.1	5.2	6
3311	7	-6	45.1	56.1	3	7.2	3	7.2	3.1	6	7
3312	-3	2	57.49	61	-999	-999	-999	-999	-999	-999	-999
3312	-2	4	57.22	60.62	-999	-999	-999	-999	-999	-999	-999
3312	-1	6	56.72	60.62	-999	-999	-999	-999	-999	-999	-999
3312	0	0	56.77	60.65	3	7.2	-999	-999	3.1	6	0
3312	1	-1	57.22	60.62	2	6	-999	-999	3.1	5.2	6
3312	2	-2	57.22	60.62	2	6	2	6	3.1	5.2	6
3312	3	3	57.52	61.02	3	7.2	3	7.2	3.1	6	7
3312	4	-3	57.04	60.62	3	7.2	3	7.2	3.1	6	7
3312	5	-4	57.04	60.62	3	7.2	-999	-999	3.1	6	7
3312	6	-5	62.28	60.62	2	6	2	6	3.1	5.2	6
3312	7	-6	55.77	60.62	3	7.2	3	7.2	3.1	6	7
3313	-3	2	52.2	39.4	-999	-999	-999	-999	-999	-999	-999
3313	-2	4	52.2	39.4	-999	-999	-999	-999	-999	-999	-999
3313	-1	6	52.7	60.8	-999	-999	-999	-999	-999	-999	-999
3313	0	0	52.7	60.8	3	7.2	-999	-999	3.1	6	0
3313	1	-1	52.2	39.4	2	6	-999	-999	3.1	5.2	6
3313	2	-2	52.2	39.4	2	6	2	6	3.1	5.2	6
3313	3	3	52.2	39.4	3	7.2	3	7.2	3.1	6	7
3313	4	-3	52.2	39.4	3	7.2	3	7.2	3.1	6	7
3313	5	-4	52.2	39.4	3	7.2	-999	-999	3.1	6	7
3313	6	-5	63	39.4	2	6	2	6	3.1	5.2	6
3313	7	-6	52.2	60.8	3	7.2	3	7.2	3.1	6	7
3314	-3	2	48.4	39.4	-999	-999	-999	-999	-999	-999	-999
3314	-2	4	48.4	39.4	-999	-999	-999	-999	-999	-999	-999
3314	-1	6	48.6	59	-999	-999	-999	-999	-999	-999	-999
3314	0	0	48.6	59	3	7.2	-999	-999	3.1	6	0
3314	1	-1	48.4	39.4	2	6	-999	-999	3.1	5.2	6
3314	2	-2	48.4	39.4	2	6	2	6	3.1	5.2	6
3314	3	3	48.4	39.4	3	7.2	3	7.2	3.1	6	7
3314	4	-3	48.4	39.4	3	7.2	3	7.2	3.1	6	7
3314	5	-4	48.4	39.4	3	7.2	-999	-999	3.1	6	7
3314	6	-5	63	39.4	2	6	2	6	3.1	5.2	6
3314	7	-6	48.4	60.8	3	7.2	3	7.2	3.1	6	7
3319	-3	2	63.9	38.87	-999	-999	-999	-999	-999	-999	-999
3319	-2	4	64.55	39	-999	-999	-999	-999	-999	-999	-999
3319	-1	6	63.94	48.15	-999	-999	-999	-999	-999	-999	-999
3319	0	0	63.94	48.32	2	4.1	-999	-999	2	5.1	0
3319	1	-1	64.87	39	2	4.1	-999	-999	2	5.1	6
3319	2	-2	64.23	39	2	4.1	2	4.1	2	5.1	6
3319	3	3	63.54	38.72	2	4.1	2	4.1	2	5.1	7
3319	4	-3	63.91	38.49	2	4.1	2	4.1	2	5.1	7
3319	5	-4	63.91	38.49	2	4.1	-999	-999	2	5.1	7
3319	6	-5	64.76	38.6	2	4.1	2	4.1	2	5.1	6
3319	7	-6	63.85	48.27	2	4.1	2	4.1	2	5.1	7
3411	-3	2	74.6	75.9	-999	-999	-999	-999	-999	-999	-999
3411	-2	4	67.6	72.4	-999	-999	-999	-999	-999	-999	-999
3411	-1	6	69.5	65.5	-999	-999	-999	-999	-999	-999	-999
3411	0	0	71.9	70	2	4.3	-999	-999	2	5.1	0
3411	1	-1	71.7	70	1.1	1	-999	-999	2	1.1	1
3411	2	-2	63.5	72.4	2	4.3	2	4.3	2	5.1	2
3411	3	3	76.7	76.3	2	4.3	2	4.3	2	5.1	3
3411	4	-3	76.6	72.4	2	4.1	2	4.1	2	5.1	7
3411	5	-4	76.6	72.4	2	4.1	-999	-999	2	5.1	7
3411	6	-5	68.7	72.4	2	4.1	2	4.1	2	5.1	6
3411	7	-6	68.7	64.8	2	4.1	2	4.1	2	5.1	7
3412	-3	2	79.48	92.4	-999	-999	-999	-999	-999	-999	-999
3412	-2	4	76.41	84.54	-999	-999	-999	-999	-999	-999	-999
3412	-1	6	72.9	80.21	-999	-999	-999	-999	-999	-999	-999
3412	0	0	75.03	84.12	2	4.3	-999	-999	2	5.1	0
3412	1	-1	76.72	84.68	1.1	1	-999	-999	2	1.1	1
3412	2	-2	76.1	84.54	2	4.3	2	4.3	2	5.1	2
3412	3	3	79.82	92.75	2	4.3	2	4.3	2	5.1	3
3412	4	-3	76.5	84.36	2	4.1	2	4.1	2	5.1	7
3412	5	-4	76.5	84.36	2	4.1	-999	-999	2	5.1	7
3412	6	-5	74.78	84.4	2	4.1	2	4.1	2	5.1	6
3412	7	-6	71.33	78.27	2	4.1	2	4.1	2	5.1	7
3413	-3	2	65.05	63.79	-999	-999	-999	-999	-999	-999	-999
3413	-2	4	63.8	69.42	-999	-999	-999	-999	-999	-999	-999
3413	-1	6	73.4	68.81	-999	-999	-999	-999	-999	-999	-999
3413	0	0	68.68	66.29	2	4.3	-999	-999	2	5.1	0
3413	1	-1	64.1	65.9	1.1	1	-999	-999	2	1.1	1
3413	2	-2	63.49	69.42	2	4.3	2	4.3	2	5.1	2
3413	3	3	65.23	63.53	2	4.3	2	4.3	2	5.1	3
3413	4	-3	81.29	70.84	2	4.1	2	4.1	2	5.1	7
3413	5	-4	81.29	70.84	2	4.1	-999	-999	2	5.1	7
3413	6	-5	69.27	65.95	2	4.1	2	4.1	2	5.1	6
3413	7	-6	71.18	68.49	2	4.1	2	4.1	2	5.1	7
3414	-3	2	66.05	68.15	-999	-999	-999	-999	-999	-999	-999
3414	-2	4	65.2	71.25	-999	-999	-999	-999	-999	-999	-999
3414	-1	6	71.6	73.05	-999	-999	-999	-999	-999	-999	-999
3414	0	0	68.8	70.95	2	4.3	-999	-999	2	5.1	0
3414	1	-1	65.2	65.1	1.1	1	-999	-999	2	1.1	1
3414	2	-2	65.2	71.25	2	4.3	2	4.3	2	5.1	2
3414	3	3	66.15	67.9	2	4.3	2	4.3	2	5.1	3
3414	4	-3	75.75	72.55	2	4.1	2	4.1	2	5.1	7
3414	5	-4	75.75	72.55	2	4.1	-999	-999	2	5.1	7
3414	6	-5	68.85	69.8	2	4.1	2	4.1	2	5.1	6
3414	7	-6	70.4	72.8	2	4.1	2	4.1	2	5.1	7
3415	-3	2	72.01	77.25	-999	-999	-999	-999	-999	-999	-999
3415	-2	4	64.49	73.89	-999	-999	-999	-999	-999	-999	-999
3415	-1	6	70.08	72.13	-999	-999	-999	-999	-999	-999	-999
3415	0	0	71.56	75.09	2	4.3	-999	-999	2	5.1	0
3415	1	-1	64.64	73.96	1.1	1	-999	-999	2	1.1	1
3415	2	-2	64.33	73.89	2	4.3	2	4.3	2	5.1	2
3415	3	3	72.48	77.47	2	4.3	2	4.3	2	5.1	3
3415	4	-3	78.08	80.23	2	4.1	2	4.1	2	5.1	7
3415	5	-4	78.08	80.23	2	4.1	-999	-999	2	5.1	7
3415	6	-5	70.47	73.96	2	4.1	2	4.1	2	5.1	6
3415	7	-6	67.74	70.45	2	4.1	2	4.1	2	5.1	7
3416	-3	2	65.85	64.08	-999	-999	-999	-999	-999	-999	-999
3416	-2	4	64.14	69.65	-999	-999	-999	-999	-999	-999	-999
3416	-1	6	74.8	69.24	-999	-999	-999	-999	-999	-999	-999
3416	0	0	70.24	67.1	2	4.3	-999	-999	2	5.1	0
3416	1	-1	64.8	67.02	1.1	1	-999	-999	2	1.1	1
3416	2	-2	63.48	69.65	2	4.3	2	4.3	2	5.1	2
3416	3	3	66.06	63.67	2	4.3	2	4.3	2	5.1	3
3416	4	-3	82.59	71.69	2	4.1	2	4.1	2	5.1	7
3416	5	-4	82.59	71.69	2	4.1	-999	-999	2	5.1	7
3416	6	-5	70	67.1	2	4.1	2	4.1	2	5.1	6
3416	7	-6	72.66	68.86	2	4.1	2	4.1	2	5.1	7
3421	-3	2	71.1	72.8	-999	-999	-999	-999	-999	-999	-999
3421	-2	4	68.73	69.78	-999	-999	-999	-999	-999	-999	-999
3421	-1	6	65.87	63.06	-999	-999	-999	-999	-999	-999	-999
3421	0	0	67.77	66.63	3	7.3	-999	-999	2	5.1	0
3421	1	-1	71.86	66.64	1.1	1	-999	-999	2	1.1	1
3421	2	-2	65.6	69.78	4	8.1	4	8.1	2	2.1	2
3421	3	3	71.46	73.19	4	9.1	4	9.1	3.2	12	3
3421	4	-3	71.43	68.47	3	7.3	3	7.3	2	5.1	7
3421	5	-4	71.43	68.47	3	7.3	-999	-999	2	5.1	7
3421	6	-5	66.07	68.33	2	6	2	6	3.1	5.2	6
3421	7	-6	65.12	62.48	3	7.3	3	7.3	2	5.1	7
3422	-3	2	75.36	73.79	-999	-999	-999	-999	-999	-999	-999
3422	-2	4	73.32	73.26	-999	-999	-999	-999	-999	-999	-999
3422	-1	6	62.53	71.81	-999	-999	-999	-999	-999	-999	-999
3422	0	0	67.27	72.69	4	9.1	-999	-999	3.2	12	0
3422	1	-1	73.93	72.91	1.1	1	-999	-999	2	1.1	1
3422	2	-2	72.71	73.26	4	8.1	4	8.1	2	2.1	2
3422	3	3	76.05	73.85	4	9.1	4	9.1	3.2	12	3
3422	4	-3	76.99	73.26	3	7.3	3	7.3	2	5.1	7
3422	5	-4	76.99	73.26	3	7.3	-999	-999	2	5.1	7
3422	6	-5	61.08	73.26	2	6	2	6	3.1	5.2	6
3422	7	-6	60.73	71.69	3	7.3	3	7.3	2	5.1	7
3431	-3	2	79.93	93.23	-999	-999	-999	-999	-999	-999	-999
3431	-2	4	76.67	85.4	-999	-999	-999	-999	-999	-999	-999
3431	-1	6	73.66	81.32	-999	-999	-999	-999	-999	-999	-999
3431	0	0	75.67	85.15	2	4.1	-999	-999	2	5.1	0
3431	1	-1	76.67	85.33	1.1	1	-999	-999	2	1.1	1
3431	2	-2	76.67	85.4	2	4.3	2	4.3	2	5.1	2
3431	3	3	80.32	93.61	2	4.3	2	4.3	2	5.1	3
3431	4	-3	77.18	85.47	2	4.1	2	4.1	2	5.1	7
3431	5	-4	77.18	85.47	2	4.1	-999	-999	2	5.1	7
3431	6	-5	75.58	85.33	2	4.1	2	4.1	2	5.1	6
3431	7	-6	72.04	79.26	2	4.1	2	4.1	2	5.1	7
3432	-3	2	67.71	68	-999	-999	-999	-999	-999	-999	-999
3432	-2	4	65.75	72.46	-999	-999	-999	-999	-999	-999	-999
3432	-1	6	75.85	72.18	-999	-999	-999	-999	-999	-999	-999
3432	0	0	71.55	70.26	2	4.1	-999	-999	2	5.1	0
3432	1	-1	65.75	70.05	1.1	1	-999	-999	2	1.1	1
3432	2	-2	65.75	72.46	2	4.3	2	4.3	2	5.1	2
3432	3	3	67.95	67.56	2	4.3	2	4.3	2	5.1	3
3432	4	-3	83.33	74.63	2	4.1	2	4.1	2	5.1	7
3432	5	-4	83.33	74.63	2	4.1	-999	-999	2	5.1	7
3432	6	-5	71.61	70.05	2	4.1	2	4.1	2	5.1	6
3432	7	-6	73.58	71.41	2	4.1	2	4.1	2	5.1	7
3433	-3	2	70.43	81.53	-999	-999	-999	-999	-999	-999	-999
3433	-2	4	72.34	78.02	-999	-999	-999	-999	-999	-999	-999
3433	-1	6	70.63	77.42	-999	-999	-999	-999	-999	-999	-999
3433	0	0	70.7	78.21	2	4.1	-999	-999	2	5.1	0
3433	1	-1	72.43	78.84	1.1	1	-999	-999	2	1.1	1
3433	2	-2	72.25	78.02	2	4.3	2	4.3	2	5.1	2
3433	3	3	69.37	82.38	2	4.3	2	4.3	2	5.1	3
3433	4	-3	71.11	77.5	2	4.1	2	4.1	2	5.1	7
3433	5	-4	71.11	77.5	2	4.1	-999	-999	2	5.1	7
3433	6	-5	71.1	77.86	2	4.1	2	4.1	2	5.1	6
3433	7	-6	70.41	77.16	2	4.1	2	4.1	2	5.1	7
3434	-3	2	69.04	63.75	-999	-999	-999	-999	-999	-999	-999
3434	-2	4	65.95	63.93	-999	-999	-999	-999	-999	-999	-999
3434	-1	6	61.51	64.01	-999	-999	-999	-999	-999	-999	-999
3434	0	0	64.74	63.84	3	7.2	-999	-999	3.1	6	0
3434	1	-1	65.95	63.77	1.1	1	-999	-999	2	1.1	1
3434	2	-2	65.95	63.93	4	8.1	4	8.1	2	2.1	2
3434	3	3	69.67	63.75	4	9.1	4	9.1	3.2	12	3
3434	4	-3	65.37	64.08	3	7.2	3	7.2	3.1	6	7
3434	5	-4	65.37	64.08	3	7.2	-999	-999	3.1	6	7
3434	6	-5	61.2	63.77	2	6	2	6	3.1	5.2	6
3434	7	-6	61.38	63.99	3	7.2	3	7.2	3.1	6	7
3441	-3	2	70.3	76.9	-999	-999	-999	-999	-999	-999	-999
3441	-2	4	64.4	74.1	-999	-999	-999	-999	-999	-999	-999
3441	-1	6	70.4	72.3	-999	-999	-999	-999	-999	-999	-999
3441	0	0	70.4	73.6	2	4.1	-999	-999	2	5.1	0
3441	1	-1	64.4	74.1	1.1	1	-999	-999	2	1.1	1
3441	2	-2	64.4	74.1	2	4.3	2	4.3	2	5.1	2
3441	3	3	72.8	77.5	2	4.3	2	4.3	2	5.1	3
3441	4	-3	78.6	80.6	2	4.1	2	4.1	2	5.1	7
3441	5	-4	78.6	80.6	2	4.1	-999	-999	2	5.1	7
3441	6	-5	70.8	74.1	2	4.1	2	4.1	2	5.1	6
3441	7	-6	68	70.5	2	4.1	2	4.1	2	5.1	7
3442	-3	2	67.88	75	-999	-999	-999	-999	-999	-999	-999
3442	-2	4	65.5	71.85	-999	-999	-999	-999	-999	-999	-999
3442	-1	6	67.52	70.52	-999	-999	-999	-999	-999	-999	-999
3442	0	0	67.48	71.64	2	4.1	-999	-999	2	5.1	0
3442	1	-1	66.7	73.05	1.1	1	-999	-999	2	1.1	1
3442	2	-2	64.3	71.85	2	4.3	2	4.3	2	5.1	2
3442	3	3	69.46	76.36	2	4.3	2	4.3	2	5.1	3
3442	4	-3	73.93	76.81	2	4.1	2	4.1	2	5.1	7
3442	5	-4	73.93	76.81	2	4.1	-999	-999	2	5.1	7
3442	6	-5	67.79	72.19	2	4.1	2	4.1	2	5.1	6
3442	7	-6	65.64	69.75	2	4.1	2	4.1	2	5.1	7
3443	-3	2	67.38	73.98	-999	-999	-999	-999	-999	-999	-999
3443	-2	4	66.54	72.9	-999	-999	-999	-999	-999	-999	-999
3443	-1	6	67.4	75.3	-999	-999	-999	-999	-999	-999	-999
3443	0	0	67.4	74.54	6	12.2	-999	-999	4	10	0
3443	1	-1	66.54	64.84	1.1	1	-999	-999	2	1.1	1
3443	2	-2	66.54	72.9	4	8.1	4	8.1	2	2.1	2
3443	3	3	67.74	74.15	4	9.1	4	9.1	3.2	12	3
3443	4	-3	68.57	73.82	6	12.2	6	12.2	4	10	7
3443	5	-4	68.57	73.82	6	12.2	-999	-999	4	10	7
3443	6	-5	67.45	72.9	5	10	5	10	3.2	8	6
3443	7	-6	67.05	75.04	6	12.2	6	12.2	4	10	7
3449	-3	2	70.3	76.9	-999	-999	-999	-999	-999	-999	-999
3449	-2	4	64.4	74.1	-999	-999	-999	-999	-999	-999	-999
3449	-1	6	70.4	72.3	-999	-999	-999	-999	-999	-999	-999
3449	0	0	70.4	73.6	3	7.2	-999	-999	3.1	6	0
3449	1	-1	64.4	74.1	1.1	1	-999	-999	2	1.1	1
