SOC2000	UKEMPST	STDEMPST	MCAMSIS	FCAMSIS	NS_SEC	OPERCAT	RNS_SEC	ROPERCAT	RGSC	SEG	NREMPST
549	-2	4	45.11	59.54	-999	-999	-999	-999	-999	-999	-999
549	-1	6	32.43	31.1	-999	-999	-999	-999	-999	-999	-999
549	0	0	35.59	35.41	-999	-999	-999	-999	-999	-999	-999
549	1	-1	45.3	35.57	-999	-999	-999	-999	-999	-999	-999
549	2	-2	44.91	59.54	-999	-999	-999	-999	-999	-999	-999
549	3	3	44.93	57.7	-999	-999	-999	-999	-999	-999	-999
549	4	-3	39.67	38.74	-999	-999	-999	-999	-999	-999	-999
549	5	-4	39.67	38.74	-999	-999	-999	-999	-999	-999	-999
549	6	-5	40.77	30.57	-999	-999	-999	-999	-999	-999	-999
549	7	-6	31.65	31.09	-999	-999	-999	-999	-999	-999	-999
611	-3	2	47.69	47.84	-999	-999	-999	-999	-999	-999	-999
611	-2	4	47.55	46.92	-999	-999	-999	-999	-999	-999	-999
611	-1	6	47.48	44.37	-999	-999	-999	-999	-999	-999	-999
611	0	0	47.51	45.02	-999	-999	-999	-999	-999	-999	-999
611	1	-1	47.64	46.66	-999	-999	-999	-999	-999	-999	-999
611	2	-2	47.46	46.94	-999	-999	-999	-999	-999	-999	-999
611	3	3	47.83	48.14	-999	-999	-999	-999	-999	-999	-999
611	4	-3	47.49	43.71	-999	-999	-999	-999	-999	-999	-999
611	5	-4	47.49	43.71	-999	-999	-999	-999	-999	-999	-999
611	6	-5	47.48	39.6	-999	-999	-999	-999	-999	-999	-999
611	7	-6	47.44	45.44	-999	-999	-999	-999	-999	-999	-999
612	-3	2	56.2	55.72	-999	-999	-999	-999	-999	-999	-999
612	-2	4	55.76	56.37	-999	-999	-999	-999	-999	-999	-999
612	-1	6	44.12	55.99	-999	-999	-999	-999	-999	-999	-999
612	0	0	45.04	55.92	-999	-999	-999	-999	-999	-999	-999
612	1	-1	55.76	56.13	-999	-999	-999	-999	-999	-999	-999
612	2	-2	55.76	56.37	-999	-999	-999	-999	-999	-999	-999
612	3	3	52.73	53.41	-999	-999	-999	-999	-999	-999	-999
612	4	-3	52.75	55.98	-999	-999	-999	-999	-999	-999	-999
612	5	-4	52.75	55.98	-999	-999	-999	-999	-999	-999	-999
612	6	-5	48.65	55.99	-999	-999	-999	-999	-999	-999	-999
612	7	-6	44.09	55.98	-999	-999	-999	-999	-999	-999	-999
613	-3	2	51.12	43.36	-999	-999	-999	-999	-999	-999	-999
613	-2	4	39.26	43.36	-999	-999	-999	-999	-999	-999	-999
613	-1	6	35.93	43.03	-999	-999	-999	-999	-999	-999	-999
613	0	0	37.51	43.05	-999	-999	-999	-999	-999	-999	-999
613	1	-1	39.26	38.92	-999	-999	-999	-999	-999	-999	-999
613	2	-2	39.26	43.36	-999	-999	-999	-999	-999	-999	-999
613	3	3	52.87	43.36	-999	-999	-999	-999	-999	-999	-999
613	4	-3	39.13	43.06	-999	-999	-999	-999	-999	-999	-999
613	5	-4	39.13	43.06	-999	-999	-999	-999	-999	-999	-999
613	6	-5	43.03	43.01	-999	-999	-999	-999	-999	-999	-999
613	7	-6	35.74	43.03	-999	-999	-999	-999	-999	-999	-999
621	-3	2	52.45	56.98	-999	-999	-999	-999	-999	-999	-999
621	-2	4	56.19	56	-999	-999	-999	-999	-999	-999	-999
621	-1	6	47.73	48.08	-999	-999	-999	-999	-999	-999	-999
621	0	0	47.82	48.51	-999	-999	-999	-999	-999	-999	-999
621	1	-1	56.14	54.25	-999	-999	-999	-999	-999	-999	-999
621	2	-2	56.24	56	-999	-999	-999	-999	-999	-999	-999
621	3	3	50.89	57.74	-999	-999	-999	-999	-999	-999	-999
621	4	-3	50.5	51.36	-999	-999	-999	-999	-999	-999	-999
621	5	-4	50.5	51.36	-999	-999	-999	-999	-999	-999	-999
621	6	-5	51.19	47.85	-999	-999	-999	-999	-999	-999	-999
621	7	-6	47.09	47.44	-999	-999	-999	-999	-999	-999	-999
622	-3	2	55.72	61.16	-999	-999	-999	-999	-999	-999	-999
622	-2	4	55.57	60.44	-999	-999	-999	-999	-999	-999	-999
622	-1	6	51.71	52.78	-999	-999	-999	-999	-999	-999	-999
622	0	0	51.95	54.71	-999	-999	-999	-999	-999	-999	-999
622	1	-1	55.64	53.93	-999	-999	-999	-999	-999	-999	-999
622	2	-2	55.49	60.44	-999	-999	-999	-999	-999	-999	-999
622	3	3	55.76	61.17	-999	-999	-999	-999	-999	-999	-999
622	4	-3	54.14	56.66	-999	-999	-999	-999	-999	-999	-999
622	5	-4	54.14	56.66	-999	-999	-999	-999	-999	-999	-999
622	6	-5	53.96	53.32	-999	-999	-999	-999	-999	-999	-999
622	7	-6	51.3	52.73	-999	-999	-999	-999	-999	-999	-999
623	-3	2	43	31.58	-999	-999	-999	-999	-999	-999	-999
623	-2	4	41.05	31.7	-999	-999	-999	-999	-999	-999	-999
623	-1	6	38.61	32.02	-999	-999	-999	-999	-999	-999	-999
623	0	0	38.65	32.1	-999	-999	-999	-999	-999	-999	-999
623	1	-1	40.95	31.09	-999	-999	-999	-999	-999	-999	-999
623	2	-2	41.14	31.7	-999	-999	-999	-999	-999	-999	-999
623	3	3	47	31.49	-999	-999	-999	-999	-999	-999	-999
623	4	-3	40.5	31.19	-999	-999	-999	-999	-999	-999	-999
623	5	-4	40.5	31.19	-999	-999	-999	-999	-999	-999	-999
623	6	-5	34.7	32.29	-999	-999	-999	-999	-999	-999	-999
623	7	-6	39.18	31.16	-999	-999	-999	-999	-999	-999	-999
629	-3	2	60.75	60.16	-999	-999	-999	-999	-999	-999	-999
629	-2	4	60.92	59.14	-999	-999	-999	-999	-999	-999	-999
629	-1	6	43.23	40.96	-999	-999	-999	-999	-999	-999	-999
629	0	0	44.05	42.4	-999	-999	-999	-999	-999	-999	-999
629	1	-1	61.39	43.55	-999	-999	-999	-999	-999	-999	-999
629	2	-2	60.43	59.04	-999	-999	-999	-999	-999	-999	-999
629	3	3	60.76	61.02	-999	-999	-999	-999	-999	-999	-999
629	4	-3	53.96	42.64	-999	-999	-999	-999	-999	-999	-999
629	5	-4	53.96	42.64	-999	-999	-999	-999	-999	-999	-999
629	6	-5	53.75	40.89	-999	-999	-999	-999	-999	-999	-999
629	7	-6	41.37	41.11	-999	-999	-999	-999	-999	-999	-999
711	-3	2	48.55	43.88	-999	-999	-999	-999	-999	-999	-999
711	-2	4	48.74	43.05	-999	-999	-999	-999	-999	-999	-999
711	-1	6	48.44	43	-999	-999	-999	-999	-999	-999	-999
711	0	0	48.46	43.03	-999	-999	-999	-999	-999	-999	-999
711	1	-1	48.72	43.11	-999	-999	-999	-999	-999	-999	-999
711	2	-2	48.76	43.05	-999	-999	-999	-999	-999	-999	-999
711	3	3	48.48	43.87	-999	-999	-999	-999	-999	-999	-999
711	4	-3	48.46	43	-999	-999	-999	-999	-999	-999	-999
711	5	-4	48.46	43	-999	-999	-999	-999	-999	-999	-999
711	6	-5	48.7	43.04	-999	-999	-999	-999	-999	-999	-999
711	7	-6	48.41	43	-999	-999	-999	-999	-999	-999	-999
712	-3	2	48.67	50.8	-999	-999	-999	-999	-999	-999	-999
712	-2	4	53.94	58.65	-999	-999	-999	-999	-999	-999	-999
712	-1	6	46.69	48.61	-999	-999	-999	-999	-999	-999	-999
712	0	0	47.34	49.75	-999	-999	-999	-999	-999	-999	-999
712	1	-1	53.97	49.73	-999	-999	-999	-999	-999	-999	-999
712	2	-2	53.91	58.65	-999	-999	-999	-999	-999	-999	-999
712	3	3	47.24	49.03	-999	-999	-999	-999	-999	-999	-999
712	4	-3	47.11	52.59	-999	-999	-999	-999	-999	-999	-999
712	5	-4	47.11	52.59	-999	-999	-999	-999	-999	-999	-999
712	6	-5	45.15	48.79	-999	-999	-999	-999	-999	-999	-999
712	7	-6	46.78	48.45	-999	-999	-999	-999	-999	-999	-999
721	-3	2	57.79	61.2	-999	-999	-999	-999	-999	-999	-999
721	-2	4	73.75	60.85	-999	-999	-999	-999	-999	-999	-999
721	-1	6	51.6	53.39	-999	-999	-999	-999	-999	-999	-999
721	0	0	51.72	53.67	-999	-999	-999	-999	-999	-999	-999
721	1	-1	73.89	54.74	-999	-999	-999	-999	-999	-999	-999
721	2	-2	73.6	60.85	-999	-999	-999	-999	-999	-999	-999
721	3	3	51.5	61.41	-999	-999	-999	-999	-999	-999	-999
721	4	-3	51.92	53.98	-999	-999	-999	-999	-999	-999	-999
721	5	-4	51.92	53.98	-999	-999	-999	-999	-999	-999	-999
721	6	-5	54.31	52.18	-999	-999	-999	-999	-999	-999	-999
721	7	-6	51.29	53.54	-999	-999	-999	-999	-999	-999	-999
811	-3	2	37.16	38.89	-999	-999	-999	-999	-999	-999	-999
811	-2	4	37.29	36.97	-999	-999	-999	-999	-999	-999	-999
811	-1	6	28.52	27.5	-999	-999	-999	-999	-999	-999	-999
811	0	0	28.78	27.74	-999	-999	-999	-999	-999	-999	-999
811	1	-1	37.3	34.08	-999	-999	-999	-999	-999	-999	-999
811	2	-2	37.28	36.97	-999	-999	-999	-999	-999	-999	-999
811	3	3	35.46	37.97	-999	-999	-999	-999	-999	-999	-999
811	4	-3	29.09	29.22	-999	-999	-999	-999	-999	-999	-999
811	5	-4	29.09	29.22	-999	-999	-999	-999	-999	-999	-999
811	6	-5	35.86	33.3	-999	-999	-999	-999	-999	-999	-999
811	7	-6	27.31	26.42	-999	-999	-999	-999	-999	-999	-999
812	-3	2	40.46	34.53	-999	-999	-999	-999	-999	-999	-999
812	-2	4	43.09	30.6	-999	-999	-999	-999	-999	-999	-999
812	-1	6	32.37	28.58	-999	-999	-999	-999	-999	-999	-999
812	0	0	32.79	28.5	-999	-999	-999	-999	-999	-999	-999
812	1	-1	43.12	30.56	-999	-999	-999	-999	-999	-999	-999
812	2	-2	43.06	30.59	-999	-999	-999	-999	-999	-999	-999
812	3	3	38.22	38.94	-999	-999	-999	-999	-999	-999	-999
812	4	-3	33.75	29.4	-999	-999	-999	-999	-999	-999	-999
812	5	-4	33.75	29.4	-999	-999	-999	-999	-999	-999	-999
812	6	-5	36.94	41.45	-999	-999	-999	-999	-999	-999	-999
812	7	-6	31.69	27.02	-999	-999	-999	-999	-999	-999	-999
813	-3	2	42.59	41.23	-999	-999	-999	-999	-999	-999	-999
813	-2	4	40.23	37.74	-999	-999	-999	-999	-999	-999	-999
813	-1	6	33.16	30.45	-999	-999	-999	-999	-999	-999	-999
813	0	0	33.85	30.79	-999	-999	-999	-999	-999	-999	-999
813	1	-1	40.23	30.48	-999	-999	-999	-999	-999	-999	-999
813	2	-2	40.23	37.74	-999	-999	-999	-999	-999	-999	-999
813	3	3	42.47	41.66	-999	-999	-999	-999	-999	-999	-999
813	4	-3	33.49	30.5	-999	-999	-999	-999	-999	-999	-999
813	5	-4	33.49	30.5	-999	-999	-999	-999	-999	-999	-999
813	6	-5	40.32	37.77	-999	-999	-999	-999	-999	-999	-999
813	7	-6	32.77	30.3	-999	-999	-999	-999	-999	-999	-999
814	-3	2	40.12	46.5	-999	-999	-999	-999	-999	-999	-999
814	-2	4	44.09	44.55	-999	-999	-999	-999	-999	-999	-999
814	-1	6	33.07	37.16	-999	-999	-999	-999	-999	-999	-999
814	0	0	34.6	42.46	-999	-999	-999	-999	-999	-999	-999
814	1	-1	44.09	43.6	-999	-999	-999	-999	-999	-999	-999
814	2	-2	44.09	44.55	-999	-999	-999	-999	-999	-999	-999
814	3	3	39.41	50.46	-999	-999	-999	-999	-999	-999	-999
814	4	-3	32.21	33.69	-999	-999	-999	-999	-999	-999	-999
814	5	-4	32.21	33.69	-999	-999	-999	-999	-999	-999	-999
814	6	-5	37.31	46.99	-999	-999	-999	-999	-999	-999	-999
814	7	-6	31.32	31.66	-999	-999	-999	-999	-999	-999	-999
821	-3	2	41.57	40.68	-999	-999	-999	-999	-999	-999	-999
821	-2	4	45.97	38.74	-999	-999	-999	-999	-999	-999	-999
821	-1	6	35.67	38	-999	-999	-999	-999	-999	-999	-999
821	0	0	36.25	38.84	-999	-999	-999	-999	-999	-999	-999
821	1	-1	44.07	37.86	-999	-999	-999	-999	-999	-999	-999
821	2	-2	47.87	38.74	-999	-999	-999	-999	-999	-999	-999
821	3	3	39.43	42	-999	-999	-999	-999	-999	-999	-999
821	4	-3	37.5	36.88	-999	-999	-999	-999	-999	-999	-999
821	5	-4	37.5	36.88	-999	-999	-999	-999	-999	-999	-999
821	6	-5	38.71	42.58	-999	-999	-999	-999	-999	-999	-999
821	7	-6	35.01	36.65	-999	-999	-999	-999	-999	-999	-999
822	-3	2	32.74	35.03	-999	-999	-999	-999	-999	-999	-999
822	-2	4	36.9	31.34	-999	-999	-999	-999	-999	-999	-999
822	-1	6	27.82	31.25	-999	-999	-999	-999	-999	-999	-999
822	0	0	28.16	31.29	-999	-999	-999	-999	-999	-999	-999
822	1	-1	36.66	31.24	-999	-999	-999	-999	-999	-999	-999
822	2	-2	37.13	31.34	-999	-999	-999	-999	-999	-999	-999
822	3	3	31.86	35.03	-999	-999	-999	-999	-999	-999	-999
822	4	-3	27.88	31.24	-999	-999	-999	-999	-999	-999	-999
822	5	-4	27.88	31.24	-999	-999	-999	-999	-999	-999	-999
822	6	-5	33.72	31.44	-999	-999	-999	-999	-999	-999	-999
822	7	-6	27.72	31.24	-999	-999	-999	-999	-999	-999	-999
911	-3	2	44.69	39.7	-999	-999	-999	-999	-999	-999	-999
911	-2	4	39.5	39.55	-999	-999	-999	-999	-999	-999	-999
911	-1	6	35.25	39.92	-999	-999	-999	-999	-999	-999	-999
911	0	0	36.6	39.8	-999	-999	-999	-999	-999	-999	-999
911	1	-1	41.5	37.7	-999	-999	-999	-999	-999	-999	-999
911	2	-2	37.48	39.55	-999	-999	-999	-999	-999	-999	-999
911	3	3	45.77	39.76	-999	-999	-999	-999	-999	-999	-999
911	4	-3	37.07	39.38	-999	-999	-999	-999	-999	-999	-999
911	5	-4	37.07	39.38	-999	-999	-999	-999	-999	-999	-999
911	6	-5	38.83	40.04	-999	-999	-999	-999	-999	-999	-999
911	7	-6	35.08	39.91	-999	-999	-999	-999	-999	-999	-999
912	-3	2	35.05	56.46	-999	-999	-999	-999	-999	-999	-999
912	-2	4	41.65	55.94	-999	-999	-999	-999	-999	-999	-999
912	-1	6	28.53	29.83	-999	-999	-999	-999	-999	-999	-999
912	0	0	30.37	35.5	-999	-999	-999	-999	-999	-999	-999
912	1	-1	41.65	54.7	-999	-999	-999	-999	-999	-999	-999
912	2	-2	41.65	55.94	-999	-999	-999	-999	-999	-999	-999
912	3	3	34.48	56.6	-999	-999	-999	-999	-999	-999	-999
912	4	-3	30.71	31.06	-999	-999	-999	-999	-999	-999	-999
912	5	-4	30.71	31.06	-999	-999	-999	-999	-999	-999	-999
912	6	-5	33.56	39.32	-999	-999	-999	-999	-999	-999	-999
912	7	-6	28.36	29.48	-999	-999	-999	-999	-999	-999	-999
913	-3	2	38.49	35.16	-999	-999	-999	-999	-999	-999	-999
913	-2	4	45.49	30.99	-999	-999	-999	-999	-999	-999	-999
913	-1	6	31.43	31.18	-999	-999	-999	-999	-999	-999	-999
913	0	0	31.65	31.32	-999	-999	-999	-999	-999	-999	-999
913	1	-1	45.73	30.89	-999	-999	-999	-999	-999	-999	-999
913	2	-2	45.25	30.93	-999	-999	-999	-999	-999	-999	-999
913	3	3	34.34	36.52	-999	-999	-999	-999	-999	-999	-999
913	4	-3	33.48	30.56	-999	-999	-999	-999	-999	-999	-999
913	5	-4	33.48	30.56	-999	-999	-999	-999	-999	-999	-999
913	6	-5	37.85	42.09	-999	-999	-999	-999	-999	-999	-999
913	7	-6	30.66	30.46	-999	-999	-999	-999	-999	-999	-999
914	-3	2	44.58	46.74	-999	-999	-999	-999	-999	-999	-999
914	-2	4	42.24	46.35	-999	-999	-999	-999	-999	-999	-999
914	-1	6	35.02	35.27	-999	-999	-999	-999	-999	-999	-999
914	0	0	35.22	35.74	-999	-999	-999	-999	-999	-999	-999
914	1	-1	42.24	46.68	-999	-999	-999	-999	-999	-999	-999
914	2	-2	42.24	46.35	-999	-999	-999	-999	-999	-999	-999
914	3	3	45.67	47.08	-999	-999	-999	-999	-999	-999	-999
914	4	-3	41.37	33.47	-999	-999	-999	-999	-999	-999	-999
914	5	-4	41.37	33.47	-999	-999	-999	-999	-999	-999	-999
914	6	-5	40.55	40.22	-999	-999	-999	-999	-999	-999	-999
914	7	-6	34.13	34.36	-999	-999	-999	-999	-999	-999	-999
921	-3	2	48.51	51.52	-999	-999	-999	-999	-999	-999	-999
921	-2	4	49.52	43.24	-999	-999	-999	-999	-999	-999	-999
921	-1	6	44.08	42.22	-999	-999	-999	-999	-999	-999	-999
921	0	0	44.43	42.88	-999	-999	-999	-999	-999	-999	-999
921	1	-1	49.59	43.04	-999	-999	-999	-999	-999	-999	-999
921	2	-2	49.45	43.23	-999	-999	-999	-999	-999	-999	-999
921	3	3	47.37	51.65	-999	-999	-999	-999	-999	-999	-999
921	4	-3	44.95	42.18	-999	-999	-999	-999	-999	-999	-999
921	5	-4	44.95	42.18	-999	-999	-999	-999	-999	-999	-999
921	6	-5	43.22	46.82	-999	-999	-999	-999	-999	-999	-999
921	7	-6	43.98	42.14	-999	-999	-999	-999	-999	-999	-999
922	-3	2	48.43	44.64	-999	-999	-999	-999	-999	-999	-999
922	-2	4	48.12	43.13	-999	-999	-999	-999	-999	-999	-999
922	-1	6	42.51	38.18	-999	-999	-999	-999	-999	-999	-999
922	0	0	42.83	38.62	-999	-999	-999	-999	-999	-999	-999
922	1	-1	48.23	38.13	-999	-999	-999	-999	-999	-999	-999
922	2	-2	48	43.11	-999	-999	-999	-999	-999	-999	-999
922	3	3	48.42	45.55	-999	-999	-999	-999	-999	-999	-999
922	4	-3	45.86	38.04	-999	-999	-999	-999	-999	-999	-999
922	5	-4	45.86	38.04	-999	-999	-999	-999	-999	-999	-999
922	6	-5	46.01	41.33	-999	-999	-999	-999	-999	-999	-999
922	7	-6	41.97	38.18	-999	-999	-999	-999	-999	-999	-999
923	-3	2	49.89	48.98	-999	-999	-999	-999	-999	-999	-999
923	-2	4	52.49	43.63	-999	-999	-999	-999	-999	-999	-999
923	-1	6	34.68	28.35	-999	-999	-999	-999	-999	-999	-999
923	0	0	37.17	28.79	-999	-999	-999	-999	-999	-999	-999
923	1	-1	52.54	30.07	-999	-999	-999	-999	-999	-999	-999
923	2	-2	52.43	43.72	-999	-999	-999	-999	-999	-999	-999
923	3	3	48.46	52.15	-999	-999	-999	-999	-999	-999	-999
923	4	-3	43.09	53.27	-999	-999	-999	-999	-999	-999	-999
923	5	-4	43.09	53.27	-999	-999	-999	-999	-999	-999	-999
923	6	-5	38.29	32.85	-999	-999	-999	-999	-999	-999	-999
923	7	-6	34.47	28.21	-999	-999	-999	-999	-999	-999	-999
924	-3	2	46.63	44.21	-999	-999	-999	-999	-999	-999	-999
924	-2	4	45.51	42.69	-999	-999	-999	-999	-999	-999	-999
924	-1	6	40.35	40.7	-999	-999	-999	-999	-999	-999	-999
924	0	0	40.84	40.85	-999	-999	-999	-999	-999	-999	-999
924	1	-1	45.54	41.13	-999	-999	-999	-999	-999	-999	-999
924	2	-2	45.48	42.69	-999	-999	-999	-999	-999	-999	-999
924	3	3	46.68	45.06	-999	-999	-999	-999	-999	-999	-999
924	4	-3	42.24	41.12	-999	-999	-999	-999	-999	-999	-999
924	5	-4	42.24	41.12	-999	-999	-999	-999	-999	-999	-999
924	6	-5	45.46	41.59	-999	-999	-999	-999	-999	-999	-999
924	7	-6	39.92	40.72	-999	-999	-999	-999	-999	-999	-999
925	-3	2	46.59	47.86	-999	-999	-999	-999	-999	-999	-999
925	-2	4	45.2	38.38	-999	-999	-999	-999	-999	-999	-999
925	-1	6	34.78	38.24	-999	-999	-999	-999	-999	-999	-999
925	0	0	34.97	38.41	-999	-999	-999	-999	-999	-999	-999
925	1	-1	45.2	38.22	-999	-999	-999	-999	-999	-999	-999
925	2	-2	45.2	38.38	-999	-999	-999	-999	-999	-999	-999
925	3	3	42.43	49.45	-999	-999	-999	-999	-999	-999	-999
925	4	-3	36.43	38.22	-999	-999	-999	-999	-999	-999	-999
925	5	-4	36.43	38.22	-999	-999	-999	-999	-999	-999	-999
925	6	-5	41.47	39.42	-999	-999	-999	-999	-999	-999	-999
925	7	-6	34.54	38.21	-999	-999	-999	-999	-999	-999	-999
1111	-3	2	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	-2	4	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	-1	6	85.6	67.9	-999	-999	-999	-999	-999	-999	-999
1111	0	0	85.6	67.9	-999	-999	-999	-999	-999	-999	-999
1111	1	-1	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	2	-2	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	3	3	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	4	-3	85.6	67.9	-999	-999	-999	-999	-999	-999	-999
1111	5	-4	85.6	67.9	-999	-999	-999	-999	-999	-999	-999
1111	6	-5	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1111	7	-6	85.6	64.5	-999	-999	-999	-999	-999	-999	-999
1112	-3	2	71.5	64.5	-999	-999	-999	-999	-999	-999	-999
1112	-2	4	71.5	64.5	-999	-999	-999	-999	-999	-999	-999
1112	-1	6	71.5	64.5	-999	-999	-999	-999	-999	-999	-999
1112	0	0	71.5	64.5	1.1	2	-999	-999	2	1.2	0
1112	1	-1	71.5	64.5	1.1	1	-999	-999	2	1.1	1
1112	2	-2	71.5	64.5	1.1	1	1.1	1	2	1.1	1
1112	3	3	71.5	64.5	1.1	1	1.1	1	2	1.1	1
1112	4	-3	71.5	64.5	1.1	2	1.1	2	2	1.2	4
1112	5	-4	71.5	64.5	1.1	2	-999	-999	2	1.2	4
1112	6	-5	71.5	64.5	1.1	2	1.1	2	2	1.2	4
1112	7	-6	71.5	64.5	1.1	2	1.1	2	2	1.2	4
1113	-3	2	70.7	63	-999	-999	-999	-999	-999	-999	-999
1113	-2	4	70.7	63	-999	-999	-999	-999	-999	-999	-999
1113	-1	6	70.7	63	-999	-999	-999	-999	-999	-999	-999
1113	0	0	70.7	63	1.1	2	-999	-999	2	1.2	0
1113	1	-1	70.7	63	4	9.1	-999	-999	3.2	12	3
1113	2	-2	70.7	63	4	9.1	4	9.1	3.2	12	3
1113	3	3	70.7	63	4	9.1	4	9.1	3.2	12	3
1113	4	-3	70.7	63	1.1	2	1.1	2	2	1.2	4
1113	5	-4	70.7	63	1.1	2	-999	-999	2	1.2	4
1113	6	-5	70.7	63	1.1	2	1.1	2	2	1.2	4
1113	7	-6	70.7	63	1.1	2	1.1	2	2	1.2	4
1114	-3	2	70.92	69.71	-999	-999	-999	-999	-999	-999	-999
1114	-2	4	71.2	69.68	-999	-999	-999	-999	-999	-999	-999
1114	-1	6	71.06	69.82	-999	-999	-999	-999	-999	-999	-999
1114	0	0	71.01	69.78	2	5	-999	-999	2	2.2	0
1114	1	-1	71.45	69.81	1.1	1	-999	-999	2	1.1	1
1114	2	-2	70.94	69.68	4	8.1	4	8.1	2	2.1	2
1114	3	3	70.86	69.56	4	9.1	4	9.1	3.2	12	3
1114	4	-3	70.68	69.9	1.1	2	2	5	2	1.2	4
1114	5	-4	70.68	69.9	2	5	-999	-999	2	2.2	5
1114	6	-5	71.04	69.81	2	5	2	5	2	2.2	5
1114	7	-6	71.23	69.83	2	5	2	5	2	2.2	5
1121	-3	2	58.56	56	-999	-999	-999	-999	-999	-999	-999
1121	-2	4	58.81	55.68	-999	-999	-999	-999	-999	-999	-999
1121	-1	6	57.75	55.68	-999	-999	-999	-999	-999	-999	-999
1121	0	0	57.77	55.68	1.1	2	-999	-999	2	1.2	0
1121	1	-1	58.89	55.72	1.1	1	-999	-999	2	1.1	1
1121	2	-2	58.74	55.68	4	8.1	4	8.1	2	2.1	2
1121	3	3	58.32	56.25	4	9.1	4	9.1	3.2	12	3
1121	4	-3	58.14	55.72	1.1	2	1.1	2	2	1.2	4
1121	5	-4	58.14	55.72	2	5	-999	-999	2	2.2	5
1121	6	-5	39.74	57.62	2	5	1.1	2	2	2.2	5
1121	7	-6	57.62	55.68	2	5	1.1	2	2	2.2	5
1122	-3	2	62.03	49.35	-999	-999	-999	-999	-999	-999	-999
1122	-2	4	64.08	49.35	-999	-999	-999	-999	-999	-999	-999
1122	-1	6	57.69	49.35	-999	-999	-999	-999	-999	-999	-999
1122	0	0	58.07	49.35	2	5	-999	-999	2	2.2	0
1122	1	-1	64.08	49.35	1.1	1	-999	-999	2	1.1	1
1122	2	-2	64.08	49.35	4	8.1	4	8.1	2	2.1	2
1122	3	3	58.6	49.35	4	9.1	4	9.1	3.2	12	3
1122	4	-3	57.69	49.35	2	5	2	5	2	2.2	4
1122	5	-4	57.69	49.35	2	5	-999	-999	2	2.2	5
1122	6	-5	57.97	49.35	2	5	2	5	2	2.2	5
1122	7	-6	57.97	49.35	2	5	2	5	2	2.2	5
1123	-3	2	65.34	55.83	-999	-999	-999	-999	-999	-999	-999
1123	-2	4	65.83	55.58	-999	-999	-999	-999	-999	-999	-999
1123	-1	6	64.86	57.4	-999	-999	-999	-999	-999	-999	-999
1123	0	0	64.88	57.26	1.1	2	-999	-999	2	1.2	0
1123	1	-1	65.83	55.58	1.1	1	-999	-999	2	1.1	1
1123	2	-2	65.83	55.58	4	8.1	4	8.1	2	2.1	2
1123	3	3	65.1	56.2	4	9.1	4	9.1	3.2	12	3
1123	4	-3	64.88	56.53	1.1	2	1.1	2	2	1.2	4
1123	5	-4	64.88	56.53	2	5	-999	-999	2	2.2	5
1123	6	-5	65.22	56.44	2	5	1.1	2	2	2.2	5
1123	7	-6	64.71	55.46	2	5	1.1	2	2	2.2	5
1131	-3	2	70.91	67.51	-999	-999	-999	-999	-999	-999	-999
1131	-2	4	71.7	67.54	-999	-999	-999	-999	-999	-999	-999
1131	-1	6	71.1	66.93	-999	-999	-999	-999	-999	-999	-999
1131	0	0	71.15	67.01	1.1	2	-999	-999	2	1.2	0
1131	1	-1	72.06	67.14	1.2	3.3	-999	-999	1	3	1
1131	2	-2	71.32	67.54	1.2	3.3	1.2	3.3	1	3	2
1131	3	3	70.55	66.86	1.2	3.3	1.2	3.3	1	3	3
1131	4	-3	71.33	67.7	1.1	2	1.1	2	2	1.2	4
1131	5	-4	71.33	67.7	1.1	2	-999	-999	2	1.2	5
1131	6	-5	71.23	66.98	1.1	2	1.1	2	2	1.2	5
1131	7	-6	71.08	66.87	1.1	2	1.1	2	2	1.2	5
1132	-3	2	65.94	75.28	-999	-999	-999	-999	-999	-999	-999
1132	-2	4	69.62	64.49	-999	-999	-999	-999	-999	-999	-999
1132	-1	6	64.02	63	-999	-999	-999	-999	-999	-999	-999
1132	0	0	64.1	63.46	1.1	2	-999	-999	2	1.2	0
1132	1	-1	71.46	63.64	1.1	1	-999	-999	2	1.1	1
1132	2	-2	67.71	64.49	4	8.1	4	8.1	2	2.1	2
1132	3	3	65.19	77.93	4	9.1	4	9.1	3.2	12	3
1132	4	-3	64.31	62.84	1.1	2	1.1	2	2	1.2	4
1132	5	-4	64.31	62.84	2	5	-999	-999	2	2.2	5
1132	6	-5	63.96	63.64	2	5	1.1	2	2	2.2	5
1132	7	-6	63.75	63.79	2	5	1.1	2	2	2.2	5
1133	-3	2	62.53	71.36	-999	-999	-999	-999	-999	-999	-999
1133	-2	4	62.01	66.5	-999	-999	-999	-999	-999	-999	-999
1133	-1	6	60.87	63.26	-999	-999	-999	-999	-999	-999	-999
1133	0	0	60.97	63.26	1.1	2	-999	-999	2	1.2	0
1133	1	-1	62.67	66.5	1.1	1	-999	-999	2	1.1	1
1133	2	-2	61.34	66.5	4	8.1	4	8.1	2	2.1	2
