cno94	stdempst	spempst	mcamsis	fcamsis
20096	1	-1	28.8	18.8
20096	2	-2	28.8	18.8
20096	3	2	28.8	18.8
20096	4	1	28.8	18.8
20096	5	3	28.8	18.8
20096	6	4	28.8	18.8
20097	0	0	40.3	34.6
20097	1	-1	40.3	34.6
20097	2	-2	40.3	34.6
20097	3	2	40.3	34.6
20097	4	1	40.3	34.6
20097	5	3	40.3	34.6
20097	6	4	40.3	34.6
20098	0	0	38.5	39.7
20098	1	-1	38.5	39.7
20098	2	-2	38.5	39.7
20098	3	2	38.5	39.7
20098	4	1	38.5	39.7
20098	5	3	38.5	39.7
20098	6	4	38.5	39.7
