ISCO88	STDEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
750	1	50.79	54.17	-999	-999
750	6	40.46	36.88	-999	-999
751	0	41.9	38.39	-999	-999
751	1	50.79	54.17	-999	-999
751	6	40.46	36.88	-999	-999
752	0	41.9	38.39	-999	-999
752	1	50.79	54.17	-999	-999
752	6	40.46	36.88	-999	-999
753	0	41.9	38.39	-999	-999
753	1	50.79	54.17	-999	-999
753	6	40.46	36.88	-999	-999
800	0	43.37	36.94	-999	-999
800	1	43.37	56.63	-999	-999
800	6	43.37	36.71	-999	-999
810	0	43.37	35.62	-999	-999
810	1	43.37	56.63	-999	-999
810	6	43.37	35.62	-999	-999
811	0	45.39	30.27	-999	-999
811	1	45.39	30.27	-999	-999
811	6	45.39	30.27	-999	-999
812	0	43.37	30.27	-999	-999
812	1	43.37	30.27	-999	-999
812	6	43.37	30.27	-999	-999
813	0	24.39	29.72	-999	-999
813	1	24.39	29.72	-999	-999
813	6	24.39	29.72	-999	-999
814	0	33.74	28.45	-999	-999
814	1	55.38	28.45	-999	-999
814	6	32.02	28.45	-999	-999
815	0	40.33	28.45	-999	-999
815	1	40.33	28.45	-999	-999
815	6	40.33	28.45	-999	-999
816	0	37.76	42.22	-999	-999
816	1	55.38	42.22	-999	-999
816	6	37.63	42.22	-999	-999
817	0	42.36	49.08	-999	-999
817	1	42.36	49.08	-999	-999
817	6	42.36	49.08	-999	-999
818	0	37.63	42.22	-999	-999
818	1	37.63	42.22	-999	-999
818	6	37.63	42.22	-999	-999
820	0	41.6	37.33	-999	-999
820	1	55.38	56.63	-999	-999
820	6	40.91	37.04	-999	-999
821	0	44.18	41.28	-999	-999
821	1	55.38	41.28	-999	-999
821	6	43.72	41.28	-999	-999
822	0	40.39	47.03	-999	-999
822	1	40.39	47.03	-999	-999
822	6	40.39	47.03	-999	-999
823	0	34.25	31.41	-999	-999
823	1	55.38	31.41	-999	-999
823	6	33.07	31.41	-999	-999
824	0	42.16	32.67	-999	-999
824	1	55.38	32.67	-999	-999
824	6	40.39	32.67	-999	-999
825	0	50.5	43.64	-999	-999
825	1	50.5	56.63	-999	-999
825	6	50.5	42.9	-999	-999
826	0	42.38	35.7	-999	-999
826	1	55.38	56.63	-999	-999
826	6	40.28	35.3	-999	-999
827	0	36.93	35.89	-999	-999
827	1	55.38	35.89	-999	-999
827	6	36.51	35.89	-999	-999
828	0	42.35	41.1	-999	-999
828	1	55.38	56.63	-999	-999
828	6	41.42	41.01	-999	-999
829	0	40.81	34.24	-999	-999
829	1	55.38	56.63	-999	-999
829	6	40.39	32.67	-999	-999
830	0	48.66	35.82	-999	-999
830	1	48.66	56.63	-999	-999
830	6	48.66	35.82	-999	-999
831	0	48.66	39.56	-999	-999
831	1	48.66	39.56	-999	-999
831	6	48.66	39.56	-999	-999
832	0	41.8	39.56	-999	-999
832	1	49.64	39.56	-999	-999
832	6	40.76	39.56	-999	-999
833	0	33.78	32.36	-999	-999
833	1	62.18	32.36	-999	-999
833	6	32.77	32.36	-999	-999
834	0	48.66	35.82	-999	-999
834	1	48.66	56.63	-999	-999
834	6	48.66	35.82	-999	-999
840	0	40.68	36.94	-999	-999
840	1	51.43	56.63	-999	-999
840	6	39.91	36.71	-999	-999
900	0	36.39	42.9	-999	-999
900	1	49.63	42.9	-999	-999
900	6	35.75	42.9	-999	-999
910	0	38.86	42.9	-999	-999
910	1	61.08	42.9	-999	-999
910	6	37.61	42.9	-999	-999
911	0	61.08	47.03	-999	-999
911	1	61.08	55.29	-999	-999
911	6	61.08	42.9	-999	-999
912	0	48.46	37.49	-999	-999
912	1	48.46	55.29	-999	-999
912	6	48.46	37.21	-999	-999
913	0	50.53	36.86	-999	-999
913	1	61.08	55.29	-999	-999
913	6	48.46	36.69	-999	-999
914	0	43.67	40.13	-999	-999
914	1	61.08	55.29	-999	-999
914	6	42.69	39.67	-999	-999
915	0	32.59	38.08	-999	-999
915	1	61.08	55.29	-999	-999
915	6	32.39	37.94	-999	-999
916	0	28.58	44.14	-999	-999
916	1	28.58	55.29	-999	-999
916	6	28.58	42.9	-999	-999
