 4111   48 47.1 32.5 43.1 25.8 25.2
 4112   47 37.8 20.0 39.9 27.5 25.2
 4113   48 47.1 32.5 43.1 24.7 25.2
 4114   48 47.1 32.5 43.1 37.9 25.2
 4115   48 47.1 32.5 43.1 18.8 25.2
 4120   50 34.2 15.1 31.3 21.2 25.2
 4121   50 34.2 15.1 31.3 22.2 25.2
 4122   49 34.2 15.1 31.3 22.3 25.2
 4123   49 34.2 15.1 31.3 19.2 25.2
 4124   49 34.2 15.1 31.3 19.3 25.2
 4125   49 34.2 15.1 31.3  3.4 25.2
 4126   49 34.2 15.1 31.3 13.4 25.2
 4200   52 38.1 20.0 31.7 30.7 30.7
 4210   52 38.1 20.0 31.7 30.7 30.7
 4211   50 39.5 22.3 33.0 29.9 30.7
 4212   51 37.8 20.0 31.7 39.5 30.7
 4213   51 37.8 20.0 31.7 36.0 30.7
 4214   51 37.8 20.0 31.7 29.2 30.7
 4215   51 37.8 20.0 31.7 19.6 30.7
 4216   51 37.8 20.0 31.7 20.5 30.7
 4300   54 46.1 30.9 40.6 34.0 34.0
 4310   54 46.1 30.9 40.6 34.0 34.0
 4311   52 47.0 32.4 42.8 37.0 34.0
 4312   53 45.9 30.9 40.6 36.4 34.0
 4313   53 45.9 30.9 40.6 28.3 34.0
 4314   53 45.9 30.9 40.6 33.9 34.0
 4315   53 45.9 30.9 40.6 31.3 34.0
 4316   53 45.9 30.9 40.6 27.3 34.0
 4400   58 40.8 22.9 35.9 21.9 21.9
 4410   58 40.6 22.9 35.9 21.9 21.9
 4411   54 43.4 27.6 39.5 19.6 21.9
 4412   58 40.0 22.9 35.9 23.4 21.9
 4413   58 40.0 22.9 35.9 26.2 21.9
 4414   58 40.0 22.9 35.9 26.1 21.9
 4415   57 40.0 22.9 35.9 23.4 21.9
 4416   57 40.0 22.9 35.9 25.2 21.9
 4420   57 39.7 22.9 35.9 20.1 21.9
 4421   55 39.2 21.9 37.3 18.6 21.9
 4422   57 40.0 22.9 35.9 18.6 21.9
 4423   57 40.0 22.9 35.9 28.9 21.9
 4430      45.5 30.4 40.4 23.5 21.9
 4431   56 45.5 30.4 40.4 23.5 21.9
 4500   59 29.2  6.6 24.1 24.9 24.9
 4510   59 29.2  6.6 24.1 24.9 24.9
 4511   59 28.0  6.6 24.1 23.3 24.9
 4512   59 28.0  6.6 24.1 24.3 24.9
 4513   58 33.0 13.4 17.7 26.8 24.9
 4519   59 28.0  6.6 24.1 14.1 24.9
