BTAP	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS
32501	5	2	62.7	67.2
32501	6	3	58.5	65.6
32502	0	0	61.09	55.41
32502	1	-1	62.7	55.43
32502	2	1	62.7	56.4
32502	5	2	62.7	45.8
32502	6	3	58.5	55.4
33000	0	0	58.01	56.01
33000	1	-1	63.59	53.32
33000	2	1	63.7	61.82
33000	5	2	58.15	48.56
33000	6	3	53.43	56.73
33100	0	0	59.65	57.75
33100	1	-1	63.22	57.41
33100	2	1	63.33	61.75
33100	5	2	56.61	44.55
33100	6	3	53.16	58.08
33101	0	0	61.16	56.54
33101	1	-1	62.21	55.72
33101	2	1	62.3	60.6
33101	5	2	57.1	41.5
33101	6	3	54.6	60
33102	0	0	66.15	68.89
33102	1	-1	71.9	74.37
33102	2	1	71.9	74.6
33102	5	2	56.6	56.2
33102	6	3	57.3	66.3
33103	0	0	64.44	69.89
33103	1	-1	75.7	74.6
33103	2	1	75.7	74.6
33103	5	2	56.6	46.9
33103	6	3	54	68.2
33104	0	0	65.04	64.09
33104	1	-1	68.86	67.29
33104	2	1	68.9	69
33104	5	2	57.1	56.2
33104	6	3	60.9	63.2
33105	0	0	55.09	56.83
33105	1	-1	63.88	62.12
33105	2	1	64.1	63.6
33105	5	2	54.5	58.9
33105	6	3	51.8	55.8
33200	0	0	53.97	55.68
33200	1	-1	64.03	51.4
33200	2	1	64.15	61.59
33200	5	2	61.35	49.07
33200	6	3	51.3	56.57
33201	0	0	54.34	55.22
33201	1	-1	65.68	49.7
33201	2	1	66.2	60.3
33201	5	2	60.6	47.9
33201	6	3	52	56.4
33202	0	0	51.66	57.02
33202	1	-1	65	61.72
33202	2	1	65	64.1
33202	5	2	67.5	52.8
33202	6	3	49	56.8
33203	0	0	57.24	59.83
33203	1	-1	60.23	64.14
33203	2	1	60.1	62.7
33203	5	2	67.5	65.2
33203	6	3	55.8	58.5
33204	0	0	57.81	61.92
33204	1	-1	62.41	66.56
33204	2	1	62.3	66.7
33204	5	2	67.5	66.1
33204	6	3	52.3	58.8
33205	0	0	61.67	57.96
33205	1	-1	64.82	66.54
33205	2	1	64.8	67.4
33205	5	2	67.5	63.6
33205	6	3	57.6	56.5
33206	0	0	51.77	59.15
33206	1	-1	64.87	69.24
33206	2	1	65.5	72.3
33206	5	2	55.3	63.6
33206	6	3	49.8	57.9
33207	0	0	57.15	63.21
33207	1	-1	64.1	69.71
33207	2	1	64	66.6
33207	5	2	67.5	72.3
33207	6	3	52.7	60.9
33300	0	0	60.62	59.04
33300	1	-1	68.58	68.18
33300	2	1	68.73	69.47
33300	5	2	59.19	62.6
33300	6	3	58.97	58.29
33301	0	0	65.23	67.54
33301	1	-1	70.71	72.35
33301	2	1	70.8	73.8
33301	5	2	59.3	62.6
33301	6	3	63.7	66.9
33302	0	0	59.42	61.1
33302	1	-1	65.9	68.24
33302	2	1	66.1	69.5
33302	5	2	59.3	62.6
33302	6	3	58.7	60.6
33303	0	0	47.57	48.42
33303	1	-1	58.1	64
33303	2	1	58.1	65.2
33303	5	2	58.1	62.6
33303	6	3	47.4	48.2
33304	0	0	60.78	60.85
33304	1	-1	67.04	64.65
33304	2	1	67.2	65.2
33304	5	2	59.3	62.6
33304	6	3	58.9	60.4
34000	0	0	37.14	48.03
34000	1	-1	47.43	44.9
34000	2	1	48.1	48.81
34000	5	2	41.88	40.97
34000	6	3	35.98	48.3
34100	0	0	39.85	47.1
34100	1	-1	61.47	36.9
34100	2	1	61.47	38.5
34100	5	2	61.9	35.3
34100	6	3	39.52	47.22
34101	0	0	43.36	48.63
34101	1	-1	61.2	38.5
34101	2	1	61.2	38.5
34101	5	2	43.4	48.7
34101	6	3	42.6	48.7
34102	0	0	34.88	48.7
34102	1	-1	61.9	49.1
34102	2	1	61.9	49.1
34102	5	2	34.6	39.5
34102	6	3	34.6	48.7
34103	0	0	35.2	45.2
34103	1	-1	61.5	49.1
34103	2	1	48.35	44.3
34103	5	2	35.2	39.5
34103	6	3	35.2	47
34104	0	0	35.3	47.95
34104	1	-1	61.5	35.3
34104	2	1	48.4	42.2
34104	5	2	35.3	35.3
34104	6	3	35.3	48.7
34105	0	0	39.5	42.8
34105	1	-1	61.5	35.3
34105	2	1	50.5	39.1
34105	5	2	39.5	35.3
34105	6	3	39.5	42.9
34106	0	0	47.5	38.3
34106	1	-1	61.5	49.1
34106	2	1	54.5	44.3
34106	5	2	47.5	39.5
34106	6	3	47.5	38.3
34107	0	0	33.79	38.1
34107	1	-1	61.9	35.3
34107	2	1	61.9	38.3
34107	5	2	32.7	35.3
34107	6	3	32.7	38.3
34108	0	0	35.04	46.68
34108	1	-1	61.9	36.9
34108	2	1	61.9	38.5
34108	5	2	61.9	35.3
34108	6	3	34.6	46.8
34200	0	0	35.17	44.99
34200	1	-1	44.51	43.68
34200	2	1	44.97	48.05
34200	5	2	42.08	39.43
34200	6	3	34.06	45.56
34201	0	0	37.96	43.27
34201	1	-1	39.24	37.01
34201	2	1	39.2	38.5
34201	5	2	40.2	35.3
34201	6	3	37.6	46.8
34202	0	0	35.26	38.27
34202	1	-1	41.69	35.75
34202	2	1	42.3	38.5
34202	5	2	40.2	35.3
34202	6	3	34.7	38.7
34203	0	0	33.89	44.94
34203	1	-1	41.4	42.3
34203	2	1	41.1	51.6
34203	5	2	42.2	37.3
34203	6	3	33.4	45.6
34204	0	0	53.18	55.26
34204	1	-1	54.7	55.7
34204	2	1	54.7	55.7
34204	5	2	54.7	55.7
34204	6	3	47.1	45.6
34300	0	0	40.53	58.49
34300	1	-1	53.4	54.84
34300	2	1	53.4	65.8
34300	5	2	53.4	39.5
34300	6	3	37.62	65.8
34301	0	0	37.95	61.41
34301	1	-1	53.4	59.22
34301	2	1	53.4	65.8
34301	5	2	53.4	39.5
34301	6	3	34.7	65.8
34302	0	0	44.2	57.03
34302	1	-1	53.4	52.65
34302	2	1	53.4	65.8
34302	5	2	41.9	39.5
34302	6	3	41.9	65.8
34400	0	0	58.69	66.38
34400	1	-1	69.65	65.8
34400	2	1	69.65	65.8
34400	5	2	55.24	65.8
34400	6	3	57.09	66.38
34401	0	0	69.71	65.8
34401	1	-1	71.1	65.8
34401	2	1	71.1	65.8
34401	5	2	69.7	65.8
34401	6	3	69.2	65.8
34402	0	0	55.58	65.8
34402	1	-1	63.5	65.8
34402	2	1	63.5	65.8
34402	5	2	55.1	65.8
34402	6	3	55.1	65.8
34403	0	0	61.8	69.18
34403	1	-1	69.6	65.8
34403	2	1	65.7	67.5
34403	5	2	61.8	65.8
34403	6	3	61.8	69.2
34404	0	0	47.46	61.7
34404	1	-1	63.5	61.7
34404	2	1	63.5	61.7
34404	5	2	48.1	61.7
34404	6	3	46.8	61.7
34500	0	0	35.23	38.8
34500	1	-1	48.01	45.83
34500	2	1	48.31	48.2
34500	5	2	38.7	43.3
34500	6	3	32.5	38.45
34501	0	0	35.11	39.88
34501	1	-1	49.4	45.02
34501	2	1	49.7	48.2
34501	5	2	38.7	43.3
34501	6	3	32.1	39.7
34502	0	0	34.81	37.21
34502	1	-1	53.62	45.5
34502	2	1	58.6	48.2
34502	5	2	38.7	43.3
34502	6	3	34.1	36.9
34503	0	0	36.45	39.32
34503	1	-1	44.44	46.88
34503	2	1	44.5	48.2
34503	5	2	38.7	43.3
34503	6	3	31.2	38.2
35000	0	0	43.58	49.73
35000	1	-1	56.66	43.88
35000	2	1	56.66	46.3
35000	5	2	56.5	42.7
35000	6	3	43.09	49.79
35100	0	0	43.58	49.73
35100	1	-1	56.66	43.88
35100	2	1	56.66	46.3
35100	5	2	56.5	42.7
35100	6	3	43.09	49.79
35101	0	0	47.13	49.32
35101	1	-1	56.7	46.3
35101	2	1	56.7	46.3
35101	5	2	47	42.7
35101	6	3	46.2	49.4
35102	0	0	46.5	48.29
35102	1	-1	56.6	46.3
35102	2	1	56.6	46.3
35102	5	2	46.5	42.7
35102	6	3	46.5	48.3
35103	0	0	36.3	42.1
35103	1	-1	56.6	46.3
35103	2	1	56.6	46.3
35103	5	2	36.3	42.7
35103	6	3	36.3	42.1
35104	0	0	46.43	53.63
35104	1	-1	56.5	43.25
35104	2	1	56.5	46.3
35104	5	2	46.3	42.7
35104	6	3	46.3	53.8
35105	0	0	44.16	45.49
35105	1	-1	56.5	43.54
35105	2	1	56.5	46.3
35105	5	2	56.5	42.7
35105	6	3	44	45.5
36000	0	0	55.55	62.42
36000	1	-1	80.01	80.01
36000	2	1	80.04	80.29
36000	5	2	68.23	75.12
36000	6	3	48.24	57.67
36100	0	0	46.4	50.41
36100	1	-1	58.26	52.84
36100	2	1	58.31	53.87
36100	5	2	51.85	50.67
36100	6	3	45.74	50.37
36101	0	0	48.32	53.3
36101	1	-1	56.9	53.3
36101	2	1	56.9	53.3
36101	5	2	48.3	53.3
36101	6	3	48	53.3
36102	0	0	38.03	48.8
36102	1	-1	43.8	48.8
36102	2	1	43.8	48.8
36102	5	2	43.8	48.8
36102	6	3	37.9	48.8
36103	0	0	49.97	53.8
36103	1	-1	56.9	81
36103	2	1	56.9	81
36103	5	2	49.6	50.4
36103	6	3	49.6	53.8
36104	0	0	52.69	48.5
36104	1	-1	70.6	81
36104	2	1	70.6	81
36104	5	2	52.7	50.4
36104	6	3	49.2	46
36105	0	0	45.74	53.8
36105	1	-1	59.9	53.8
36105	2	1	59.9	53.8
36105	5	2	59.9	53.8
36105	6	3	44.1	53.8
36106	0	0	46.6	46
36106	1	-1	50.8	46
36106	2	1	50.8	46
36106	5	2	46.6	46
36106	6	3	46.3	46
36200	0	0	83.38	78.6
36200	1	-1	84.53	81.13
36200	2	1	84.53	81.06
36200	5	2	84.62	82.65
36200	6	3	79.54	76.27
36201	0	0	83.75	81.65
36201	1	-1	84.4	83.4
36201	2	1	84.4	83.4
36201	5	2	83.8	81.6
36201	6	3	81.1	78.9
36202	0	0	75.01	70.47
36202	1	-1	81.6	72.7
36202	2	1	81.6	72.7
36202	5	2	75.1	70.5
36202	6	3	72.3	70.1
36203	0	0	85.05	81.34
36203	1	-1	85.2	83
36203	2	1	85.2	83
36203	5	2	85.2	83
36203	6	3	84	77.1
36204	0	0	81.57	78.42
36204	1	-1	82.9	77.51
36204	2	1	82.9	77.5
36204	5	2	82.9	78.5
36204	6	3	79.4	78.9
37000	0	0	70.68	73.51
37000	1	-1	76.95	76.58
37000	2	1	76.97	77.24
37000	5	2	76	71.02
37000	6	3	67.16	72.45
37100	0	0	75.27	75.29
37100	1	-1	79.93	78.56
37100	2	1	79.98	78.76
37100	5	2	76	76.25
37100	6	3	72.9	73.32
37101	0	0	76.76	77.11
37101	1	-1	78.76	79.28
37101	2	1	78.8	79.6
37101	5	2	76	75.7
37101	6	3	75.8	75.9
37102	0	0	61.57	71.9
37102	1	-1	85.9	78.56
37102	2	1	85.9	79.8
37102	5	2	60.8	76.7
37102	6	3	60.8	71
37103	0	0	74.88	75.07
37103	1	-1	78.66	77.54
37103	2	1	78.7	77.6
37103	5	2	76	76.7
37103	6	3	71.6	72.8
37104	0	0	79.62	70.34
37104	1	-1	85.87	79.72
37104	2	1	86	79.8
37104	5	2	76	76.7
37104	6	3	69.5	63.8
37200	0	0	72.64	74.99
37200	1	-1	87.2	79.44
37200	2	1	87.2	79.7
37200	5	2	74.02	76.7
37200	6	3	69.05	74.8
37201	0	0	80.44	76.58
37201	1	-1	89.3	79.29
37201	2	1	89.3	79.7
37201	5	2	80.4	76.7
37201	6	3	78.2	76.5
37202	0	0	62.97	69.76
37202	1	-1	85.9	79.46
37202	2	1	85.9	79.7
37202	5	2	63.5	76.7
37202	6	3	59.9	69.4
37203	0	0	76.28	74.34
37203	1	-1	85.4	79.7
37203	2	1	85.4	79.7
37203	5	2	76.2	72.7
37203	6	3	70.9	72.7
37300	0	0	64.05	65
37300	1	-1	72.64	68.65
37300	2	1	72.56	70.15
37300	5	2	76	62.7
37300	6	3	57.51	63.28
37301	0	0	55.61	69.52
37301	1	-1	68.94	79.2
37301	2	1	68.3	79.2
37301	5	2	76	62.7
37301	6	3	53.8	65.9
37302	0	0	67.77	69.31
37302	1	-1	80.13	78.49
37302	2	1	80.2	79.2
37302	5	2	76	62.7
37302	6	3	58.8	66.3
37303	0	0	65.37	65.65
37303	1	-1	69.91	62.7
37303	2	1	69.7	70.1
37303	5	2	76	62.7
37303	6	3	64	65.9
37304	0	0	60.75	55.74
37304	1	-1	80.18	65.4
37304	2	1	80.3	66.3
37304	5	2	76	62.7
37304	6	3	57.5	54.9
37305	0	0	66.68	63.68
37305	1	-1	70.14	65.4
37305	2	1	70	66.3
37305	5	2	76	62.7
37305	6	3	59.3	61.6
37306	0	0	54.88	63.71
37306	1	-1	68.51	65.31
37306	2	1	68.3	66.3
37306	5	2	76	62.7
37306	6	3	53	63.5
38000	0	0	62.05	65.68
38000	1	-1	65.6	69.03
38000	2	1	65.75	71.09
38000	5	2	59.61	57.01
38000	6	3	57.28	62.74
38100	0	0	74.75	79.14
38100	1	-1	71.92	81.66
38100	2	1	71.9	82.48
38100	5	2	76	71.65
38100	6	3	77.09	77.97
38101	0	0	75.09	79.09
38101	1	-1	71.93	82.43
38101	2	1	71.9	83.6
38101	5	2	76	71.1
38101	6	3	77.8	77.8
38102	0	0	70.23	79.46
38102	1	-1	71.9	79.2
38102	2	1	71.9	79.2
38102	5	2	69.4	79.4
38102	6	3	69.4	79.8
38200	0	0	72.65	70.63
38200	1	-1	74.64	71.9
38200	2	1	74.65	71.95
38200	5	2	74.6	71.1
38200	6	3	69.63	69.09
38201	0	0	83.87	77.22
38201	1	-1	87.1	77.9
38201	2	1	87.1	78
38201	5	2	83.8	71.1
38201	6	3	80.3	76.4
38202	0	0	74.43	70.3
38202	1	-1	71.84	70.71
38202	2	1	71.7	70.7
38202	5	2	76	71.1
38202	6	3	80.3	69.8
38203	0	0	66.02	67.36
38203	1	-1	70.4	70.13
38203	2	1	70.4	70
38203	5	2	70.4	71.1
38203	6	3	49.4	61.4
38204	0	0	49.4	62.57
38204	1	-1	74.7	70.12
38204	2	1	74.7	70
38204	5	2	57.6	71.1
38204	6	3	49.4	58.7
38205	0	0	55.85	67.15
38205	1	-1	61.25	70.19
38205	2	1	60.9	70
38205	5	2	76	71.1
38205	6	3	49.4	61.4
38300	0	0	66.21	68.88
38300	1	-1	71.02	72.32
38300	2	1	71.1	73.03
38300	5	2	64.8	66.9
38300	6	3	56.8	63.61
38301	0	0	64.03	71.39
38301	1	-1	69.44	72.86
38301	2	1	69.6	73.4
38301	5	2	64.8	70
38301	6	3	42.5	62.1
38302	0	0	70.26	73.29
38302	1	-1	72.18	75.13
38302	2	1	72.2	75.3
38302	5	2	64.8	70
38302	6	3	56.2	62.1
38303	0	0	65.19	66.91
38303	1	-1	68.65	70
38303	2	1	68.7	70
38303	5	2	64.8	70
38303	6	3	60.3	64.3
38304	0	0	61.24	64.32
38304	1	-1	70.26	67.26
38304	2	1	70.4	68.6
38304	5	2	64.8	59
38304	6	3	53.5	61.3
38305	0	0	72.76	78.16
38305	1	-1	78.73	79.1
38305	2	1	78.8	79.7
38305	5	2	64.8	70
38305	6	3	52.9	73.9
38400	0	0	54.79	59.55
38400	1	-1	58.62	63.06
38400	2	1	58.7	66.52
38400	5	2	56.89	50.56
38400	6	3	50.27	57.18
38401	0	0	56.99	58.25
38401	1	-1	59.17	59.88
38401	2	1	59.3	67.3
38401	5	2	54.7	40.4
38401	6	3	53.4	56.4
38402	0	0	49.37	48.83
38402	1	-1	59.38	64.5
38402	2	1	59.5	64.5
38402	5	2	54.7	64.5
38402	6	3	42.6	43.4
38403	0	0	48.9	57.46
38403	1	-1	49.38	64.5
38403	2	1	49.2	66.6
38403	5	2	54.7	64.5
38403	6	3	47.7	43.4
38404	0	0	65.66	70.38
38404	1	-1	73.7	70.7
38404	2	1	73.7	70.7
38404	5	2	73.7	70.7
38404	6	3	45.1	69
38405	0	0	49.6	56.96
38405	1	-1	51.2	61.36
38405	2	1	51.2	65.5
38405	5	2	51.2	40.4
38405	6	3	47.7	52.5
38406	0	0	59.97	51.4
38406	1	-1	66	58.18
38406	2	1	66	64.6
38406	5	2	66	49.2
38406	6	3	52	48.5
38407	0	0	51.78	57.1
38407	1	-1	56.8	59.55
38407	2	1	56.8	63.3
38407	5	2	56.8	44.5
38407	6	3	48.7	56.3
38408	0	0	62.27	63.86
38408	1	-1	63.2	61.07
38408	2	1	63.2	69.2
38408	5	2	63.2	40.4
38408	6	3	60.1	67.9
38409	0	0	53.66	61.35
38409	1	-1	54.6	63.01
38409	2	1	54.6	65.7
38409	5	2	54.7	56.8
38409	6	3	52.4	60.4
38410	0	0	52.13	60.21
38410	1	-1	65.34	63.72
38410	2	1	65.5	64.6
38410	5	2	54.7	40.4
38410	6	3	36.1	52.8
39000	0	0	45.57	36.71
39000	1	-1	54.04	40.68
39000	2	1	54.39	46.44
39000	5	2	49.26	31.54
39000	6	3	38.38	35.38
39100	0	0	46.26	38.18
39100	1	-1	54.04	41.45
39100	2	1	54.39	46.35
39100	5	2	49.3	32.73
39100	6	3	39.29	36.88
39101	0	0	53.78	44.44
39101	1	-1	54.56	43.41
39101	2	1	54.7	46.3
39101	5	2	50.8	36.2
39101	6	3	46.7	50.3
39102	0	0	41.59	58.02
39102	1	-1	41.3	61.9
39102	2	1	47.75	54.1
39102	5	2	41.3	61.9
39102	6	3	41.6	57.9
39103	0	0	38.46	37.85
39103	1	-1	41.3	21.48
39103	2	1	41.3	47.1
39103	5	2	41.3	21.1
39103	6	3	38.4	38.7
39104	0	0	39.05	24.63
39104	1	-1	48.5	27.55
39104	2	1	54.2	47.1
39104	5	2	48.5	26.9
39104	6	3	38.4	24.6
39105	0	0	40.39	26.65
39105	1	-1	51.71	29.98
39105	2	1	52	48.8
39105	5	2	50.9	20.9
39105	6	3	38.4	26.5
39106	0	0	43.37	39.65
39106	1	-1	48.38	38.92
39106	2	1	50.1	47.1
39106	5	2	41.3	33.7
39106	6	3	41	39.8
39200	0	0	24.39	29.38
39200	1	-1	53.62	26.2
39200	2	1	54.7	57.03
39200	5	2	35.3	22.49
39200	6	3	22.8	29.63
39201	0	0	51.77	57.64
39201	1	-1	54.52	49.28
39201	2	1	54.7	58
39201	5	2	48.5	32.4
39201	6	3	46.7	59.7
39202	0	0	22.1	27.7
39202	1	-1	22.1	22.18
39202	2	1	22.1	47.1
39202	5	2	22.1	21.9
39202	6	3	22.1	28.1
41000	0	0	39.76	31.36
41000	1	-1	48.22	45.84
41000	2	1	48.33	48.07
41000	5	2	46.22	31.08
41000	6	3	37.72	28.14
41100	0	0	38.61	25.54
41100	1	-1	44.07	29.46
41100	2	1	44.08	29.48
41100	5	2	43.97	29.43
41100	6	3	38.18	25.41
41101	0	0	41.19	37.63
41101	1	-1	46.26	38.65
41101	2	1	46.4	40.4
41101	5	2	42.1	35.9
41101	6	3	22.7	37
41102	0	0	26.8	25.35
41102	1	-1	45.09	36.86
41102	2	1	45.5	37.4
41102	5	2	42.1	35.9
41102	6	3	22.7	24.6
41103	0	0	39.34	25.53
41103	1	-1	45.12	26.76
41103	2	1	45.5	26.4
41103	5	2	42.1	27.3
41103	6	3	39.1	25.5
41104	0	0	41.67	36.79
41104	1	-1	44.64	35.9
41104	2	1	44	29.3
41104	5	2	50.3	35.9
41104	6	3	39.5	37
41105	0	0	24.69	24.16
41105	1	-1	35.84	38.24
41105	2	1	34.9	40.4
41105	5	2	42.1	35.9
41105	6	3	21.5	23.3
41200	0	0	32.73	46.58
41200	1	-1	55.46	43.57
41200	2	1	56.21	46
41200	5	2	42.1	32.84
41200	6	3	30.12	48.12
41201	0	0	41.18	37.57
41201	1	-1	54.7	38.6
41201	2	1	55.9	40.4
41201	5	2	42.1	35.9
41201	6	3	33	37
41202	0	0	35.45	47.3
41202	1	-1	55.79	45.14
41202	2	1	56.4	46.7
41202	5	2	42.1	31.1
41202	6	3	32.8	50.4
41203	0	0	26.75	49.76
41203	1	-1	55.9	40.3
41203	2	1	55.9	50.4
41203	5	2	28.5	30.2
41203	6	3	26.1	50.4
41300	0	0	48.73	47.85
41300	1	-1	49.68	48.39
41300	2	1	49.66	49.98
41300	5	2	50.36	32.2
41300	6	3	42.2	47.02
41301	0	0	48.7	45.03
41301	1	-1	49.61	44.81
41301	2	1	49.6	46.7
41301	5	2	50.3	30.2
41301	6	3	42.2	45.3
41302	0	0	48.46	57.4
41302	1	-1	51.6	57.89
41302	2	1	51.6	58.3
41302	5	2	50.3	47.2
41302	6	3	42.2	56.2
41303	0	0	50.42	53.34
41303	1	-1	51.6	53.11
41303	2	1	51.6	53.3
41303	5	2	51.6	47.2
41303	6	3	42.2	54.9
41304	0	0	47.26	50.54
41304	1	-1	51.6	41.98
41304	2	1	51.6	46.7
41304	5	2	50.3	30.2
41304	6	3	42.2	53.1
42000	0	0	74.34	58.33
42000	1	-1	83.55	68.14
42000	2	1	83.58	76.89
42000	5	2	80.17	53.61
42000	6	3	63.72	57.24
42100	0	0	88.65	64.53
42100	1	-1	90.45	68.58
42100	2	1	90.49	81.72
42100	5	2	81.06	54.02
42100	6	3	84.43	63.3
42101	0	0	90.74	79.88
42101	1	-1	92.4	81.6
42101	2	1	92.4	81.6
42101	5	2	92.4	81.6
42101	6	3	86.8	78.3
42102	0	0	76.4	57.51
42102	1	-1	76.4	49
42102	2	1	76.4	49
42102	5	2	76.4	49
42102	6	3	76.4	59.3
42103	0	0	70.11	80.83
42103	1	-1	69.42	80.43
42103	2	1	69.2	82.3
42103	5	2	77.1	73.9
42103	6	3	72.4	81.1
42104	0	0	44.41	57.15
42104	1	-1	82.2	48.1
42104	2	1	90.3	48.1
42104	5	2	82.2	48.1
42104	6	3	43.3	57.5
42200	0	0	66.69	70.61
42200	1	-1	70.33	72.39
42200	2	1	70.11	73.49
42200	5	2	80.08	64.96
42200	6	3	62.85	69.84
42201	0	0	69.67	75.42
42201	1	-1	69.35	76.69
42201	2	1	69.3	76.3
42201	5	2	77.1	80.8
42201	6	3	70	74.8
42202	0	0	97.15	92.78
42202	1	-1	96.67	93.2
42202	2	1	97.1	93.2
42202	5	2	77.1	93.2
42202	6	3	99	91.6
42203	0	0	73.95	62.01
42203	1	-1	74.15	61.63
42203	2	1	74.1	62.1
42203	5	2	77.1	52.5
42203	6	3	70	64.6
42204	0	0	56.57	59.18
42204	1	-1	59.66	56.06
42204	2	1	58.7	61.6
42204	5	2	82.2	52.5
42204	6	3	52.7	60.1
42205	0	0	58.77	54.52
42205	1	-1	61.36	54.61
42205	2	1	60.7	54.7
42205	5	2	82.2	52.5
42205	6	3	54.1	54.2
42206	0	0	59.1	64.44
42206	1	-1	70	60.3
42206	2	1	73.55	66.75
42206	5	2	77.1	60.3
42206	6	3	59.1	64.6
42207	0	0	64.98	70.81
42207	1	-1	68.7	70.18
42207	2	1	68.5	71.3
42207	5	2	77.1	60.3
42207	6	3	61.3	71.1
42208	0	0	54.35	66.03
42208	1	-1	73.7	53.55
42208	2	1	73.7	61.6
42208	5	2	77.1	52.5
42208	6	3	52.9	66.6
42300	0	0	72.7	58.88
42300	1	-1	75.91	65.3
42300	2	1	75.87	81.93
42300	5	2	80.01	48.35
42300	6	3	62.7	57.57
42301	0	0	80.9	83.24
42301	1	-1	81.17	84.2
42301	2	1	81.2	84.2
42301	5	2	77.1	84.2
42301	6	3	78.8	81.6
42302	0	0	58.55	56.44
42302	1	-1	61.49	58.04
42302	2	1	61.1	70.5
42302	5	2	82.2	40.4
42302	6	3	54.9	55.7
42303	0	0	78.8	52.78
42303	1	-1	72.4	40.4
42303	2	1	76.2	60.95
42303	5	2	80	40.4
42303	6	3	78.8	53.7
42304	0	0	54.9	67.3
42304	1	-1	72.4	40.4
42304	2	1	76.2	60.95
42304	5	2	80	40.4
42304	6	3	54.9	70.5
42400	0	0	71.65	64.84
42400	1	-1	70.85	67.47
42400	2	1	70.8	75.3
42400	5	2	77.1	60.15
42400	6	3	75.65	61.5
42401	0	0	71.75	74.92
42401	1	-1	70.85	75.3
42401	2	1	70.8	75.3
42401	5	2	77.1	75.3
42401	6	3	76.4	74.1
42402	0	0	48.6	54.5
42402	1	-1	70.8	54.5
42402	2	1	75.4	64.9
42402	5	2	80	54.5
42402	6	3	48.6	54.5
42500	0	0	50.49	54.02
42500	1	-1	74.3	49.91
42500	2	1	73.7	61.95
42500	5	2	79.36	46
42500	6	3	50.28	54.07
42501	0	0	73.7	64.9
42501	1	-1	73.7	69.1
42501	2	1	73.7	69.1
42501	5	2	82.2	69.1
42501	6	3	49.7	64.7
42502	0	0	60.8	58.25
42502	1	-1	73.7	44.72
42502	2	1	73.7	67.3
42502	5	2	82.2	38.7
42502	6	3	60.8	58.4
42503	0	0	60.8	58.8
42503	1	-1	73.7	38.7
42503	2	1	77.95	50.5
42503	5	2	82.2	38.7
42503	6	3	60.8	58.9
42504	0	0	52.59	58.03
42504	1	-1	74.76	46.76
42504	2	1	73.7	67.3
42504	5	2	82.2	45.4
42504	6	3	52.5	58.2
42505	0	0	38.06	43.35
42505	1	-1	73.7	65.18
42505	2	1	73.7	67.3
42505	5	2	73.7	65.1
42505	6	3	37.9	43.3
42506	0	0	67.9	54.97
42506	1	-1	73.7	42.93
42506	2	1	73.7	45.8
42506	5	2	82.2	38.7
42506	6	3	67.9	55.2
42507	0	0	49.92	58.7
42507	1	-1	74.23	58.72
42507	2	1	73.7	67.3
42507	5	2	82.2	38.7
42507	6	3	48.6	58.7
43000	0	0	72.52	63.14
43000	1	-1	81.07	65.49
43000	2	1	81.08	68.06
43000	5	2	74.6	39.13
43000	6	3	69.99	62.95
43100	0	0	71.37	62.02
43100	1	-1	76.58	63.33
43100	2	1	76.58	66.04
43100	5	2	74.6	38.6
43100	6	3	70.14	61.91
43101	0	0	73.54	75.51
43101	1	-1	76.4	82.3
43101	2	1	76.4	82.3
43101	5	2	73.5	38.6
43101	6	3	73.3	75.2
43102	0	0	75.78	63.56
43102	1	-1	93.2	67.17
43102	2	1	93.2	71.3
43102	5	2	75.8	38.6
43102	6	3	75	63.4
43103	0	0	71.02	62.9
43103	1	-1	74.6	60.8
43103	2	1	74.6	62
43103	5	2	74.6	38.6
43103	6	3	66.2	63.9
43104	0	0	60.66	53.74
43104	1	-1	80.9	56.79
43104	2	1	80.9	62.7
43104	5	2	60.4	38.6
43104	6	3	58.9	53.6
43200	0	0	75.8	69.48
43200	1	-1	88.51	82.7
43200	2	1	88.51	82.8
43200	5	2	73.78	74.9
43200	6	3	69.49	68.69
43201	0	0	88.65	83.79
43201	1	-1	89	82.8
43201	2	1	89	82.8
43201	5	2	88.6	83.8
43201	6	3	88.3	84.6
43202	0	0	79.03	75.2
43202	1	-1	83.6	81.22
43202	2	1	83.6	82.8
43202	5	2	79.4	74.9
43202	6	3	78.3	74.9
43203	0	0	86.41	75.25
43203	1	-1	83.6	82.8
43203	2	1	83.6	82.8
43203	5	2	87.3	38.6
43203	6	3	87.3	74.9
43204	0	0	36.1	66.8
43204	1	-1	88.4	82.8
43204	2	1	62.25	74.8
43204	5	2	36.1	66.8
43204	6	3	36.1	66.8
44000	0	0	78.57	74.34
44000	1	-1	82.89	74.34
44000	2	1	83.03	75.14
44000	5	2	61.1	63.81
44000	6	3	77.73	74.34
44100	0	0	90.74	81.37
44100	1	-1	93.72	82.86
44100	2	1	93.72	82.86
44100	5	2	79.86	75.56
44100	6	3	87.69	81
44101	0	0	92.91	82.11
44101	1	-1	93.9	82.7
44101	2	1	93.9	82.7
44101	5	2	92.9	82.1
44101	6	3	90.9	81.8
44102	0	0	85.55	80.69
44102	1	-1	91.1	83.7
44102	2	1	91.1	83.7
44102	5	2	85.6	80.7
44102	6	3	84.9	80.5
44200	0	0	90.9	82.63
44200	1	-1	90.93	81.48
44200	2	1	91	81.6
