ISCO88	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
2221	1	-1	90.2	83.3	88	78
2221	2	1	90.2	83.3	88	78
2221	5	2	90.2	83.3	88	78
2221	6	3	90.6	80.5	88	78
2222	0	0	83.39	85.54	85	70
2222	1	-1	83.5	86.2	85	70
2222	2	1	83.5	86.2	85	70
2222	5	2	83.5	86.2	85	70
2222	6	3	82.6	84.4	85	70
2223	0	0	85.57	75.77	83	61
2223	1	-1	86.7	75.9	83	61
2223	2	1	86.7	75.9	83	61
2223	5	2	86.7	75.9	83	61
2223	6	3	79.8	75.5	83	61
2224	0	0	71.08	83.54	74	64
2224	1	-1	70.1	83.45	74	64
2224	2	1	70.1	84.7	74	64
2224	5	2	70.1	79.1	74	64
2224	6	3	74.4	83.6	74	64
2229	0	0	87.73	81.63	85	73
2229	1	-1	87.2	83.8	85	73
2229	2	1	87.4	81.45	85	73
2229	5	2	87.6	79.1	85	73
2229	6	3	88.4	82	85	73
2230	0	0	80.73	81.83	43	54
2230	1	-1	86.7	83.9	43	54
2230	2	1	77.45	81.5	43	54
2230	5	2	68.2	79.1	43	54
2230	6	3	87.3	82.5	43	54
2300	0	0	72.23	74.47	69	61
2300	1	-1	78.89	74.47	69	61
2300	2	1	78.93	74.99	69	61
2300	5	2	72.3	65.1	69	61
2300	6	3	70.31	74.47	69	61
2310	0	0	95.32	82.91	77	78
2310	1	-1	96.6	82.2	77	78
2310	2	1	96.6	82.2	77	78
2310	5	2	95.3	83	77	78
2310	6	3	92.7	83.3	77	78
2320	0	0	68.81	73.39	69	60
2320	1	-1	72.3	73.37	69	60
2320	2	1	72.3	73.9	69	60
2320	5	2	72.3	65.1	69	60
2320	6	3	68	73.4	69	60
2321	0	0	69.8	70.8	70	60
2321	1	-1	72.3	73.9	70	60
2321	2	1	70.7	69.5	70	60
2321	5	2	69.1	65.1	70	60
2321	6	3	68	73.4	70	60
2322	0	0	69.8	70.8	66	57
2322	1	-1	72.3	73.9	66	57
2322	2	1	70.7	69.5	66	57
2322	5	2	69.1	65.1	66	57
2322	6	3	68	73.4	66	57
2323	0	0	69.8	70.8	-999	-999
2323	1	-1	72.3	73.9	-999	-999
2323	2	1	70.7	69.5	-999	-999
2323	5	2	69.1	65.1	-999	-999
2323	6	3	68	73.4	-999	-999
2330	0	0	73.73	71.6	66	57
2330	1	-1	80.8	75.1	66	57
2330	2	1	74.5	70.1	66	57
2330	5	2	68.2	65.1	66	57
2330	6	3	72.2	74.6	66	57
2331	0	0	73.73	71.6	66	57
2331	1	-1	80.8	75.1	66	57
2331	2	1	74.5	70.1	66	57
2331	5	2	68.2	65.1	66	57
2331	6	3	72.2	74.6	66	57
2332	0	0	73.73	71.6	43	49
2332	1	-1	80.8	75.1	43	49
2332	2	1	74.5	70.1	43	49
2332	5	2	68.2	65.1	43	49
2332	6	3	72.2	74.6	43	49
2340	0	0	83.52	80.16	66	62
2340	1	-1	81	77.99	66	62
2340	2	1	81	78.4	66	62
2340	5	2	83.5	65.1	66	62
2340	6	3	83.7	80.4	66	62
2350	0	0	89.13	82.61	66	62
2350	1	-1	92.16	81.09	66	62
2350	2	1	92.16	81.09	66	62
2350	5	2	90.02	73.85	66	62
2350	6	3	88.62	82.88	66	62
2351	0	0	95.53	82.16	70	68
2351	1	-1	90	82.1	70	68
2351	2	1	90	82.1	70	68
2351	5	2	94.5	82.1	70	68
2351	6	3	98.9	82.2	70	68
2352	0	0	89.73	76.7	70	68
2352	1	-1	92.2	82.1	70	68
2352	2	1	90.5	73.6	70	68
2352	5	2	88.8	65.1	70	68
2352	6	3	88.2	82.9	70	68
2359	0	0	88.04	82.81	65	62
2359	1	-1	93.5	78.4	65	62
2359	2	1	93.5	78.4	65	62
2359	5	2	88	83.1	65	62
2359	6	3	87.4	83.1	65	62
2400	0	0	71.47	73.41	68	60
2400	1	-1	77.02	78.09	68	60
2400	2	1	77.09	78.83	68	60
2400	5	2	70.15	70.46	68	60
2400	6	3	66.65	71.54	68	60
2410	0	0	61.04	64.24	69	57
2410	1	-1	67.68	68.4	69	57
2410	2	1	67.75	70.08	69	57
2410	5	2	62.37	60.31	69	57
2410	6	3	56.2	63.1	69	57
2411	0	0	65.57	66.5	69	62
2411	1	-1	66.8	67.33	69	62
2411	2	1	66.8	68.2	69	62
2411	5	2	66.8	60.2	69	62
2411	6	3	63.2	65.7	69	62
2412	0	0	65.85	64.93	69	56
2412	1	-1	69.6	68.95	69	56
2412	2	1	69.6	70.3	69	56
2412	5	2	69.6	60.2	69	56
2412	6	3	61.8	63.8	69	56
2419	0	0	57.69	63.37	69	57
2419	1	-1	67.81	68.55	69	57
2419	2	1	68	71.2	69	57
2419	5	2	60.8	60.4	69	57
2419	6	3	53.7	62.4	69	57
2420	0	0	89.38	84.13	85	73
2420	1	-1	89.5	85.84	85	73
2420	2	1	89.5	85.8	85	73
2420	5	2	89.8	86.4	85	73
2420	6	3	88.62	80.3	85	73
2421	0	0	79.63	77.63	85	73
2421	1	-1	89.5	85.7	85	73
2421	2	1	75.15	76.3	85	73
2421	5	2	60.8	66.9	85	73
2421	6	3	88.6	80.3	85	73
2422	0	0	86.88	83	90	76
2422	1	-1	87.9	83.9	90	76
2422	2	1	87.9	83.9	90	76
2422	5	2	86.9	83	90	76
2422	6	3	82.7	81.6	90	76
2429	0	0	79.63	77.63	82	71
2429	1	-1	89.5	85.7	82	71
2429	2	1	75.15	76.3	82	71
2429	5	2	60.8	66.9	82	71
2429	6	3	88.6	80.3	82	71
2430	0	0	73.35	75.51	65	54
2430	1	-1	86.4	81.1	65	54
2430	2	1	86.4	81.6	65	54
2430	5	2	69.76	75.8	65	54
2430	6	3	70.14	75.27	65	54
2431	0	0	67.85	71.13	65	54
2431	1	-1	86.4	77.8	65	54
2431	2	1	86.4	77.8	65	54
2431	5	2	67.6	77.8	65	54
2431	6	3	63.4	70.6	65	54
2432	0	0	80.89	77.11	65	54
2432	1	-1	86.4	84.04	65	54
2432	2	1	86.4	85.4	65	54
2432	5	2	80.9	75.4	65	54
2432	6	3	79.5	76.9	65	54
2440	0	0	81.8	80.16	65	58
2440	1	-1	86.23	84.16	65	58
2440	2	1	86.23	84.13	65	58
2440	5	2	86.2	84.49	65	58
2440	6	3	79.08	78.47	65	58
2441	0	0	75.3	82.93	78	60
2441	1	-1	85.9	84	78	60
2441	2	1	73.35	85.2	78	60
2441	5	2	60.8	86.4	78	60
2441	6	3	79.2	78.4	78	60
2442	0	0	75.3	82.93	71	67
2442	1	-1	85.9	84	71	67
2442	2	1	73.35	85.2	71	67
2442	5	2	60.8	86.4	71	67
2442	6	3	79.2	78.4	71	67
2443	0	0	80.81	81.15	71	67
2443	1	-1	84.7	81	71	67
2443	2	1	84.7	81	71	67
2443	5	2	60.8	86.4	71	67
2443	6	3	77.9	81.3	71	67
2444	0	0	77.26	77.22	65	62
2444	1	-1	80.3	79.67	65	62
2444	2	1	80.3	79.2	65	62
2444	5	2	80.3	86.4	65	62
2444	6	3	74.7	75	65	62
2445	0	0	91.25	86.85	71	67
2445	1	-1	91.4	87.62	71	67
2445	2	1	91.4	87.7	71	67
2445	5	2	91.4	86.4	71	67
2445	6	3	91.1	86.1	71	67
2446	0	0	74.69	76.08	51	52
2446	1	-1	76.9	82.2	51	52
2446	2	1	76.9	82.2	51	52
2446	5	2	74.7	86.4	51	52
2446	6	3	74.5	75.8	51	52
2450	0	0	75.93	75.77	61	57
2450	1	-1	77.34	77.59	61	57
2450	2	1	77.34	77.73	61	57
2450	5	2	77.52	75.4	61	57
2450	6	3	74.68	74.36	61	57
2451	0	0	78.24	78.62	65	58
2451	1	-1	80.6	79.9	65	58
2451	2	1	80.6	80.3	65	58
2451	5	2	80.6	75.4	65	58
2451	6	3	77.1	77.9	65	58
2452	0	0	69.01	73.44	54	57
2452	1	-1	72.3	75.58	54	57
2452	2	1	72.3	75.6	54	57
2452	5	2	72.3	75.4	54	57
2452	6	3	50.4	60.3	54	57
2453	0	0	77.24	78.37	64	45
2453	1	-1	72.2	81.31	64	45
2453	2	1	72.2	81.8	64	45
2453	5	2	72.2	75.4	64	45
2453	6	3	81.4	77	64	45
2454	0	0	77.37	70.26	64	40
2454	1	-1	75.6	70.4	64	40
2454	2	1	75.6	70.2	64	40
2454	5	2	75.6	75.4	64	40
2454	6	3	81.4	70.1	64	40
2455	0	0	71.48	73.15	64	57
2455	1	-1	82.5	80.37	64	57
2455	2	1	82.5	80.5	64	57
2455	5	2	82.5	75.4	64	57
2455	6	3	62.7	68.9	64	57
2460	0	0	88.02	79.04	53	60
2460	1	-1	89.1	82.65	53	60
2460	2	1	89.1	82.7	53	60
2460	5	2	88.1	78.9	53	60
2460	6	3	87.2	77.5	53	60
3000	0	0	56.68	60.58	54	48
3000	1	-1	62.72	62.98	54	48
3000	2	1	62.82	63.55	54	48
3000	5	2	59.37	61.94	54	48
3000	6	3	54.34	60.23	54	48
3100	0	0	53.46	53.64	50	48
3100	1	-1	62.47	64.78	50	48
3100	2	1	62.5	66.1	50	48
3100	5	2	62.09	63.39	50	48
3100	6	3	52.33	52.9	50	48
3110	0	0	54.25	57.02	49	47
3110	1	-1	59.82	64.49	49	47
3110	2	1	59.74	66.11	49	47
3110	5	2	60.62	63.13	49	47
3110	6	3	53.56	56.49	49	47
3111	0	0	58	60.43	45	46
3111	1	-1	59.7	66.3	45	46
3111	2	1	60.2	62.4	45	46
3111	5	2	60.7	58.5	45	46
3111	6	3	53.6	56.5	45	46
3112	0	0	55.2	70.55	45	39
3112	1	-1	57.67	70.27	45	39
3112	2	1	57.8	66	45	39
3112	5	2	56.6	77.4	45	39
3112	6	3	54.5	70.6	45	39
3113	0	0	57.91	52.3	46	46
3113	1	-1	59.19	71.85	46	46
3113	2	1	58.9	66.3	46	46
3113	5	2	63.3	77.4	46	46
3113	6	3	57.6	49.3	46	46
3114	0	0	54.36	52.17	46	46
3114	1	-1	51.4	62.25	46	46
3114	2	1	50.8	66	46	46
3114	5	2	63.3	58.5	46	46
3114	6	3	55	49.3	46	46
3115	0	0	55.55	49.3	54	46
3115	1	-1	56.82	66.3	54	46
3115	2	1	56.6	66.3	54	46
3115	5	2	63.3	58.5	54	46
3115	6	3	55.4	49.3	54	46
3116	0	0	51.11	57.19	54	46
3116	1	-1	72.72	79.2	54	46
3116	2	1	73.3	85.8	54	46
3116	5	2	63.3	77.4	54	46
3116	6	3	50.6	56.4	54	46
3117	0	0	58	60.43	54	53
3117	1	-1	59.7	66.3	54	53
3117	2	1	60.2	62.4	54	53
3117	5	2	60.7	58.5	54	53
3117	6	3	53.6	56.5	54	53
3118	0	0	54.73	55.93	51	55
3118	1	-1	61.44	56.24	51	55
3118	2	1	60.9	62.2	51	55
3118	5	2	64.5	49.1	51	55
3118	6	3	54.1	55.9	51	55
3119	0	0	52.11	54.31	53	46
3119	1	-1	58.2	69.42	53	46
3119	2	1	58.2	66	53	46
3119	5	2	58.2	77.4	53	46
3119	6	3	51.7	52.9	53	46
3120	0	0	48.07	48.26	52	53
3120	1	-1	58.5	66.73	52	53
3120	2	1	58.5	66	52	53
3120	5	2	58.5	67.6	52	53
3120	6	3	47.9	48	52	53
3121	0	0	56.1	58.16	52	53
3121	1	-1	58.5	66.1	52	53
3121	2	1	60.2	63.25	52	53
3121	5	2	61.9	60.4	52	53
3121	6	3	47.9	48	52	53
3122	0	0	48.07	48.26	52	53
3122	1	-1	58.5	66.73	52	53
3122	2	1	58.5	66	52	53
3122	5	2	58.5	67.6	52	53
3122	6	3	47.9	48	52	53
3123	0	0	56.1	58.16	52	53
3123	1	-1	58.5	66.1	52	53
3123	2	1	60.2	63.25	52	53
3123	5	2	61.9	60.4	52	53
3123	6	3	47.9	48	52	53
3130	0	0	54.46	62.2	52	46
3130	1	-1	66.15	66.58	52	46
3130	2	1	66.02	66	52	46
3130	5	2	69.67	67.6	52	46
3130	6	3	52.46	61.55	52	46
3131	0	0	66.48	63.4	48	46
3131	1	-1	72.1	66.4	48	46
3131	2	1	72.1	66	48	46
3131	5	2	72.1	67.6	48	46
3131	6	3	59.2	60.6	48	46
3132	0	0	62.2	65.03	57	49
3132	1	-1	65.6	66	57	49
3132	2	1	67.1	66.8	57	49
3132	5	2	68.6	67.6	57	49
3132	6	3	52.4	61.5	57	49
3133	0	0	59.9	64.42	57	58
3133	1	-1	65.6	67.6	57	58
3133	2	1	67.1	66.8	57	58
3133	5	2	68.6	67.6	57	58
3133	6	3	59.9	64.3	57	58
3139	0	0	52.34	57.66	52	44
3139	1	-1	60.14	66.63	52	44
3139	2	1	59.7	66	52	44
3139	5	2	68.6	67.6	52	44
3139	6	3	51.6	57.1	52	44
3140	0	0	63.5	68.01	57	57
3140	1	-1	68.7	67.4	57	57
3140	2	1	68.89	68.1	57	57
3140	5	2	36	64.25	57	57
3140	6	3	62.2	68.1	57	57
3141	0	0	64.9	64.86	52	60
3141	1	-1	71.9	66.1	52	60
3141	2	1	66.9	63.25	52	60
3141	5	2	61.9	60.4	52	60
3141	6	3	60.9	68.1	52	60
3142	0	0	36	66.81	52	55
3142	1	-1	36	66.17	52	55
3142	2	1	36	68.1	52	55
3142	5	2	36	60.4	52	55
3142	6	3	36	68.1	52	55
3143	0	0	71.24	68.1	69	60
3143	1	-1	71.9	68.1	69	60
3143	2	1	71.9	68.1	69	60
3143	5	2	71.3	68.1	69	60
3143	6	3	71	68.1	69	60
3144	0	0	56.82	68.1	69	50
3144	1	-1	71.9	68.1	69	50
3144	2	1	71.9	68.1	69	50
3144	5	2	55.9	68.1	69	50
3144	6	3	55.9	68.1	69	50
3145	0	0	64.9	64.86	50	46
3145	1	-1	71.9	66.1	50	46
3145	2	1	66.9	63.25	50	46
3145	5	2	61.9	60.4	50	46
3145	6	3	60.9	68.1	50	46
3150	0	0	41.3	35.3	50	54
3150	1	-1	41.3	35.3	50	54
3150	2	1	41.3	53.93	50	54
3150	5	2	41.3	35.3	50	54
3150	6	3	41.3	35.3	50	54
3151	0	0	55.2	53.93	50	54
3151	1	-1	62.4	66.1	50	54
3151	2	1	62.15	63.25	50	54
3151	5	2	61.9	60.4	50	54
3151	6	3	41.3	35.3	50	54
3152	0	0	41.3	35.3	50	54
3152	1	-1	41.3	35.3	50	54
3152	2	1	41.3	35.3	50	54
3152	5	2	41.3	35.3	50	54
3152	6	3	41.3	35.3	50	54
3200	0	0	59.45	60.09	48	51
3200	1	-1	67.95	67.79	48	51
3200	2	1	68.06	67.86	48	51
3200	5	2	63.42	67.74	48	51
3200	6	3	56.64	59.37	48	51
3210	0	0	54.72	52.9	50	52
3210	1	-1	67.3	68	50	52
3210	2	1	67.3	65.45	50	52
3210	5	2	67.3	62.9	50	52
3210	6	3	52.1	52.9	50	52
3211	0	0	58.06	63.43	50	52
3211	1	-1	67.3	68	50	52
3211	2	1	61.05	65.45	50	52
3211	5	2	54.8	62.9	50	52
3211	6	3	52.1	59.4	50	52
3212	0	0	54.72	52.9	50	47
3212	1	-1	67.3	68	50	47
3212	2	1	67.3	68	50	47
3212	5	2	67.3	62.9	50	47
3212	6	3	52.1	52.9	50	47
3213	0	0	58.06	63.43	50	55
3213	1	-1	67.3	68	50	55
3213	2	1	61.05	65.45	50	55
3213	5	2	54.8	62.9	50	55
3213	6	3	52.1	59.4	50	55
3220	0	0	64.89	62.81	55	51
3220	1	-1	67.93	68.19	55	51
3220	2	1	68.04	67.84	55	51
3220	5	2	63.6	68.56	55	51
3220	6	3	61.84	61.57	55	51
3221	0	0	77.4	61.27	51	53
3221	1	-1	77.4	72.59	51	53
3221	2	1	77.4	70.4	51	53
3221	5	2	64.7	72.6	51	53
3221	6	3	77.4	58.9	51	53
3222	0	0	83.03	63.24	51	48
3222	1	-1	90.9	70.62	51	48
3222	2	1	90.9	70.4	51	48
3222	5	2	83	72.6	51	48
3222	6	3	78.3	58.9	51	48
3223	0	0	64.76	64.03	51	52
3223	1	-1	68.5	67.9	51	52
3223	2	1	66.6	65.35	51	52
3223	5	2	64.7	62.8	51	52
3223	6	3	61.1	61.4	51	52
3224	0	0	58	58.19	60	60
3224	1	-1	61.2	49.99	60	60
3224	2	1	61.2	63.5	60	60
3224	5	2	61.2	41.3	60	60
3224	6	3	54	60.6	60	60
3225	0	0	54	55.86	51	44
3225	1	-1	68.5	55.4	51	44
3225	2	1	66.6	61.65	51	44
3225	5	2	64.7	55.4	51	44
3225	6	3	54	55.9	51	44
3226	0	0	67.23	72.25	60	51
3226	1	-1	67.8	68.51	60	51
3226	2	1	67.8	67.5	60	51
3226	5	2	67.8	81.3	60	51
3226	6	3	66.6	74.7	60	51
3227	0	0	41.7	57.58	51	48
3227	1	-1	68.5	62.8	51	48
3227	2	1	66.6	65.35	51	48
3227	5	2	64.7	62.8	51	48
3227	6	3	41.7	53.7	51	48
3228	0	0	41.7	56.9	51	44
3228	1	-1	41.7	51.65	51	44
3228	2	1	68.5	64.5	51	44
3228	5	2	41.7	51.5	51	44
3228	6	3	41.7	57.1	51	44
3229	0	0	77.4	61.24	51	45
3229	1	-1	77.4	60.73	51	45
3229	2	1	77.4	60.6	51	45
3229	5	2	77.4	63.4	51	45
3229	6	3	77.4	64.7	51	45
3230	0	0	54.68	58.19	38	44
3230	1	-1	74.86	64.17	38	44
3230	2	1	77.4	68.35	38	44
3230	5	2	54.6	63.4	38	44
3230	6	3	54.6	58.1	38	44
3231	0	0	54.67	57.97	38	44
3231	1	-1	74.55	63.47	38	44
3231	2	1	77.4	64.5	38	44
3231	5	2	54.6	63.4	38	44
3231	6	3	54.6	57.9	38	44
3232	0	0	77.4	64.97	38	44
3232	1	-1	77.4	70.55	38	44
3232	2	1	77.4	71	38	44
3232	5	2	54.6	63.4	38	44
3232	6	3	54.6	64.7	38	44
3240	0	0	61.53	63.43	49	29
3240	1	-1	68.4	68	49	29
3240	2	1	63.65	65.45	49	29
3240	5	2	58.9	62.9	49	29
3240	6	3	57.3	59.4	49	29
3241	0	0	61.53	63.43	51	29
3241	1	-1	68.4	68	51	29
3241	2	1	63.65	65.45	51	29
3241	5	2	58.9	62.9	51	29
3241	6	3	57.3	59.4	51	29
3242	0	0	61.53	63.43	38	22
3242	1	-1	68.4	68	38	22
3242	2	1	63.65	65.45	38	22
3242	5	2	58.9	62.9	38	22
3242	6	3	57.3	59.4	38	22
3300	0	0	68.7	70.29	38	50
3300	1	-1	59.45	66.67	38	50
3300	2	1	59.42	67.19	38	50
3300	5	2	60.75	64.68	38	50
3300	6	3	69.59	70.4	38	50
3310	0	0	69.28	72.71	38	50
3310	1	-1	77	73.61	38	50
3310	2	1	77	72.2	38	50
3310	5	2	77	76.5	38	50
3310	6	3	69.2	72.7	38	50
3320	0	0	71.6	67.14	38	50
3320	1	-1	59.4	63.88	38	50
3320	2	1	59.15	64.8	38	50
3320	5	2	58.9	48.7	38	50
3320	6	3	71.6	67.3	38	50
3330	0	0	62.73	68.26	38	50
3330	1	-1	59.4	67.2	38	50
3330	2	1	59.15	67.35	38	50
3330	5	2	58.9	67.5	38	50
3330	6	3	69.9	70.1	38	50
3340	0	0	66.68	62.34	38	50
3340	1	-1	57.5	61.67	38	50
3340	2	1	57.5	65.2	38	50
3340	5	2	57.5	48.7	38	50
3340	6	3	71.6	62.4	38	50
3400	0	0	56.75	58.66	55	48
3400	1	-1	62.59	60.9	55	48
3400	2	1	62.7	62.14	55	48
3400	5	2	57.75	57.84	55	48
3400	6	3	52.78	57.94	55	48
3410	0	0	55.96	56.29	55	47
3410	1	-1	60.08	57.17	55	47
3410	2	1	60.18	58.87	55	47
3410	5	2	56.25	52.09	55	47
3410	6	3	52.7	55.88	55	47
3411	0	0	56.3	56.1	61	50
3411	1	-1	60	59.2	61	50
3411	2	1	58.15	56.15	61	50
3411	5	2	56.3	53.1	61	50
3411	6	3	52.6	56	61	50
3412	0	0	55.42	59.03	54	44
3412	1	-1	61.1	63.8	54	44
3412	2	1	61.1	64.7	54	44
3412	5	2	61.1	53.1	54	44
3412	6	3	54	58.5	54	44
3413	0	0	58.76	62.74	59	49
3413	1	-1	63.41	68.3	59	49
3413	2	1	63.5	68.3	59	49
3413	5	2	59.4	68.3	59	49
3413	6	3	53.2	59	59	49
3414	0	0	56.3	56.1	56	43
3414	1	-1	60	59.2	56	43
3414	2	1	58.15	56.15	56	43
3414	5	2	56.3	53.1	56	43
3414	6	3	52.6	56	56	43
3415	0	0	51.06	58.58	56	46
3415	1	-1	54.45	63.47	56	46
3415	2	1	54.3	64.7	56	46
3415	5	2	56.7	58.7	56	46
3415	6	3	50.6	57.9	56	46
3416	0	0	55.44	60.19	50	49
3416	1	-1	60.37	60.6	50	49
3416	2	1	60.4	64.7	50	49
3416	5	2	59.4	54.4	50	49
3416	6	3	53.7	60.1	50	49
3417	0	0	56.3	56.1	56	46
3417	1	-1	60	59.2	56	46
3417	2	1	58.15	56.15	56	46
3417	5	2	56.3	53.1	56	46
3417	6	3	52.6	56	56	46
3419	0	0	56.3	56.1	55	46
3419	1	-1	60	59.2	55	46
3419	2	1	58.15	56.15	55	46
3419	5	2	56.3	53.1	55	46
3419	6	3	52.6	56	55	46
3420	0	0	68.15	64.56	55	42
3420	1	-1	70.05	67.37	55	42
3420	2	1	70.06	66.53	55	42
3420	5	2	68.92	73.8	55	42
3420	6	3	64.19	63.11	55	42
3421	0	0	63.83	67.76	55	55
3421	1	-1	70.1	66.5	55	55
3421	2	1	63.65	70.15	55	55
3421	5	2	57.2	73.8	55	55
3421	6	3	64.2	63	55	55
3422	0	0	63.24	58.56	55	50
3422	1	-1	67	69.53	55	50
3422	2	1	67	68.3	55	50
3422	5	2	67	73.8	55	50
3422	6	3	58.4	56.7	55	50
3423	0	0	63.83	67.76	55	49
3423	1	-1	70.1	66.5	55	49
3423	2	1	63.65	70.15	55	49
3423	5	2	57.2	73.8	55	49
3423	6	3	64.2	63	55	49
3429	0	0	71.24	68.16	55	42
3429	1	-1	72.8	68.25	55	42
3429	2	1	72.8	67.9	55	42
3429	5	2	72.8	73.8	55	42
3429	6	3	67.7	68.1	55	42
3430	0	0	63.28	62.52	54	49
3430	1	-1	68.87	66.6	54	49
3430	2	1	68.86	67.57	54	49
3430	5	2	69.34	65.71	54	49
3430	6	3	59.96	61.22	54	49
3431	0	0	65.9	64.76	54	53
3431	1	-1	69.1	67.4	54	53
3431	2	1	68.85	66.55	54	53
3431	5	2	68.6	65.7	54	53
3431	6	3	60	61.2	54	53
3432	0	0	77.12	74.92	59	49
3432	1	-1	82.3	74.5	59	49
3432	2	1	82.3	74.5	59	49
3432	5	2	68.6	65.7	59	49
3432	6	3	75	75	59	49
3433	0	0	58.13	60.68	51	49
3433	1	-1	61.33	64.81	51	49
3433	2	1	61.2	63.6	51	49
3433	5	2	68.6	65.7	51	49
3433	6	3	56.6	59.4	51	49
3434	0	0	65.9	64.76	61	51
3434	1	-1	69.1	67.4	61	51
3434	2	1	68.85	66.55	61	51
3434	5	2	68.6	65.7	61	51
3434	6	3	60	61.2	61	51
3439	0	0	65.9	64.76	54	53
3439	1	-1	69.1	67.4	54	53
3439	2	1	68.85	66.55	54	53
3439	5	2	68.6	65.7	54	53
3439	6	3	60	61.2	54	53
3440	0	0	51.41	56.76	56	52
3440	1	-1	65.68	62.36	56	52
3440	2	1	65.68	64.9	56	52
3440	5	2	68.6	52.9	56	52
3440	6	3	48.8	56.5	56	52
3441	0	0	46.98	47.1	56	44
3441	1	-1	52.4	64.9	56	44
3441	2	1	52.4	64.9	56	44
3441	5	2	47	52.9	56	44
3441	6	3	46.6	47.1	56	44
3442	0	0	57.2	58.1	57	52
3442	1	-1	65.6	64.9	57	52
3442	2	1	61.4	58.9	57	52
3442	5	2	57.2	52.9	57	52
3442	6	3	48.8	56.5	57	52
3443	0	0	57.2	58.1	56	55
3443	1	-1	65.6	64.9	56	55
3443	2	1	61.4	58.9	56	55
3443	5	2	57.2	52.9	56	55
3443	6	3	48.8	56.5	56	55
3444	0	0	57.2	58.1	46	54
3444	1	-1	65.6	64.9	46	54
3444	2	1	61.4	58.9	46	54
3444	5	2	57.2	52.9	46	54
3444	6	3	48.8	56.5	46	54
3449	0	0	39.81	57.52	56	55
3449	1	-1	52.4	61.9	56	55
3449	2	1	52.4	64.9	56	55
3449	5	2	38.3	52.9	56	55
3449	6	3	38.3	56.6	56	55
3450	0	0	57.86	60.66	56	45
3450	1	-1	63.6	63.2	56	45
3450	2	1	60.4	61.95	56	45
3450	5	2	57.2	60.7	56	45
3450	6	3	52.8	58.1	56	45
3451	0	0	57.86	60.66	55	60
3451	1	-1	63.6	63.2	55	60
3451	2	1	60.4	61.95	55	60
3451	5	2	57.2	60.7	55	60
3451	6	3	52.8	58.1	55	60
3452	0	0	57.86	60.66	56	44
3452	1	-1	63.6	63.2	56	44
3452	2	1	60.4	61.95	56	44
3452	5	2	57.2	60.7	56	44
3452	6	3	52.8	58.1	56	44
3460	0	0	57.86	60.66	43	49
3460	1	-1	63.6	63.2	43	49
3460	2	1	60.4	61.95	43	49
3460	5	2	57.2	60.7	43	49
3460	6	3	52.8	58.1	43	49
3470	0	0	59.82	63.1	52	45
3470	1	-1	65.25	67.49	52	45
3470	2	1	65.46	69.31	52	45
3470	5	2	59.01	59.69	52	45
3470	6	3	54.15	60.26	52	45
3471	0	0	58.71	61.9	53	49
3471	1	-1	63.4	65.47	53	49
3471	2	1	63.6	67.4	53	49
3471	5	2	58.1	58.3	53	49
3471	6	3	53.9	59.9	53	49
3472	0	0	59.26	62.66	64	50
3472	1	-1	65.5	69.4	64	50
3472	2	1	61.8	63.85	64	50
3472	5	2	58.1	58.3	64	50
3472	6	3	54.2	60.3	64	50
3473	0	0	59.26	62.66	50	32
3473	1	-1	65.5	69.4	50	32
3473	2	1	61.8	63.85	50	32
3473	5	2	58.1	58.3	50	32
3473	6	3	54.2	60.3	50	32
3474	0	0	61.44	71.06	50	33
3474	1	-1	66.7	72.2	50	33
3474	2	1	66.7	72.2	50	33
3474	5	2	66.7	72.2	50	33
3474	6	3	52.2	68.7	50	33
3475	0	0	59.61	63.17	54	49
3475	1	-1	66.6	63.8	54	49
3475	2	1	66.6	63.8	54	49
3475	5	2	66.6	63.8	54	49
3475	6	3	57.8	62.9	54	49
3480	0	0	43.3	65.7	38	50
3480	1	-1	43.3	65.7	38	50
3480	2	1	43.3	65.7	38	50
3480	5	2	43.3	65.7	38	50
3480	6	3	43.3	65.7	38	50
4000	0	0	43.69	54.33	45	37
4000	1	-1	61.38	52.56	45	37
4000	2	1	61.71	61.35	45	37
4000	5	2	56.89	50.94	45	37
4000	6	3	41.71	54.64	45	37
4100	0	0	42.94	55.24	45	37
4100	1	-1	61.67	52.62	45	37
4100	2	1	62.07	61.53	45	37
4100	5	2	56.75	51.02	45	37
4100	6	3	40.57	55.78	45	37
4110	0	0	55.34	55.97	51	45
4110	1	-1	67.14	52.59	51	45
4110	2	1	67.6	61.6	51	45
4110	5	2	62.1	51	51	45
4110	6	3	52.6	56.7	51	45
4111	0	0	60.76	56.43	51	42
4111	1	-1	67.6	61.6	51	42
4111	2	1	64.85	56.3	51	42
4111	5	2	62.1	51	51	42
4111	6	3	52.6	56.7	51	42
4112	0	0	60.76	56.43	50	42
4112	1	-1	67.6	61.6	50	42
4112	2	1	64.85	56.3	50	42
4112	5	2	62.1	51	50	42
4112	6	3	52.6	56.7	50	42
4113	0	0	60.76	56.43	50	45
4113	1	-1	67.6	61.6	50	45
4113	2	1	64.85	56.3	50	45
4113	5	2	62.1	51	50	45
4113	6	3	52.6	56.7	50	45
4114	0	0	60.76	56.43	51	45
4114	1	-1	67.6	61.6	51	45
4114	2	1	64.85	56.3	51	45
4114	5	2	62.1	51	51	45
4114	6	3	52.6	56.7	51	45
4115	0	0	60.76	56.43	53	53
