ISCO88	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
7332	1	-1	62.4	66.4	29	31
7332	2	1	61.15	49.95	29	31
7332	5	2	59.9	33.5	29	31
7332	6	3	49.3	61	29	31
7340	0	0	49.37	47.65	40	42
7340	1	-1	59.75	52.29	40	42
7340	2	1	59.36	62.25	40	42
7340	5	2	64.6	43.58	40	42
7340	6	3	47.83	47.23	40	42
7341	0	0	49.55	51.85	40	42
7341	1	-1	60.35	53.95	40	42
7341	2	1	59.9	63.4	40	42
7341	5	2	64.6	43.2	40	42
7341	6	3	48.4	51.7	40	42
7342	0	0	57.3	51	40	41
7342	1	-1	59.4	62.2	40	41
7342	2	1	62	52.85	40	41
7342	5	2	64.6	43.5	40	41
7342	6	3	47.9	47.3	40	41
7343	0	0	52.24	51.84	42	41
7343	1	-1	55.64	48.25	42	41
7343	2	1	55	63.4	42	41
7343	5	2	64.6	43.2	42	41
7343	6	3	51.7	52.2	42	41
7344	0	0	54.81	46.77	40	42
7344	1	-1	58.5	51.16	40	42
7344	2	1	58.5	61.2	40	42
7344	5	2	64.6	44	40	42
7344	6	3	54.1	46.4	40	42
7345	0	0	42.81	38.3	37	32
7345	1	-1	58.94	50.02	37	32
7345	2	1	58.4	61.2	37	32
7345	5	2	64.6	44	37	32
7345	6	3	39.2	37.4	37	32
7346	0	0	57.3	51	38	52
7346	1	-1	59.4	62.2	38	52
7346	2	1	62	52.85	38	52
7346	5	2	64.6	43.5	38	52
7346	6	3	47.9	47.3	38	52
7400	0	0	38.95	31.78	33	33
7400	1	-1	45.84	41.28	33	33
7400	2	1	45.85	47.82	33	33
7400	5	2	45.75	28.8	33	33
7400	6	3	35.06	29.83	33	33
7410	0	0	38.28	34.31	30	28
7410	1	-1	42.34	33.36	30	28
7410	2	1	42.29	45.85	30	28
7410	5	2	42.9	24.14	30	28
7410	6	3	35.08	34.64	30	28
7411	0	0	36.24	31.25	30	24
7411	1	-1	41.73	34.01	30	24
7411	2	1	41.6	47.9	30	24
7411	5	2	42.9	23.5	30	24
7411	6	3	33.1	29.3	30	24
7412	0	0	40.81	33.79	31	33
7412	1	-1	43.91	33.78	31	33
7412	2	1	43.9	44	31	33
7412	5	2	44.1	25	31	33
7412	6	3	37.5	33.8	31	33
7413	0	0	36.25	32.02	30	34
7413	1	-1	36.97	30.5	30	34
7413	2	1	37.1	47.9	30	34
7413	5	2	35	23.5	30	34
7413	6	3	35.7	32.8	30	34
7414	0	0	39.66	35	30	35
7414	1	-1	41.1	45.6	30	35
7414	2	1	41.9	34.95	30	35
7414	5	2	42.7	24.3	30	35
7414	6	3	35.2	35.1	30	35
7415	0	0	37.5	52.13	30	34
7415	1	-1	41.1	39.61	30	34
7415	2	1	41.1	44	30	34
7415	5	2	42.7	25	30	34
7415	6	3	37.5	53.1	30	34
7416	0	0	39.66	35	30	34
7416	1	-1	41.1	45.6	30	34
7416	2	1	41.9	34.95	30	34
7416	5	2	42.7	24.3	30	34
7416	6	3	35.2	35.1	30	34
7420	0	0	40.92	42.45	33	29
7420	1	-1	51.8	51.13	33	29
7420	2	1	52.17	66.68	33	29
7420	5	2	48.81	31.7	33	29
7420	6	3	36.45	39.04	33	29
7421	0	0	45.71	56.36	33	29
7421	1	-1	58.9	64.7	33	29
7421	2	1	59.5	69.7	33	29
7421	5	2	52.1	31.7	33	29
7421	6	3	36.1	52.3	33	29
7422	0	0	46.46	40.63	33	40
7422	1	-1	56.37	53.61	33	40
7422	2	1	56.8	63	33	40
7422	5	2	52.1	31.7	33	40
7422	6	3	40.9	33.8	33	40
7423	0	0	36.22	35.79	33	36
7423	1	-1	49.99	40.64	33	36
7423	2	1	50.8	63	33	36
7423	5	2	47.3	31.7	33	36
7423	6	3	30.1	33.8	33	36
7424	0	0	41.45	37.55	33	21
7424	1	-1	51.1	52.56	33	21
7424	2	1	51.1	63	33	21
7424	5	2	48.8	31.7	33	21
7424	6	3	36.2	33.8	33	21
7430	0	0	35.42	30.91	36	34
7430	1	-1	45.58	44.36	36	34
7430	2	1	45.34	47.25	36	34
7430	5	2	48	34.05	36	34
7430	6	3	29.96	28.58	36	34
7431	0	0	42.96	36.7	29	29
7431	1	-1	46.8	47.3	29	29
7431	2	1	49.15	40.7	29	29
7431	5	2	51.5	34.1	29	29
7431	6	3	30.6	28.7	29	29
7432	0	0	42.96	36.7	29	32
7432	1	-1	46.8	47.3	29	32
7432	2	1	49.15	40.7	29	32
7432	5	2	51.5	34.1	29	32
7432	6	3	30.6	28.7	29	32
7433	0	0	31.21	36.26	45	40
7433	1	-1	40.77	45.6	45	40
7433	2	1	40.7	47.1	45	40
7433	5	2	41.7	35.4	45	40
7433	6	3	27.3	33.4	45	40
7434	0	0	46.11	38.67	36	35
7434	1	-1	48.56	42.4	36	35
7434	2	1	48.4	49.3	36	35
7434	5	2	51.5	29.6	36	35
7434	6	3	36.7	37.3	36	35
7435	0	0	42.96	36.7	36	40
7435	1	-1	46.8	47.3	36	40
7435	2	1	49.15	40.7	36	40
7435	5	2	51.5	34.1	36	40
7435	6	3	30.6	28.7	36	40
7436	0	0	31.84	22.51	33	26
7436	1	-1	40.76	36.65	33	26
7436	2	1	40.7	43.7	33	26
7436	5	2	41.7	29.6	33	26
7436	6	3	28.4	21.7	33	26
7437	0	0	42.31	34.43	28	31
7437	1	-1	51.41	41.42	28	31
7437	2	1	51.4	49.3	28	31
7437	5	2	51.5	29.6	28	31
7437	6	3	36.7	32.5	28	31
7440	0	0	30.42	27.51	31	27
7440	1	-1	37.78	37.73	31	27
7440	2	1	37.44	49.3	31	27
7440	5	2	44	29.6	31	27
7440	6	3	27	26.55	31	27
7441	0	0	31.77	27.66	31	22
7441	1	-1	51.4	36.16	31	22
7441	2	1	51.4	49.3	31	22
7441	5	2	41.7	29.6	31	22
7441	6	3	30.5	27.1	31	22
7442	0	0	29.38	26.68	31	27
7442	1	-1	36.25	37.48	31	27
7442	2	1	36	49.3	31	27
7442	5	2	41.7	29.6	31	27
7442	6	3	25.9	25.8	31	27
7500	0	0	44.86	40.9	42	48
7500	1	-1	51	55.2	42	48
7500	2	1	49.25	44.95	42	48
7500	5	2	47.5	34.7	42	48
7500	6	3	36.1	32.8	42	48
7510	0	0	44.86	40.9	42	46
7510	1	-1	51	55.2	42	46
7510	2	1	49.25	44.95	42	46
7510	5	2	47.5	34.7	42	46
7510	6	3	36.1	32.8	42	46
7520	0	0	44.86	40.9	39	46
7520	1	-1	51	55.2	39	46
7520	2	1	49.25	44.95	39	46
7520	5	2	47.5	34.7	39	46
7520	6	3	36.1	32.8	39	46
7530	0	0	44.86	40.9	26	37
7530	1	-1	51	55.2	26	37
7530	2	1	49.25	44.95	26	37
7530	5	2	47.5	34.7	26	37
7530	6	3	36.1	32.8	26	37
8000	0	0	33.17	29.64	31	34
8000	1	-1	46.75	44.53	31	34
8000	2	1	47.41	48.79	31	34
8000	5	2	43.47	39.98	31	34
8000	6	3	32.18	28.28	31	34
8100	0	0	30.12	22.66	30	36
8100	1	-1	49.63	40.82	30	36
8100	2	1	49.64	60	30	36
8100	5	2	49.57	32.6	30	36
8100	6	3	28.86	21.4	30	36
8110	0	0	40.36	36.9	35	31
8110	1	-1	49.6	49.1	35	31
8110	2	1	46.1	44.15	35	31
8110	5	2	42.6	39.2	35	31
8110	6	3	28.9	22.4	35	31
8111	0	0	40.36	36.9	35	34
8111	1	-1	49.6	49.1	35	34
8111	2	1	46.1	44.15	35	34
8111	5	2	42.6	39.2	35	34
8111	6	3	28.9	22.4	35	34
8112	0	0	40.36	36.9	35	32
8112	1	-1	49.6	49.1	35	32
8112	2	1	46.1	44.15	35	32
8112	5	2	42.6	39.2	35	32
8112	6	3	28.9	22.4	35	32
8113	0	0	40.36	36.9	35	31
8113	1	-1	49.6	49.1	35	31
8113	2	1	46.1	44.15	35	31
8113	5	2	42.6	39.2	35	31
8113	6	3	28.9	22.4	35	31
8120	0	0	22.56	18.88	30	40
8120	1	-1	49	48.6	30	40
8120	2	1	49	60	30	40
8120	5	2	49	31.5	30	40
8120	6	3	20.69	16.92	30	40
8121	0	0	30.83	16.8	31	45
8121	1	-1	49	16.8	31	45
8121	2	1	35.9	16.8	31	45
8121	5	2	22.8	16.8	31	45
8121	6	3	20.7	16.8	31	45
8122	0	0	20.71	11.4	30	36
8122	1	-1	49	16.8	30	36
8122	2	1	49	16.8	30	36
8122	5	2	49	16.8	30	36
8122	6	3	19	11.4	30	36
8123	0	0	27.57	26.55	28	38
8123	1	-1	49	48.6	28	38
8123	2	1	49	60	28	38
8123	5	2	49	31.5	28	38
8123	6	3	25.7	23.4	28	38
8124	0	0	30.83	16.8	30	28
8124	1	-1	49	16.8	30	28
8124	2	1	35.9	16.8	30	28
8124	5	2	22.8	16.8	30	28
8124	6	3	20.7	16.8	30	28
8130	0	0	40.36	36.9	22	31
8130	1	-1	49.6	49.1	22	31
8130	2	1	46.1	44.15	22	31
8130	5	2	42.6	39.2	22	31
8130	6	3	28.9	22.4	22	31
8131	0	0	40.36	36.9	22	31
8131	1	-1	49.6	49.1	22	31
8131	2	1	46.1	44.15	22	31
8131	5	2	42.6	39.2	22	31
8131	6	3	28.9	22.4	22	31
8139	0	0	40.36	36.9	22	31
8139	1	-1	49.6	49.1	22	31
8139	2	1	46.1	44.15	22	31
8139	5	2	42.6	39.2	22	31
8139	6	3	28.9	22.4	22	31
8140	0	0	36.94	14.48	27	28
8140	1	-1	50.4	39.2	27	28
8140	2	1	50.4	44.15	27	28
8140	5	2	36.5	39.2	27	28
8140	6	3	36.5	11.4	27	28
8141	0	0	40.86	36.9	27	29
8141	1	-1	49.6	49.1	27	29
8141	2	1	43.05	44.15	27	29
8141	5	2	36.5	39.2	27	29
8141	6	3	36.5	22.4	27	29
8142	0	0	40.86	36.9	27	28
8142	1	-1	49.6	49.1	27	28
8142	2	1	43.05	44.15	27	28
8142	5	2	36.5	39.2	27	28
8142	6	3	36.5	22.4	27	28
8143	0	0	40.86	36.9	27	28
8143	1	-1	49.6	49.1	27	28
8143	2	1	43.05	44.15	27	28
8143	5	2	36.5	39.2	27	28
8143	6	3	36.5	22.4	27	28
8150	0	0	40.36	36.9	35	42
8150	1	-1	49.6	49.1	35	42
8150	2	1	46.1	44.15	35	42
8150	5	2	42.6	39.2	35	42
8150	6	3	28.9	22.4	35	42
8151	0	0	40.36	36.9	35	43
8151	1	-1	49.6	49.1	35	43
8151	2	1	46.1	44.15	35	43
8151	5	2	42.6	39.2	35	43
8151	6	3	28.9	22.4	35	43
8152	0	0	40.36	36.9	35	43
8152	1	-1	49.6	49.1	35	43
8152	2	1	46.1	44.15	35	43
8152	5	2	42.6	39.2	35	43
8152	6	3	28.9	22.4	35	43
8153	0	0	40.36	36.9	35	43
8153	1	-1	49.6	49.1	35	43
8153	2	1	46.1	44.15	35	43
8153	5	2	42.6	39.2	35	43
8153	6	3	28.9	22.4	35	43
8154	0	0	40.36	36.9	35	43
8154	1	-1	49.6	49.1	35	43
8154	2	1	46.1	44.15	35	43
8154	5	2	42.6	39.2	35	43
8154	6	3	28.9	22.4	35	43
8155	0	0	40.36	36.9	35	37
8155	1	-1	49.6	49.1	35	37
8155	2	1	46.1	44.15	35	37
8155	5	2	42.6	39.2	35	37
8155	6	3	28.9	22.4	35	37
8159	0	0	40.36	36.9	35	43
8159	1	-1	49.6	49.1	35	43
8159	2	1	46.1	44.15	35	43
8159	5	2	42.6	39.2	35	43
8159	6	3	28.9	22.4	35	43
8160	0	0	37.71	28.59	32	38
8160	1	-1	50.4	31.5	32	38
8160	2	1	50.4	28.78	32	38
8160	5	2	50.4	31.5	32	38
8160	6	3	36.94	28.4	32	38
8161	0	0	43.9	28.4	33	42
8161	1	-1	50.4	28.4	33	42
8161	2	1	47.15	28.4	33	42
8161	5	2	43.9	28.4	33	42
8161	6	3	43.9	28.4	33	42
8162	0	0	41.66	28.4	27	35
8162	1	-1	50.4	28.4	27	35
8162	2	1	44.05	28.4	27	35
8162	5	2	37.7	28.4	27	35
8162	6	3	36.9	28.4	27	35
8163	0	0	41.66	28.4	33	34
8163	1	-1	50.4	28.4	33	34
8163	2	1	44.05	28.4	33	34
8163	5	2	37.7	28.4	33	34
8163	6	3	36.9	28.4	33	34
8170	0	0	40.36	36.9	26	30
8170	1	-1	49.6	49.1	26	30
8170	2	1	46.1	44.15	26	30
8170	5	2	42.6	39.2	26	30
8170	6	3	28.9	22.4	26	30
8171	0	0	40.36	36.9	26	30
8171	1	-1	49.6	49.1	26	30
8171	2	1	46.1	44.15	26	30
8171	5	2	42.6	39.2	26	30
8171	6	3	28.9	22.4	26	30
8172	0	0	40.36	36.9	26	30
8172	1	-1	49.6	49.1	26	30
8172	2	1	46.1	44.15	26	30
8172	5	2	42.6	39.2	26	30
8172	6	3	28.9	22.4	26	30
8200	0	0	31.86	27.81	32	34
8200	1	-1	53.86	44.37	32	34
8200	2	1	54.92	49.28	32	34
8200	5	2	45.91	38.21	32	34
8200	6	3	30.11	26.62	32	34
8210	0	0	30.18	27.41	36	37
8210	1	-1	49.78	45.52	36	37
8210	2	1	51.1	60	36	37
8210	5	2	40.8	31.5	36	37
8210	6	3	28.59	25.72	36	37
8211	0	0	30.42	27.2	36	38
8211	1	-1	49.81	45.98	36	38
8211	2	1	51.1	60	36	38
8211	5	2	40.8	31.5	36	38
8211	6	3	28.9	25.5	36	38
8212	0	0	24.67	45.82	30	30
8212	1	-1	49.28	31.5	30	30
8212	2	1	51.1	60	30	30
8212	5	2	40.8	31.5	30	30
8212	6	3	21.1	50.6	30	30
8220	0	0	34.56	50.19	30	43
8220	1	-1	67.6	39.27	30	43
8220	2	1	67.6	60	30	43
8220	5	2	67.6	31.5	30	43
8220	6	3	33.6	50.6	30	43
8221	0	0	48.53	45.93	30	43
8221	1	-1	67.6	49.5	30	43
8221	2	1	56	43.6	30	43
8221	5	2	44.4	37.7	30	43
8221	6	3	33.6	50.6	30	43
8222	0	0	48.53	45.93	30	43
8222	1	-1	67.6	49.5	30	43
8222	2	1	56	43.6	30	43
8222	5	2	44.4	37.7	30	43
8222	6	3	33.6	50.6	30	43
8223	0	0	48.53	45.93	30	28
8223	1	-1	67.6	49.5	30	28
8223	2	1	56	43.6	30	28
8223	5	2	44.4	37.7	30	28
8223	6	3	33.6	50.6	30	28
8224	0	0	48.53	45.93	30	43
8224	1	-1	67.6	49.5	30	43
8224	2	1	56	43.6	30	43
8224	5	2	44.4	37.7	30	43
8224	6	3	33.6	50.6	30	43
8229	0	0	34.56	50.19	30	43
8229	1	-1	67.6	39.27	30	43
8229	2	1	67.6	60	30	43
8229	5	2	67.6	31.5	30	43
8229	6	3	33.6	50.6	30	43
8230	0	0	31.03	21.17	30	30
8230	1	-1	67.6	37.2	30	30
8230	2	1	67.6	60	30	30
8230	5	2	67.6	31.5	30	30
8230	6	3	28.26	20.58	30	30
8231	0	0	33.69	19.48	30	30
8231	1	-1	67.6	45.75	30	30
8231	2	1	67.6	60	30	30
8231	5	2	67.6	31.5	30	30
8231	6	3	31.5	19.1	30	30
8232	0	0	30	22.82	30	30
8232	1	-1	67.6	35.06	30	30
8232	2	1	67.6	60	30	30
8232	5	2	67.6	31.5	30	30
8232	6	3	27	22.1	30	30
8240	0	0	30.44	38.03	29	31
8240	1	-1	49	49.5	29	31
8240	2	1	39.6	43.6	29	31
8240	5	2	49	37.7	29	31
8240	6	3	30.2	26.9	29	31
8250	0	0	42.52	37.66	38	41
8250	1	-1	58.45	47.98	38	41
8250	2	1	58.91	55.32	38	41
8250	5	2	51	43.61	38	41
8250	6	3	39.94	36.3	38	41
8251	0	0	43.61	39.94	38	41
8251	1	-1	58.61	48.1	38	41
8251	2	1	59.1	55	38	41
8251	5	2	51	44.1	38	41
8251	6	3	41	38.7	38	41
8252	0	0	50.03	45.13	38	32
8252	1	-1	59.1	55	38	32
8252	2	1	55.05	49.55	38	32
8252	5	2	51	44.1	38	32
8252	6	3	40	36.3	38	32
8253	0	0	29.79	26.36	38	28
8253	1	-1	49	45.75	38	28
8253	2	1	49	60	38	28
8253	5	2	51	31.5	38	28
8253	6	3	29.2	25.7	38	28
8260	0	0	27.7	24.69	30	28
8260	1	-1	51.7	42.99	30	28
8260	2	1	51.81	45.7	30	28
8260	5	2	50.68	37.39	30	28
8260	6	3	25.65	23.4	30	28
8261	0	0	18.33	19.76	29	29
8261	1	-1	48.4	50.07	29	29
8261	2	1	48.4	52	29	29
8261	5	2	17.8	32.1	29	29
8261	6	3	17.8	17.6	29	29
8262	0	0	27.95	25.36	29	29
8262	1	-1	48.4	49.5	29	29
8262	2	1	48.4	57.4	29	29
8262	5	2	48.4	32.1	29	29
8262	6	3	27	24	29	29
8263	0	0	40.1	35.5	32	25
8263	1	-1	50.7	46.3	32	25
8263	2	1	47.55	41.5	32	25
8263	5	2	44.4	36.7	32	25
8263	6	3	25.2	23.5	32	25
8264	0	0	33.07	24.88	24	25
8264	1	-1	54.6	37.77	24	25
8264	2	1	54.6	36.2	24	25
8264	5	2	54.6	40.5	24	25
8264	6	3	22.1	23.8	24	25
8265	0	0	40.1	35.5	32	26
8265	1	-1	50.7	46.3	32	26
8265	2	1	47.55	41.5	32	26
8265	5	2	44.4	36.7	32	26
8265	6	3	25.2	23.5	32	26
8266	0	0	40.1	35.5	32	28
8266	1	-1	50.7	46.3	32	28
8266	2	1	47.55	41.5	32	28
8266	5	2	44.4	36.7	32	28
8266	6	3	25.2	23.5	32	28
8269	0	0	40.1	35.5	32	26
8269	1	-1	50.7	46.3	32	26
8269	2	1	47.55	41.5	32	26
8269	5	2	44.4	36.7	32	26
8269	6	3	25.2	23.5	32	26
8270	0	0	35.54	26.02	29	33
8270	1	-1	48.09	43.33	29	33
8270	2	1	48.17	60	29	33
8270	5	2	47.7	32.22	29	33
8270	6	3	33.34	24.72	29	33
8271	0	0	43.03	37.26	29	31
8271	1	-1	48	49.5	29	31
8271	2	1	47.85	43.6	29	31
8271	5	2	47.7	37.7	29	31
8271	6	3	33.4	24.6	29	31
8272	0	0	43.03	37.26	29	34
8272	1	-1	48	49.5	29	34
8272	2	1	47.85	43.6	29	34
8272	5	2	47.7	37.7	29	34
8272	6	3	33.4	24.6	29	34
8273	0	0	37.02	35.3	29	33
8273	1	-1	49.71	37.7	29	33
8273	2	1	50	49.5	29	33
8273	5	2	47.7	37.7	29	33
8273	6	3	34.2	34.1	29	33
8274	0	0	43.03	37.26	29	33
8274	1	-1	48	49.5	29	33
8274	2	1	47.85	43.6	29	33
8274	5	2	47.7	37.7	29	33
8274	6	3	33.4	24.6	29	33
8275	0	0	33.11	32.1	29	35
8275	1	-1	44.95	32.1	29	35
8275	2	1	42.2	32.1	29	35
8275	5	2	47.7	32.1	29	35
8275	6	3	32.4	32.1	29	35
8276	0	0	43.03	37.26	29	45
8276	1	-1	48	49.5	29	45
8276	2	1	47.85	43.6	29	45
8276	5	2	47.7	37.7	29	45
8276	6	3	33.4	24.6	29	45
8277	0	0	43.03	37.26	29	34
8277	1	-1	48	49.5	29	34
8277	2	1	47.85	43.6	29	34
8277	5	2	47.7	37.7	29	34
8277	6	3	33.4	24.6	29	34
8278	0	0	33.91	35.65	29	34
8278	1	-1	43.32	41.86	29	34
8278	2	1	42.2	60	29	34
8278	5	2	47.7	31.5	29	34
8278	6	3	32.4	34.1	29	34
8279	0	0	28.4	6.38	29	39
8279	1	-1	46.6	31.5	29	39
8279	2	1	46.6	5.9	29	39
8279	5	2	47.7	31.5	29	39
8279	6	3	27.1	5.9	29	39
8280	0	0	43.3	38.03	31	33
8280	1	-1	55	49.5	31	33
8280	2	1	49.7	43.6	31	33
8280	5	2	44.4	37.7	31	33
8280	6	3	30.5	26.9	31	33
8281	0	0	43.3	38.03	30	30
8281	1	-1	55	49.5	30	30
8281	2	1	49.7	43.6	30	30
8281	5	2	44.4	37.7	30	30
8281	6	3	30.5	26.9	30	30
8282	0	0	43.3	38.03	34	48
8282	1	-1	55	49.5	34	48
8282	2	1	49.7	43.6	34	48
8282	5	2	44.4	37.7	34	48
8282	6	3	30.5	26.9	34	48
8283	0	0	43.3	38.03	34	48
8283	1	-1	55	49.5	34	48
8283	2	1	49.7	43.6	34	48
8283	5	2	44.4	37.7	34	48
8283	6	3	30.5	26.9	34	48
8284	0	0	43.3	38.03	30	30
8284	1	-1	55	49.5	30	30
8284	2	1	49.7	43.6	30	30
8284	5	2	44.4	37.7	30	30
8284	6	3	30.5	26.9	30	30
8285	0	0	43.3	38.03	30	31
8285	1	-1	55	49.5	30	31
8285	2	1	49.7	43.6	30	31
8285	5	2	44.4	37.7	30	31
8285	6	3	30.5	26.9	30	31
8286	0	0	43.3	38.03	30	28
8286	1	-1	55	49.5	30	28
8286	2	1	49.7	43.6	30	28
8286	5	2	44.4	37.7	30	28
8286	6	3	30.5	26.9	30	28
8290	0	0	26.08	28.37	26	33
8290	1	-1	43.85	47.33	26	33
8290	2	1	46.6	60	26	33
8290	5	2	40.6	31.5	26	33
8290	6	3	25.8	28.2	26	33
8300	0	0	34.26	43.46	32	33
8300	1	-1	41.22	45.05	32	33
8300	2	1	40.97	47	32	33
8300	5	2	42.14	43.6	32	33
8300	6	3	33.78	43.06	32	33
8310	0	0	39.09	44.3	36	36
8310	1	-1	55.06	44.45	36	36
8310	2	1	54.98	47	36	36
8310	5	2	57.8	43.6	36	36
8310	6	3	38.95	44.3	36	36
8311	0	0	47.8	44.3	41	43
8311	1	-1	57.8	47	41	43
8311	2	1	52.8	45.3	41	43
8311	5	2	47.8	43.6	41	43
8311	6	3	47.8	44.3	41	43
8312	0	0	34.78	44.3	32	29
8312	1	-1	57.8	44.73	32	29
8312	2	1	57.8	47	32	29
8312	5	2	57.8	43.6	32	29
8312	6	3	34.5	44.3	32	29
8320	0	0	34.39	45.56	34	32
8320	1	-1	40.82	45.06	34	32
8320	2	1	40.49	47	34	32
8320	5	2	42.08	43.6	34	32
8320	6	3	33.82	45.72	34	32
8321	0	0	38.8	45.43	30	31
8321	1	-1	40.5	47	30	31
8321	2	1	41.25	45.3	30	31
8321	5	2	42	43.6	30	31
8321	6	3	33.9	45.7	30	31
8322	0	0	38.8	45.43	30	31
8322	1	-1	40.5	47	30	31
8322	2	1	41.25	45.3	30	31
8322	5	2	42	43.6	30	31
8322	6	3	33.9	45.7	30	31
8323	0	0	38.8	45.43	30	32
8323	1	-1	40.5	47	30	32
8323	2	1	41.25	45.3	30	32
8323	5	2	42	43.6	30	32
8323	6	3	33.9	45.7	30	32
8324	0	0	35.17	42.72	34	33
8324	1	-1	41.79	44.08	34	33
8324	2	1	42.6	47	34	33
8324	5	2	39.8	43.6	34	33
8324	6	3	34.6	42.5	34	33
8330	0	0	25.12	13.47	26	32
8330	1	-1	43.03	43.6	26	32
8330	2	1	43.2	41.72	26	32
8330	5	2	42.6	43.6	26	32
8330	6	3	24.78	13.1	26	32
8331	0	0	36.66	33.93	26	31
8331	1	-1	43.2	47	26	31
8331	2	1	42.6	45.3	26	31
8331	5	2	42	43.6	26	31
8331	6	3	24.8	11.2	26	31
8332	0	0	36.66	33.93	26	32
8332	1	-1	43.2	47	26	32
8332	2	1	42.6	45.3	26	32
8332	5	2	42	43.6	26	32
8332	6	3	24.8	11.2	26	32
8333	0	0	19.51	11.61	28	33
8333	1	-1	42.7	43.6	28	33
8333	2	1	43.2	11.2	28	33
8333	5	2	42.6	43.6	28	33
8333	6	3	19.4	11.2	28	33
8334	0	0	36.66	33.93	28	28
8334	1	-1	43.2	47	28	28
8334	2	1	42.6	45.3	28	28
8334	5	2	42	43.6	28	28
8334	6	3	24.8	11.2	28	28
8340	0	0	44.2	44.36	32	29
8340	1	-1	44.2	45.3	32	29
8340	2	1	44.2	47	32	29
8340	5	2	44.2	43.6	32	29
8340	6	3	44.2	42.5	32	29
8400	0	0	40.76	38.9	24	33
8400	1	-1	47.3	49.1	24	33
8400	2	1	44.95	44.15	24	33
8400	5	2	42.6	39.2	24	33
8400	6	3	32.4	28.4	24	33
9000	0	0	33.75	25.89	20	21
9000	1	-1	47.18	30.47	20	21
9000	2	1	48.83	37.94	20	21
9000	5	2	38.6	24.77	20	21
9000	6	3	32.66	25.63	20	21
9100	0	0	34.9	26	25	23
9100	1	-1	46.66	31.98	25	23
9100	2	1	47.19	33.48	25	23
9100	5	2	43.39	30.38	25	23
9100	6	3	34.14	25.76	25	23
9110	0	0	36.56	28.73	29	25
9110	1	-1	48.2	31.3	29	25
9110	2	1	37.9	30.15	29	25
9110	5	2	27.6	29	29	25
9110	6	3	33.9	25.9	29	25
9111	0	0	36.56	28.73	29	24
9111	1	-1	48.2	31.3	29	24
9111	2	1	37.9	30.15	29	24
9111	5	2	27.6	29	29	24
9111	6	3	33.9	25.9	29	24
9112	0	0	36.56	28.73	28	24
9112	1	-1	48.2	31.3	28	24
9112	2	1	37.9	30.15	28	24
9112	5	2	27.6	29	28	24
9112	6	3	33.9	25.9	28	24
9113	0	0	36.56	28.73	29	26
9113	1	-1	48.2	31.3	29	26
9113	2	1	37.9	30.15	29	26
9113	5	2	27.6	29	29	26
9113	6	3	33.9	25.9	29	26
9120	0	0	36.56	28.73	28	12
9120	1	-1	48.2	31.3	28	12
9120	2	1	37.9	30.15	28	12
9120	5	2	27.6	29	28	12
9120	6	3	33.9	25.9	28	12
9130	0	0	39.2	32.16	16	21
9130	1	-1	45.2	37.42	16	21
9130	2	1	47.1	47.2	16	21
9130	5	2	37.85	31.74	16	21
9130	6	3	36.54	31.6	16	21
9131	0	0	40.5	37.16	16	22
9131	1	-1	47.1	47.3	16	22
9131	2	1	42.45	39.45	16	22
9131	5	2	37.8	31.6	16	22
9131	6	3	36.6	32.6	16	22
9132	0	0	37.1	24.08	16	21
9132	1	-1	37.1	30.3	16	21
9132	2	1	47.1	30.3	16	21
9132	5	2	37.1	30.3	16	21
9132	6	3	37.1	24	16	21
9133	0	0	40.5	37.16	16	22
9133	1	-1	47.1	47.3	16	22
9133	2	1	42.45	39.45	16	22
9133	5	2	37.8	31.6	16	22
9133	6	3	36.6	32.6	16	22
9140	0	0	34.9	24.48	23	23
9140	1	-1	45	27.4	23	23
9140	2	1	45	27.2	23	23
9140	5	2	45	27.7	23	23
9140	6	3	34.4	24.4	23	23
9141	0	0	38.1	26.43	23	25
9141	1	-1	45	27.2	23	25
9141	2	1	39.95	27.45	23	25
9141	5	2	34.9	27.7	23	25
9141	6	3	34.4	24.4	23	25
9142	0	0	38.1	26.43	23	19
9142	1	-1	45	27.2	23	19
9142	2	1	39.95	27.45	23	19
9142	5	2	34.9	27.7	23	19
9142	6	3	34.4	24.4	23	19
9150	0	0	34.72	36.63	27	20
9150	1	-1	55.7	51.56	27	20
9150	2	1	55.7	52.1	27	20
9150	5	2	55.7	51.15	27	20
9150	6	3	33.94	36.06	27	20
9151	0	0	34.69	36.67	25	22
9151	1	-1	55.7	52.1	25	22
9151	2	1	55.7	52.1	25	22
9151	5	2	55.7	52.1	25	22
9151	6	3	33.9	36.1	25	22
9152	0	0	41.4	39.06	27	20
9152	1	-1	55.7	52.1	27	20
9152	2	1	45.15	40.55	27	20
9152	5	2	34.6	29	27	20
9152	6	3	33.9	36.1	27	20
9153	0	0	37.1	25.57	27	21
9153	1	-1	55.7	30.3	27	21
9153	2	1	45.15	41.2	27	21
9153	5	2	34.6	30.3	27	21
9153	6	3	37.1	24	27	21
9160	0	0	31.72	49.55	23	13
9160	1	-1	56.92	49.87	23	13
9160	2	1	57.77	51.95	23	13
9160	5	2	35.1	36.7	23	13
9160	6	3	29.59	49.4	23	13
9161	0	0	35.37	49.62	23	13
9161	1	-1	58.17	49.79	23	13
9161	2	1	59.2	52.1	23	13
9161	5	2	35.1	29	23	13
9161	6	3	32.4	49.4	23	13
