  500    4    1 74.2 77.2
  500    5    3 74.5 76.2
  500    6    0 69.8 76.2
  510    0    9 75.7 82.0
  510    1   -1 74.5 83.9
  510    2   -2 74.5 87.7
  510    3    2 74.7 87.7
  510    4    1 74.2 87.7
  510    5    3 74.5 76.2
  510    6    0 79.3 76.2
  520    0    9 73.1 76.2
  520    1   -1 74.5 76.2
  520    2   -2 74.5 76.2
  520    3    2 74.7 76.2
  520    4    1 74.2 76.2
  520    5    3 74.5 76.2
  520    6    0 68.8 76.2
  521    0    9 73.1 76.2
  521    1   -1 74.5 76.2
  521    2   -2 74.5 76.2
  521    3    2 74.7 76.2
  521    4    1 74.2 76.2
  521    5    3 74.5 76.2
  521    6    0 68.8 76.2
  529    0    9 73.1 76.2
  529    1   -1 74.5 76.2
  529    2   -2 74.5 76.2
  529    3    2 74.7 76.2
  529    4    1 74.2 76.2
  529    5    3 74.5 76.2
  529    6    0 68.8 76.2
  530    0    9 73.1 76.2
  530    1   -1 74.5 76.2
  530    2   -2 74.5 76.2
  530    3    2 74.7 76.2
  530    4    1 74.2 76.2
  530    5    3 74.5 76.2
  530    6    0 68.8 76.2
  531    0    9 73.1 76.2
  531    1   -1 74.5 76.2
  531    2   -2 74.5 76.2
  531    3    2 74.7 76.2
  531    4    1 74.2 76.2
