soc2010	es	gb_csm	gb_csf
9242	4	22.77	37.36
9242	5	26.82	37.36
9244	0	49.61	37.58
9244	1	49.61	37.58
9244	2	49.61	37.58
9244	3	49.61	37.58
9244	4	49.61	37.58
9244	5	49.61	37.58
9249	0	49.61	37.36
9249	1	49.61	37.36
9249	2	49.61	37.36
9249	3	49.61	37.36
9249	4	49.61	37.36
9249	5	49.61	37.36
9251	0	23.12	29.65
9251	1	23.12	29.65
9251	2	23.12	29.65
9251	3	23.12	29.65
9251	4	23.12	29.65
9251	5	23.12	29.65
9259	0	23.12	29.65
9259	1	23.12	29.65
9259	2	23.12	29.65
9259	3	23.12	29.65
9259	4	23.12	29.65
9259	5	23.12	29.65
9260	0	28.49	27.6
9260	1	54.35	27.6
9260	2	33.46	27.6
9260	3	38.2	27.6
9260	4	26.73	27.6
9260	5	28.49	27.6
9271	0	38.09	22.84
9271	1	38.09	22.84
9271	2	38.09	22.84
9271	3	38.09	22.84
9271	4	38.09	22.84
9271	5	38.09	22.84
9272	0	20.46	29.22
9272	1	20.46	29.22
9272	2	20.46	29.22
9272	3	20.46	29.22
9272	4	20.46	29.22
9272	5	20.46	29.22
9273	0	34.18	29.15
9273	1	34.18	29.15
9273	2	34.18	29.15
9273	3	34.18	29.15
9273	4	34.18	29.15
9273	5	34.18	29.15
9274	0	37.32	34.08
9274	1	37.32	34.08
9274	2	37.32	34.08
9274	3	37.32	34.08
9274	4	37.32	34.08
9274	5	37.32	34.08
9275	0	39.02	41.83
9275	1	39.02	41.83
9275	2	39.02	41.83
9275	3	39.02	41.83
9275	4	39.02	41.83
9275	5	39.02	41.83
9279	0	18.4	22.84
9279	1	18.4	22.84
9279	2	18.4	22.84
9279	3	18.4	22.84
9279	4	18.4	22.84
9279	5	18.4	22.84
