isco08	es	gb_csm	gb_csf
7543	2	33.01	27.87
7543	3	40.76	27.87
7543	4	41.31	27.87
7543	5	33.01	27.87
7544	0	51.21	49.33
7544	1	51.21	49.33
7544	2	51.21	49.33
7544	3	51.21	49.33
7544	4	51.21	49.33
7544	5	51.21	49.33
7549	0	47.5	36.26
7549	1	47.5	65.98
7549	2	47.5	65.98
7549	3	47.5	36.26
7549	4	47.5	36.26
7549	5	47.5	36.26
8111	0	29.64	21.06
8111	1	29.64	21.06
8111	2	28.92	21.06
8111	3	39.42	21.06
8111	4	28.92	21.06
8111	5	28.92	21.06
8112	0	29.97	23.42
8112	1	29.97	23.42
8112	2	29.05	23.42
8112	3	39.74	23.42
8112	4	29.05	23.42
8112	5	29.05	23.42
8113	0	30	21.06
8113	1	30	21.06
8113	2	28.92	21.06
8113	3	39.9	21.06
8113	4	28.92	21.06
8113	5	28.92	21.06
8114	0	30.26	28.14
8114	1	30.26	28.14
8114	2	29.3	28.14
8114	3	39.9	28.14
8114	4	29.3	28.14
8114	5	29.3	28.14
8121	0	27.03	28.14
8121	1	27.03	28.14
8121	2	25.43	28.14
8121	3	39.9	28.14
8121	4	25.43	28.14
8121	5	25.43	28.14
8122	0	27.31	17.28
8122	1	27.31	17.28
8122	2	27.31	17.28
8122	3	39.9	17.28
8122	4	25.43	17.28
8122	5	25.43	17.28
8131	0	30.93	28.14
8131	1	30.93	28.14
8131	2	30.93	28.14
8131	3	39.9	28.14
8131	4	30.37	28.14
8131	5	30.37	28.14
8132	0	30.93	28.14
8132	1	30.93	28.14
8132	2	30.93	28.14
8132	3	39.9	28.14
8132	4	30.37	28.14
8132	5	30.37	28.14
8141	0	34.21	28.14
8141	1	34.21	28.14
8141	2	34.21	28.14
8141	3	34.21	28.14
8141	4	34.21	28.14
8141	5	34.21	28.14
8142	0	34.69	28.14
8142	1	54.35	28.14
8142	2	34.5	28.14
8142	3	34.69	28.14
8142	4	34.5	28.14
8142	5	34.5	28.14
8143	0	34.45	28.14
8143	1	44.28	28.14
8143	2	34.35	28.14
8143	3	34.45	28.14
8143	4	34.35	28.14
8143	5	34.35	28.14
8151	0	40.47	28.14
8151	1	40.47	28.14
8151	2	40.47	28.14
8151	3	39.9	28.14
8151	4	40.48	28.14
8151	5	40.48	28.14
8152	0	35.05	30.36
8152	1	35.05	30.36
8152	2	35.05	30.36
8152	3	34.76	30.36
8152	4	35.06	30.36
8152	5	35.06	30.36
8153	0	29.63	32.59
8153	1	29.63	32.59
8153	2	29.63	32.59
8153	3	29.63	32.59
8153	4	29.63	32.59
8153	5	29.63	32.59
8154	0	35.05	30.36
8154	1	35.05	30.36
8154	2	35.05	30.36
8154	3	34.76	30.36
8154	4	35.06	30.36
8154	5	35.06	30.36
8155	0	35.05	30.36
8155	1	35.05	30.36
8155	2	35.05	30.36
8155	3	34.76	30.36
8155	4	35.06	30.36
8155	5	35.06	30.36
8156	0	35.05	30.36
8156	1	35.05	30.36
8156	2	35.05	30.36
8156	3	34.76	30.36
8156	4	35.06	30.36
8156	5	35.06	30.36
8157	0	35.05	30.36
8157	1	35.05	30.36
8157	2	35.05	30.36
8157	3	34.76	30.36
8157	4	35.06	30.36
8157	5	35.06	30.36
8159	0	35.05	30.36
8159	1	35.05	30.36
8159	2	35.05	30.36
8159	3	34.76	30.36
8159	4	35.06	30.36
8159	5	35.06	30.36
8160	0	28.38	14.32
8160	1	54.35	14.32
8160	2	28.38	14.32
8160	3	39.9	14.32
8160	4	28.38	14.32
8160	5	28.38	14.32
8171	0	31	25.51
8171	1	34.98	25.51
8171	2	30.64	25.51
8171	3	36.12	25.51
8171	4	30.51	25.51
8171	5	30.51	25.51
8172	0	31	25.51
8172	1	34.98	25.51
8172	2	30.64	25.51
8172	3	36.12	25.51
8172	4	30.51	25.51
8172	5	30.51	25.51
8181	0	15.44	14.32
8181	1	15.44	14.32
8181	2	15.44	14.32
8181	3	15.44	14.32
8181	4	15.44	14.32
8181	5	15.44	14.32
8182	0	32.13	21.06
8182	1	32.13	21.06
8182	2	30.48	21.06
8182	3	39.9	21.06
8182	4	30.48	21.06
8182	5	30.48	21.06
8183	0	23.93	18.81
8183	1	33.97	18.81
8183	2	23.16	18.81
8183	3	31.75	18.81
8183	4	23.16	18.81
8183	5	23.16	18.81
8189	0	24.23	21.06
8189	1	54.35	21.06
8189	2	23.56	21.06
8189	3	39.9	21.06
8189	4	23.56	21.06
8189	5	23.56	21.06
8211	0	36.13	32.5
8211	1	36.13	32.5
8211	2	36.13	32.5
8211	3	39.9	32.5
8211	4	35.9	32.5
8211	5	35.9	32.5
8212	0	25.52	28.19
8212	1	27.48	28.19
8212	2	25.52	28.19
8212	3	39.9	28.19
8212	4	25.52	28.19
8212	5	25.52	28.19
8219	0	31.83	32.5
8219	1	31.83	32.5
8219	2	31.01	32.5
8219	3	39.9	32.5
8219	4	31.01	32.5
8219	5	31.01	32.5
8311	0	44.72	31.7
8311	1	44.72	31.7
8311	2	44.72	31.7
8311	3	36.6	31.7
8311	4	44.86	31.7
8311	5	44.86	31.7
8312	0	54.34	31.7
8312	1	54.34	31.7
8312	2	57.18	31.7
8312	3	36.6	31.7
8312	4	57.18	31.7
8312	5	57.18	31.7
8321	0	32.99	31.7
8321	1	46.13	31.7
8321	2	31.51	31.7
8321	3	36.6	31.7
8321	4	30.19	31.7
8321	5	32.69	31.7
8322	0	32.99	31.7
8322	1	46.13	31.7
8322	2	31.51	31.7
8322	3	36.6	31.7
8322	4	30.19	31.7
8322	5	32.69	31.7
8331	0	30.27	31.7
8331	1	30.27	31.7
8331	2	36.29	31.7
8331	3	36.6	31.7
8331	4	30.19	31.7
8331	5	30.03	31.7
8332	0	32.29	31.7
8332	1	46.13	31.7
8332	2	36.52	31.7
8332	3	36.6	31.7
8332	4	30.19	31.7
8332	5	31.65	31.7
8341	0	27.61	31.7
8341	1	54.35	31.7
8341	2	24.01	31.7
8341	3	36.6	31.7
8341	4	26.63	31.7
8341	5	26.63	31.7
8342	0	26.26	31.7
8342	1	26.26	31.7
8342	2	24.01	31.7
8342	3	36.6	31.7
8342	4	26.63	31.7
8342	5	26.63	31.7
8343	0	29.18	31.7
8343	1	29.18	31.7
8343	2	24.01	31.7
8343	3	29.18	31.7
8343	4	29.41	31.7
8343	5	29.41	31.7
8344	0	23.4	31.7
8344	1	23.4	31.7
8344	2	24.01	31.7
8344	3	36.6	31.7
8344	4	23.35	31.7
8344	5	23.35	31.7
8350	0	43.56	31.7
8350	1	46.13	31.7
8350	2	43.56	31.7
8350	3	36.6	31.7
8350	4	44.86	31.7
8350	5	44.86	31.7
9111	0	27	21.61
9111	1	41.9	30.07
9111	2	33.6	27.54
9111	3	30.79	22.75
9111	4	29.72	22.9
9111	5	29.05	21.74
9112	0	27	21.61
9112	1	41.9	30.07
9112	2	33.6	27.54
9112	3	30.79	22.75
9112	4	29.72	22.9
9112	5	29.05	21.74
9121	0	21.67	15.7
9121	1	21.67	30.39
9121	2	21.67	30.39
9121	3	21.67	22.64
9121	4	21.67	22.64
9121	5	21.67	15.7
9122	0	25.42	23.62
9122	1	21.07	30.39
9122	2	21.07	23.62
9122	3	28.41	23.62
9122	4	28.41	23.62
9122	5	28.41	21.37
9123	0	22.31	21.37
9123	1	22.31	21.37
9123	2	22.31	21.37
9123	3	22.31	21.37
9123	4	22.31	21.37
9123	5	22.31	21.37
9129	0	23.13	20.23
9129	1	21.68	27.38
9129	2	21.68	25.13
9129	3	24.13	22.54
9129	4	24.13	22.54
9129	5	24.13	19.48
9211	0	32.95	47.94
9211	1	48.62	50.12
9211	2	48.62	50.12
9211	3	27.34	47.94
9211	4	27.34	47.94
9211	5	27.34	47.94
9212	0	32.95	47.94
9212	1	48.62	50.12
9212	2	48.62	50.12
9212	3	27.34	47.94
9212	4	27.34	47.94
9212	5	27.34	47.94
9213	0	21.78	50.83
9213	1	48.62	57.35
9213	2	48.62	57.35
9213	3	21.78	50.83
9213	4	21.78	50.83
9213	5	21.78	50.83
9214	0	41.12	46.5
9214	1	48.62	46.5
9214	2	48.62	46.5
9214	3	38.46	46.5
9214	4	38.46	46.5
9214	5	38.46	46.5
9215	0	35.94	46.5
9215	1	48.62	46.5
9215	2	48.62	46.5
9215	3	21.78	46.5
9215	4	21.78	46.5
9215	5	21.78	46.5
9216	0	32.95	47.94
9216	1	48.62	50.12
9216	2	48.62	50.12
9216	3	27.34	47.94
9216	4	27.34	47.94
9216	5	27.34	47.94
9311	0	32.36	20.63
9311	1	52.9	20.63
9311	2	33.51	20.63
9311	3	32.36	20.63
9311	4	32.35	20.63
9311	5	32.43	20.63
9312	0	33.04	32.5
9312	1	51.45	32.5
9312	2	33.56	32.5
9312	3	33.04	32.5
9312	4	33.01	32.5
9312	5	33.18	32.5
9313	0	31.68	8.76
9313	1	54.35	8.76
9313	2	33.46	8.76
9313	3	31.68	8.76
9313	4	31.68	8.76
9313	5	31.68	8.76
9321	0	19.09	16.21
9321	1	19.09	16.21
9321	2	33.46	16.21
9321	3	18.82	16.21
9321	4	18.82	16.21
9321	5	18.82	16.21
9329	0	28.91	8.76
9329	1	51.78	8.76
9329	2	31.52	8.76
9329	3	24.41	8.76
9329	4	24.85	8.76
9329	5	24.39	8.76
9331	0	26.97	28.9
9331	1	38.11	28.92
9331	2	29.32	29.46
9331	3	30.18	29.85
9331	4	30.29	29.76
9331	5	30.58	29.68
9332	0	26.97	28.9
9332	1	38.11	28.92
9332	2	29.32	29.46
9332	3	30.18	29.85
9332	4	30.29	29.76
9332	5	30.58	29.68
9333	0	30.83	28.16
9333	1	53.1	28.19
9333	2	35.51	29.28
9333	3	37.25	30.04
9333	4	37.46	29.87
9333	5	38.03	29.71
9334	0	23.12	29.65
9334	1	23.12	29.65
9334	2	23.12	29.65
9334	3	23.12	29.65
9334	4	23.12	29.65
9334	5	23.12	29.65
9411	0	20.46	29.22
9411	1	20.46	29.22
9411	2	20.46	29.22
9411	3	20.46	29.22
9411	4	20.46	29.22
9411	5	20.46	29.22
9412	0	20.46	29.22
9412	1	20.46	29.22
9412	2	20.46	29.22
9412	3	20.46	29.22
9412	4	20.46	29.22
9412	5	20.46	29.22
9510	0	23.12	29.65
9510	1	23.12	29.65
9510	2	23.12	29.65
9510	3	23.12	29.65
9510	4	23.12	29.65
9510	5	23.12	29.65
9520	0	23.12	29.65
9520	1	23.12	29.65
9520	2	23.12	29.65
9520	3	23.12	29.65
9520	4	23.12	29.65
9520	5	23.12	29.65
9611	0	26.84	21.51
9611	1	54.35	21.51
9611	2	33.46	21.51
9611	3	26.11	21.51
9611	4	26.11	22.64
9611	5	26.11	21.37
9612	0	17.83	21.44
9612	1	31.59	21.44
9612	2	21.15	21.44
9612	3	17.47	21.44
9612	4	17.47	22.01
9612	5	17.47	21.37
9613	0	8.83	21.37
9613	1	8.83	21.37
9613	2	8.83	21.37
9613	3	8.83	21.37
9613	4	8.83	21.37
9613	5	8.83	21.37
9621	0	30.49	36.1
9621	1	27.74	33.08
9621	2	28.73	34.17
9621	3	27.98	33.35
9621	4	28.77	34.22
9621	5	28.75	34.19
9622	0	29.63	32.5
9622	1	54.35	32.5
9622	2	41.93	32.5
9622	3	39.9	32.5
9622	4	28.97	32.5
9622	5	29.63	32.5
9623	0	28.05	31.76
9623	1	38.61	32.96
9623	2	34.23	32.98
9623	3	35.09	32.99
9623	4	30.91	33.49
9623	5	31.05	33.51
9624	0	28.05	31.76
9624	1	38.61	32.96
9624	2	34.23	32.98
9624	3	35.09	32.99
9624	4	30.91	33.49
9624	5	31.05	33.51
9629	0	24.03	26.68
9629	1	33.73	33.3
9629	2	32.05	32.26
9629	3	37.38	33.13
9629	4	34.98	33.74
9629	5	34.78	33.82
