OCCBST	OCC	EMPST	HKTCS	WKTCS	HKSCS	WKSCS	HKRCS	WKRCS
1824	182	4	30	28.9	29.5	43	45.6	28.2
1825	182	5	30	28.9	29.5	43	38.6	66
1826	182	6	30	28.9	29.5	43	31.4	28.2
1829	182	9	34.6	26.9	29.5	43	32.2	28.2
1831	183	1	34.6	33.6	29.5	43	38.6	66
1832	183	2	34.6	33.6	63.8	62.3	74.7	71.7
1833	183	3	34.6	33.6	29.5	43	32.2	28.2
1834	183	4	34.6	33.6	29.5	43	45.6	28.2
1835	183	5	34.6	33.6	29.5	26.1	38.6	50.5
1836	183	6	34.6	33.6	29.5	43	31.4	28.2
1839	183	9	34.6	33.6	29.5	43	32.2	28.2
1841	184	1	30	28.9	50.5	55.6	51.4	55.3
1842	184	2	30	28.9	60.2	60.6	72.5	66.3
1843	184	3	30	28.9	29.5	43	32.2	28.2
1844	184	4	30	28.9	29.5	43	45.6	28.2
1845	184	5	30	28.9	29.5	43	38.6	50.5
1846	184	6	30	28.9	29.5	43	31.4	28.2
1849	184	9	30	28.9	29.5	43	32.2	28.2
1851	185	1	30	28.9	50.5	55.6	51.4	55.3
1852	185	2	30	28.9	60.2	60.6	72.5	66.3
1853	185	3	30	28.9	29.5	43	32.2	28.2
1854	185	4	30	28.9	29.5	43	45.6	28.2
1855	185	5	30	28.9	29.5	43	38.6	50.5
1856	185	6	30	28.9	29.5	43	31.4	28.2
1859	185	9	30	28.9	29.5	43	32.2	28.2
1861	186	1	30	28.9	50.5	55.6	51.4	55.3
1862	186	2	30	28.9	60.2	60.6	72.5	66.3
1863	186	3	30	28.9	29.5	43	32.2	28.2
1864	186	4	30	28.9	29.5	43	45.6	28.2
1865	186	5	30	28.9	29.5	43	38.6	50.5
1866	186	6	30	28.9	29.5	43	31.4	28.2
1869	186	9	30	28.9	29.5	43	32.2	28.2
1871	187	1	30	28.9	50.5	55.6	51.4	55.3
1872	187	2	30	28.9	60.2	60.6	72.5	66.3
1873	187	3	30	28.9	29.5	43	32.2	28.2
1874	187	4	30	28.9	29.5	43	45.6	28.2
1875	187	5	30	28.9	29.5	43	38.6	50.5
1876	187	6	30	28.9	29.5	43	31.4	28.2
1879	187	9	30	28.9	29.5	43	32.2	28.2
1881	188	1	30	28.9	50.5	55.6	51.4	55.3
1882	188	2	30	28.9	60.2	60.6	72.5	66.3
1883	188	3	30	28.9	29.5	43	32.2	28.2
1884	188	4	30	28.9	29.5	43	45.6	28.2
1885	188	5	30	28.9	29.5	43	38.6	50.5
1886	188	6	30	28.9	29.5	43	31.4	28.2
1889	188	9	30	28.9	29.5	43	32.2	28.2
1891	189	1	30	28.9	50.5	55.6	51.4	55.3
1892	189	2	30	28.9	60.2	60.6	72.5	66.3
1893	189	3	30	28.9	29.5	43	32.2	28.2
1894	189	4	30	28.9	29.5	43	45.6	28.2
1895	189	5	30	28.9	29.5	43	38.6	50.5
1896	189	6	30	28.9	29.5	43	31.4	28.2
1899	189	9	30	28.9	29.5	43	32.2	28.2
1901	190	1	32.2	38.9	50.5	55.6	51.4	55.3
1902	190	2	32.2	38.9	49.4	60.6	60.6	66.3
1903	190	3	32.2	38.9	35.3	44.4	37.8	43.8
1904	190	4	32.2	38.9	35.3	44.4	45.6	43.8
1905	190	5	32.2	38.9	34.1	44.4	41.8	50.5
1906	190	6	32.2	38.9	35.3	44.4	34.3	43.8
1909	190	9	32.2	38.9	35.3	44.4	37.8	43.8
1911	191	1	33.8	38.9	50.5	55.6	51.4	55.3
1912	191	2	33.8	38.9	49.4	60.6	60.6	66.3
1913	191	3	33.8	38.9	35.3	44.4	37.8	43.8
1914	191	4	33.8	38.9	35.3	44.4	45.6	43.8
1915	191	5	33.8	38.9	35.3	44.4	41.8	55.8
1916	191	6	33.8	38.9	35.3	44.4	35.1	43.8
1919	191	9	33.8	38.9	35.3	44.4	37.8	43.8
1921	192	1	28.8	38.9	50.5	55.6	51.4	55.3
1922	192	2	28.8	38.9	49.4	60.6	60.6	66.3
1923	192	3	28.8	38.9	35.3	44.4	37.8	43.8
1924	192	4	28.8	38.9	35.3	44.4	45.6	43.8
1925	192	5	28.8	38.9	29.7	44.4	41.8	50.5
1926	192	6	28.8	38.9	35.3	44.4	32.2	43.8
1929	192	9	28.8	38.9	35.3	44.4	37.8	43.8
1931	193	1	22.9	38.9	50.5	55.6	51.4	55.3
1932	193	2	22.9	38.9	49.4	60.6	60.6	66.3
1933	193	3	22.9	38.9	35.3	44.4	37.8	43.8
1934	193	4	22.9	38.9	35.3	44.4	45.6	43.8
1935	193	5	22.9	38.9	29.7	44.4	41.8	50.5
1936	193	6	22.9	38.9	35.3	44.4	32.2	43.8
1939	193	9	22.9	38.9	35.3	44.4	37.8	43.8
1941	194	1	32.2	38.9	50.5	55.6	51.4	55.3
1942	194	2	32.2	38.9	49.4	60.6	60.6	66.3
1943	194	3	32.2	38.9	35.3	44.4	37.8	43.8
1944	194	4	32.2	38.9	35.3	44.4	45.6	43.8
1945	194	5	32.2	38.9	34.1	44.4	41.8	50.5
1946	194	6	32.2	38.9	35.3	44.4	34.3	43.8
1949	194	9	32.2	38.9	35.3	44.4	37.8	43.8
1951	195	1	32.2	38.9	50.5	55.6	51.4	55.3
1952	195	2	32.2	38.9	49.4	60.6	60.6	66.3
1953	195	3	32.2	38.9	35.3	44.4	37.8	43.8
1954	195	4	32.2	38.9	35.3	44.4	45.6	43.8
1955	195	5	32.2	38.9	34.1	44.4	41.8	50.5
1956	195	6	32.2	38.9	35.3	44.4	34.3	43.8
1959	195	9	32.2	38.9	35.3	44.4	37.8	43.8
1961	196	1	32.2	38.9	50.5	55.6	51.4	55.3
1962	196	2	32.2	38.9	49.4	60.6	60.6	66.3
1963	196	3	32.2	38.9	35.3	44.4	37.8	43.8
1964	196	4	32.2	38.9	35.3	44.4	45.6	43.8
1965	196	5	32.2	38.9	34.1	44.4	41.8	50.5
1966	196	6	32.2	38.9	35.3	44.4	34.3	43.8
1969	196	9	32.2	38.9	35.3	44.4	37.8	43.8
1971	197	1	32.2	38.9	50.5	55.6	51.4	55.3
1972	197	2	32.2	38.9	49.4	60.6	60.6	66.3
1973	197	3	32.2	38.9	35.3	44.4	37.8	43.8
1974	197	4	32.2	38.9	35.3	44.4	45.6	43.8
1975	197	5	32.2	38.9	34.1	44.4	41.8	50.5
1976	197	6	32.2	38.9	35.3	44.4	34.3	43.8
1979	197	9	32.2	38.9	35.3	44.4	37.8	43.8
1981	198	1	32.2	38.9	50.5	55.6	51.4	55.3
1982	198	2	32.2	38.9	49.4	60.6	60.6	66.3
1983	198	3	32.2	38.9	35.3	44.4	37.8	43.8
1984	198	4	32.2	38.9	35.3	44.4	45.6	43.8
1985	198	5	32.2	38.9	34.1	44.4	41.8	50.5
1986	198	6	32.2	38.9	35.3	44.4	34.3	43.8
1989	198	9	32.2	38.9	35.3	44.4	37.8	43.8
1991	199	1	32.2	38.9	50.5	55.6	51.4	55.3
1992	199	2	32.2	38.9	49.4	60.6	60.6	66.3
1993	199	3	32.2	38.9	35.3	44.4	37.8	43.8
1994	199	4	32.2	38.9	35.3	44.4	45.6	43.8
1995	199	5	32.2	38.9	34.1	44.4	41.8	50.5
1996	199	6	32.2	38.9	35.3	44.4	34.3	43.8
1999	199	9	32.2	38.9	35.3	44.4	37.8	43.8
2001	200	1	30.5	30.6	50.5	55.6	51.4	55.3
2002	200	2	30.5	30.6	49.4	60.6	60.6	66.3
2003	200	3	30.5	30.6	29	43.2	32.4	31.6
2004	200	4	30.5	30.6	29	43.2	45.6	31.6
2005	200	5	30.5	30.6	29	43.2	41.8	50.5
2006	200	6	30.5	30.6	29	43.2	32.4	31.6
2009	200	9	30.5	30.6	29	43.2	32.4	31.6
2011	201	1	32.8	30.6	35.3	55.6	41.8	55.3
2012	201	2	32.8	30.6	49.4	60.6	60.6	66.3
2013	201	3	32.8	30.6	29	43.2	32.4	31.6
2014	201	4	32.8	30.6	29	43.2	45.6	31.6
2015	201	5	32.8	30.6	31.3	44.4	41.8	50.5
2016	201	6	32.8	30.6	29	43.2	33.2	43.8
2019	201	9	32.8	38.9	29	43.2	32.4	31.6
2021	202	1	29.1	30.6	50.5	55.6	51.4	55.3
2022	202	2	29.1	30.6	49.4	60.6	60.6	66.3
2023	202	3	29.1	30.6	29	43.2	32.4	31.6
2024	202	4	29.1	30.6	29	43.2	45.6	31.6
2025	202	5	29.1	30.6	28.3	44.4	41.8	50.5
2026	202	6	29.1	30.6	29	43.2	31.7	43.8
2029	202	9	29.1	38.9	29	43.2	32.4	31.6
2031	203	1	27.8	30.6	50.5	55.6	51.4	55.3
2032	203	2	27.8	30.6	49.4	60.6	60.6	66.3
2033	203	3	27.8	30.6	29	43.2	32.4	31.6
2034	203	4	27.8	30.6	29	43.2	45.6	31.6
2035	203	5	27.8	30.6	25.1	44.4	41.8	50.5
2036	203	6	27.8	30.6	29	43.2	31.8	43.8
2039	203	9	27.8	38.9	29	43.2	32.4	31.6
2041	204	1	30.5	30.6	50.5	55.6	51.4	55.3
2042	204	2	30.5	30.6	49.4	60.6	60.6	66.3
2043	204	3	30.5	30.6	29	43.2	32.4	31.6
2044	204	4	30.5	30.6	29	43.2	45.6	31.6
2045	204	5	30.5	30.6	29	43.2	41.8	50.5
2046	204	6	30.5	30.6	29	43.2	32.4	31.6
2049	204	9	30.5	30.6	29	43.2	32.4	31.6
2051	205	1	30.5	30.6	50.5	55.6	51.4	55.3
2052	205	2	30.5	30.6	49.4	60.6	60.6	66.3
2053	205	3	30.5	30.6	29	43.2	32.4	31.6
2054	205	4	30.5	30.6	29	43.2	45.6	31.6
2055	205	5	30.5	30.6	29	43.2	41.8	50.5
2056	205	6	30.5	30.6	29	43.2	32.4	31.6
2059	205	9	30.5	30.6	29	43.2	32.4	31.6
2061	206	1	30.5	30.6	50.5	55.6	51.4	55.3
2062	206	2	30.5	30.6	49.4	60.6	60.6	66.3
2063	206	3	30.5	30.6	29	43.2	32.4	31.6
2064	206	4	30.5	30.6	29	43.2	45.6	31.6
2065	206	5	30.5	30.6	29	43.2	41.8	50.5
2066	206	6	30.5	30.6	29	43.2	32.4	31.6
2069	206	9	30.5	30.6	29	43.2	32.4	31.6
2071	207	1	30.5	30.6	50.5	55.6	51.4	55.3
2072	207	2	30.5	30.6	49.4	60.6	60.6	66.3
2073	207	3	30.5	30.6	29	43.2	32.4	31.6
2074	207	4	30.5	30.6	29	43.2	45.6	31.6
2075	207	5	30.5	30.6	29	43.2	41.8	50.5
2076	207	6	30.5	30.6	29	43.2	32.4	31.6
2079	207	9	30.5	30.6	29	43.2	32.4	31.6
2081	208	1	30.5	30.6	50.5	55.6	51.4	55.3
2082	208	2	30.5	30.6	49.4	60.6	60.6	66.3
2083	208	3	30.5	30.6	29	43.2	32.4	31.6
2084	208	4	30.5	30.6	29	43.2	45.6	31.6
2085	208	5	30.5	30.6	29	43.2	41.8	50.5
2086	208	6	30.5	30.6	29	43.2	32.4	31.6
2089	208	9	30.5	30.6	29	43.2	32.4	31.6
2091	209	1	30.5	30.6	50.5	55.6	51.4	55.3
2092	209	2	30.5	30.6	49.4	60.6	60.6	66.3
2093	209	3	30.5	30.6	29	43.2	32.4	31.6
2094	209	4	30.5	30.6	29	43.2	45.6	31.6
2095	209	5	30.5	30.6	29	43.2	41.8	50.5
2096	209	6	30.5	30.6	29	43.2	32.4	31.6
2099	209	9	30.5	30.6	29	43.2	32.4	31.6
2101	210	1	32.8	33.6	50.5	55.6	51.4	55.3
2102	210	2	32.8	33.6	49.4	60.6	60.6	66.3
2103	210	3	32.8	33.6	30.9	44.4	34.5	33.2
2104	210	4	32.8	33.6	30.9	44.4	45.6	33.2
2105	210	5	32.8	33.6	30.9	44.4	41.8	50.5
2106	210	6	32.8	33.6	30.9	44.4	34.5	33.2
2109	210	9	32.8	33.6	30.9	44.4	34.5	33.2
2111	211	1	25.9	30.2	50.5	55.6	51.4	55.3
2112	211	2	25.9	30.2	49.4	60.6	60.6	66.3
2113	211	3	25.9	30.2	30.9	44.4	34.5	33.2
2114	211	4	25.9	30.2	30.9	44.4	45.6	33.2
2115	211	5	25.9	30.2	25.5	44.4	41.8	55.8
2116	211	6	25.9	30.2	30.9	44.4	30	30.5
2119	211	9	25.9	30.2	30.9	44.4	34.5	33.2
2121	212	1	35.9	32.3	50.5	44.4	51.4	55.8
2122	212	2	35.9	32.3	49.4	62.3	60.6	71.7
2123	212	3	35.9	32.3	30.9	44.4	34.5	33.2
2124	212	4	35.9	32.3	30.9	44.4	45.6	33.2
2125	212	5	35.9	32.3	33.5	44.4	41.8	55.8
2126	212	6	35.9	32.3	30.9	44.4	36.3	35.2
2129	212	9	35.9	32.3	30.9	44.4	34.5	33.2
2131	213	1	32.8	43.2	50.5	55.6	51.4	55.3
2132	213	2	32.8	43.2	49.4	60.6	60.6	66.3
2133	213	3	32.8	43.2	30.9	44.4	34.5	33.2
2134	213	4	32.8	43.2	30.9	44.4	41.8	33.2
2135	213	5	32.8	43.2	30.7	44.4	41.8	55.8
2136	213	6	32.8	43.2	30.9	44.4	36.3	35.2
2139	213	9	32.8	43.2	30.9	44.4	34.5	33.2
2141	214	1	32.8	33.6	50.5	55.6	51.4	55.3
2142	214	2	32.8	33.6	49.4	60.6	60.6	66.3
2143	214	3	32.8	33.6	30.9	44.4	34.5	33.2
2144	214	4	32.8	33.6	30.9	44.4	45.6	33.2
2145	214	5	32.8	33.6	30.9	44.4	41.8	50.5
2146	214	6	32.8	33.6	30.9	44.4	34.5	33.2
2149	214	9	32.8	33.6	30.9	44.4	34.5	33.2
2151	215	1	32.8	33.6	50.5	55.6	51.4	55.3
2152	215	2	32.8	33.6	49.4	60.6	60.6	66.3
2153	215	3	32.8	33.6	30.9	44.4	34.5	33.2
2154	215	4	32.8	33.6	30.9	44.4	45.6	33.2
2155	215	5	32.8	33.6	30.9	44.4	41.8	50.5
2156	215	6	32.8	33.6	30.9	44.4	34.5	33.2
2159	215	9	32.8	33.6	30.9	44.4	34.5	33.2
2161	216	1	32.8	33.6	50.5	55.6	51.4	55.3
2162	216	2	32.8	33.6	49.4	60.6	60.6	66.3
2163	216	3	32.8	33.6	30.9	44.4	34.5	33.2
2164	216	4	32.8	33.6	30.9	44.4	45.6	33.2
2165	216	5	32.8	33.6	30.9	44.4	41.8	50.5
2166	216	6	32.8	33.6	30.9	44.4	34.5	33.2
2169	216	9	32.8	33.6	30.9	44.4	34.5	33.2
2171	217	1	32.8	33.6	50.5	55.6	51.4	55.3
2172	217	2	32.8	33.6	49.4	60.6	60.6	66.3
2173	217	3	32.8	33.6	30.9	44.4	34.5	33.2
2174	217	4	32.8	33.6	30.9	44.4	45.6	33.2
2175	217	5	32.8	33.6	30.9	44.4	41.8	50.5
2176	217	6	32.8	33.6	30.9	44.4	34.5	33.2
2179	217	9	32.8	33.6	30.9	44.4	34.5	33.2
2181	218	1	32.8	33.6	50.5	55.6	51.4	55.3
2182	218	2	32.8	33.6	49.4	60.6	60.6	66.3
2183	218	3	32.8	33.6	30.9	44.4	34.5	33.2
2184	218	4	32.8	33.6	30.9	44.4	45.6	33.2
2185	218	5	32.8	33.6	30.9	44.4	41.8	50.5
2186	218	6	32.8	33.6	30.9	44.4	34.5	33.2
2189	218	9	32.8	33.6	30.9	44.4	34.5	33.2
2191	219	1	32.8	33.6	50.5	55.6	51.4	55.3
2192	219	2	32.8	33.6	49.4	60.6	60.6	66.3
2193	219	3	32.8	33.6	30.9	44.4	34.5	33.2
2194	219	4	32.8	33.6	30.9	44.4	45.6	33.2
2195	219	5	32.8	33.6	30.9	44.4	41.8	50.5
2196	219	6	32.8	33.6	30.9	44.4	34.5	33.2
2199	219	9	32.8	33.6	30.9	44.4	34.5	33.2
2201	220	1	37.8	28.3	50.5	55.6	51.4	55.3
2202	220	2	37.8	28.3	49.4	60.6	60.6	66.3
2203	220	3	37.8	28.3	36.5	39.5	39	31.3
2204	220	4	37.8	28.3	36.5	39.5	45.6	31.3
2205	220	5	37.8	28.3	36.5	39.5	37.3	50.5
2206	220	6	37.8	28.3	36.5	39.5	39.1	31.3
2209	220	9	37.8	28.3	36.5	39.5	39	31.3
2211	221	1	39.2	26.6	38.4	55.6	37.3	55.3
2212	221	2	39.2	26.6	49.4	60.6	60.6	66.3
2213	221	3	39.2	26.6	36.5	39.5	39	31.3
2214	221	4	39.2	26.6	36.5	39.5	45.6	31.3
2215	221	5	39.2	26.6	38.4	44.4	37.3	55.8
2216	221	6	39.2	26.6	36.5	39.5	40.6	29.4
2219	221	9	39.2	26.6	36.5	39.5	39	31.3
2221	222	1	35.2	28.3	50.5	55.6	51.4	55.3
2222	222	2	35.2	28.3	49.4	60.6	60.6	66.3
2223	222	3	35.2	28.3	36.5	39.5	39	31.3
2224	222	4	35.2	28.3	36.5	39.5	37.3	31.3
2225	222	5	35.2	28.3	34.5	24.4	37.3	50.5
2226	222	6	35.2	28.3	36.5	39.5	38	29.4
2229	222	9	35.2	26.6	36.5	39.5	39	31.3
2231	223	1	37.8	28.3	50.5	55.6	51.4	55.3
2232	223	2	37.8	28.3	49.4	60.6	60.6	66.3
2233	223	3	37.8	28.3	36.5	39.5	39	31.3
2234	223	4	37.8	28.3	36.5	39.5	45.6	31.3
2235	223	5	37.8	28.3	36.5	39.5	37.3	50.5
2236	223	6	37.8	28.3	36.5	39.5	39.1	31.3
2239	223	9	37.8	28.3	36.5	39.5	39	31.3
2241	224	1	37.4	28.3	50.5	55.6	51.4	55.3
2242	224	2	37.4	28.3	49.4	60.6	60.6	66.3
2243	224	3	37.4	28.3	36.5	39.5	39	31.3
2244	224	4	37.4	28.3	36.5	39.5	45.6	31.3
2245	224	5	37.4	28.3	36.4	24.4	37.3	50.5
2246	224	6	37.4	28.3	36.5	39.5	41	29.4
2249	224	9	37.4	26.6	36.5	39.5	39	31.3
2251	225	1	33	35.1	38.4	55.6	37.3	55.3
2252	225	2	33	35.1	49.4	60.6	60.6	66.3
2253	225	3	33	35.1	36.5	39.5	39	31.3
2254	225	4	33	35.1	36.5	39.5	45.6	31.3
2255	225	5	33	35.1	31.4	44.4	37.3	55.8
2256	225	6	33	35.1	36.5	39.5	34.3	33
2259	225	9	33	35.1	36.5	39.5	39	31.3
2261	226	1	48.3	23.5	50.5	55.6	51.4	55.3
2262	226	2	48.3	23.5	49.4	60.6	60.6	66.3
2263	226	3	48.3	23.5	36.5	39.5	39	31.3
2264	226	4	48.3	23.5	36.5	39.5	45.6	31.3
2265	226	5	48.3	23.5	39.7	24.1	37.3	50.5
2266	226	6	48.3	23.5	36.5	39.5	42.5	33
2269	226	9	48.3	23.5	36.5	39.5	39	31.3
2271	227	1	37.8	28.3	50.5	55.6	51.4	55.3
2272	227	2	37.8	28.3	49.4	60.6	60.6	66.3
2273	227	3	37.8	28.3	36.5	39.5	39	31.3
2274	227	4	37.8	28.3	36.5	39.5	45.6	31.3
2275	227	5	37.8	28.3	36.5	39.5	37.3	50.5
2276	227	6	37.8	28.3	36.5	39.5	39.1	31.3
2279	227	9	37.8	28.3	36.5	39.5	39	31.3
2281	228	1	37.8	28.3	50.5	55.6	51.4	55.3
2282	228	2	37.8	28.3	49.4	60.6	60.6	66.3
2283	228	3	37.8	28.3	36.5	39.5	39	31.3
2284	228	4	37.8	28.3	36.5	39.5	45.6	31.3
2285	228	5	37.8	28.3	36.5	39.5	37.3	50.5
2286	228	6	37.8	28.3	36.5	39.5	39.1	31.3
2289	228	9	37.8	28.3	36.5	39.5	39	31.3
2291	229	1	37.8	28.3	50.5	55.6	51.4	55.3
2292	229	2	37.8	28.3	49.4	60.6	60.6	66.3
2293	229	3	37.8	28.3	36.5	39.5	39	31.3
2294	229	4	37.8	28.3	36.5	39.5	45.6	31.3
2295	229	5	37.8	28.3	36.5	39.5	37.3	50.5
2296	229	6	37.8	28.3	36.5	39.5	39.1	31.3
2299	229	9	37.8	28.3	36.5	39.5	39	31.3
2301	230	1	30.2	39.6	50.5	55.6	51.4	55.3
2302	230	2	30.2	39.6	49.4	60.6	60.6	66.3
2303	230	3	30.2	39.6	25.8	43.2	30.8	31.6
2304	230	4	30.2	39.6	25.8	43.2	45.6	31.6
2305	230	5	30.2	39.6	25.8	43.2	41.8	50.5
2306	230	6	30.2	39.6	25.8	43.2	30.8	31.6
2309	230	9	30.2	39.6	25.8	43.2	30.8	31.6
2311	231	1	30.2	39.6	50.5	55.6	51.4	55.3
2312	231	2	30.2	39.6	49.4	60.6	60.6	66.3
2313	231	3	30.2	39.6	25.8	43.2	30.8	31.6
2314	231	4	30.2	39.6	25.8	43.2	45.6	31.6
2315	231	5	30.2	39.6	38	44.4	45.3	55.8
2316	231	6	30.2	39.6	25.8	43.2	42.5	33
2319	231	9	29.7	23.5	25.8	43.2	30.8	31.6
2321	232	1	30.2	39.6	44.9	55.6	46.8	55.3
2322	232	2	30.2	39.6	49.4	60.6	60.6	66.3
2323	232	3	30.2	39.6	25.8	43.2	30.8	31.6
2324	232	4	30.2	39.6	25.8	43.2	45.6	31.6
2325	232	5	30.2	39.6	44.9	57.6	46.8	64.4
2326	232	6	30.2	39.6	25.8	43.2	45.5	47.2
2329	232	9	48.3	39.6	25.8	43.2	30.8	31.6
2331	233	1	29.7	39.6	50.5	55.6	51.4	55.3
2332	233	2	29.7	39.6	49.4	60.6	60.6	66.3
2333	233	3	29.7	39.6	25.8	43.2	30.8	31.6
2334	233	4	29.7	39.6	25.8	43.2	45.6	31.6
2335	233	5	29.7	39.6	27.6	57.6	45.3	50.5
2336	233	6	29.7	39.6	25.8	43.2	32	47.2
2339	233	9	29.7	39.6	25.8	43.2	30.8	31.6
2341	234	1	30.5	39.6	50.5	55.6	51.4	55.3
2342	234	2	30.5	39.6	49.4	60.6	60.6	66.3
2343	234	3	30.5	39.6	25.8	43.2	30.8	31.6
2344	234	4	30.5	39.6	25.8	43.2	45.3	31.6
2345	234	5	30.5	39.6	24.9	44.4	45.3	55.8
2346	234	6	30.5	39.6	25.8	43.2	30.2	28
2349	234	9	30.5	39.6	25.8	43.2	30.8	31.6
2351	235	1	30.2	39.6	50.5	55.6	51.4	55.3
2352	235	2	30.2	39.6	49.4	60.6	60.6	66.3
2353	235	3	30.2	39.6	25.8	43.2	30.8	31.6
2354	235	4	30.2	39.6	25.8	43.2	45.6	31.6
2355	235	5	30.2	39.6	24.9	21.5	45.3	50.5
2356	235	6	30.2	39.6	25.8	43.2	30.2	28
2359	235	9	30.5	39.6	25.8	43.2	30.8	31.6
2361	236	1	30.2	39.6	50.5	55.6	51.4	55.3
2362	236	2	30.2	39.6	49.4	60.6	60.6	66.3
2363	236	3	30.2	39.6	25.8	43.2	30.8	31.6
2364	236	4	30.2	39.6	25.8	43.2	45.6	31.6
2365	236	5	30.2	39.6	25.8	43.2	41.8	50.5
2366	236	6	30.2	39.6	25.8	43.2	30.8	31.6
2369	236	9	30.2	39.6	25.8	43.2	30.8	31.6
2371	237	1	30.2	39.6	50.5	55.6	51.4	55.3
2372	237	2	30.2	39.6	49.4	60.6	60.6	66.3
2373	237	3	30.2	39.6	25.8	43.2	30.8	31.6
2374	237	4	30.2	39.6	25.8	43.2	45.6	31.6
2375	237	5	30.2	39.6	25.8	43.2	41.8	50.5
2376	237	6	30.2	39.6	25.8	43.2	30.8	31.6
2379	237	9	30.2	39.6	25.8	43.2	30.8	31.6
2381	238	1	30.2	39.6	50.5	55.6	51.4	55.3
2382	238	2	30.2	39.6	49.4	60.6	60.6	66.3
2383	238	3	30.2	39.6	25.8	43.2	30.8	31.6
2384	238	4	30.2	39.6	25.8	43.2	45.6	31.6
2385	238	5	30.2	39.6	25.8	43.2	41.8	50.5
2386	238	6	30.2	39.6	25.8	43.2	30.8	31.6
2389	238	9	30.2	39.6	25.8	43.2	30.8	31.6
2391	239	1	30.2	39.6	50.5	55.6	51.4	55.3
2392	239	2	30.2	39.6	49.4	60.6	60.6	66.3
2393	239	3	30.2	39.6	25.8	43.2	30.8	31.6
2394	239	4	30.2	39.6	25.8	43.2	45.6	31.6
2395	239	5	30.2	39.6	25.8	43.2	41.8	50.5
2396	239	6	30.2	39.6	25.8	43.2	30.8	31.6
2399	239	9	30.2	39.6	25.8	43.2	30.8	31.6
2401	240	1	38.6	25.4	50.5	55.6	51.4	55.3
2402	240	2	38.6	25.4	49.4	60.6	60.6	66.3
2403	240	3	38.6	25.4	37.9	44.4	39.5	28
2404	240	4	38.6	25.4	37.9	44.4	45.6	28
2405	240	5	38.6	25.4	37.9	44.4	45.3	50.5
2406	240	6	38.6	25.4	37.9	44.4	38.9	28
2409	240	9	38.6	25.4	37.9	44.4	39.5	28
2411	241	1	38.7	32.8	38	55.6	45.3	55.3
2412	241	2	38.7	32.8	49.4	60.6	60.6	66.3
2413	241	3	38.7	32.8	37.9	44.4	39.5	28
2414	241	4	38.7	32.8	37.9	44.4	45.6	28
2415	241	5	38.7	32.8	38	44.4	45.3	55.8
2416	241	6	38.7	32.8	37.9	44.4	38.9	28
2419	241	9	38.7	32.8	37.9	44.4	39.5	28
2421	242	1	37.1	22.5	50.5	55.6	51.4	55.3
2422	242	2	37.1	22.5	49.4	60.6	60.6	66.3
2423	242	3	37.1	22.5	37.9	44.4	39.5	28
2424	242	4	37.1	22.5	37.9	44.4	45.6	28
2425	242	5	37.1	22.5	34.7	44.4	45.3	55.8
2426	242	6	37.1	22.5	37.9	44.4	38.9	28
2429	242	9	37.1	22.5	37.9	44.4	39.5	28
2431	243	1	38.6	25.4	50.5	55.6	51.4	55.3
2432	243	2	38.6	25.4	49.4	60.6	60.6	66.3
2433	243	3	38.6	25.4	37.9	44.4	39.5	28
2434	243	4	38.6	25.4	37.9	44.4	45.6	28
2435	243	5	38.6	25.4	37.9	44.4	45.3	50.5
2436	243	6	38.6	25.4	37.9	44.4	38.9	28
2439	243	9	38.6	25.4	37.9	44.4	39.5	28
2441	244	1	38.6	25.4	50.5	55.6	51.4	55.3
2442	244	2	38.6	25.4	49.4	60.6	60.6	66.3
2443	244	3	38.6	25.4	37.9	44.4	39.5	28
2444	244	4	38.6	25.4	37.9	44.4	45.6	28
2445	244	5	38.6	25.4	37.9	44.4	45.3	50.5
2446	244	6	38.6	25.4	37.9	44.4	38.9	28
2449	244	9	38.6	25.4	37.9	44.4	39.5	28
2451	245	1	38.6	25.4	50.5	55.6	51.4	55.3
2452	245	2	38.6	25.4	49.4	60.6	60.6	66.3
2453	245	3	38.6	25.4	37.9	44.4	39.5	28
2454	245	4	38.6	25.4	37.9	44.4	45.6	28
2455	245	5	38.6	25.4	37.9	44.4	45.3	50.5
2456	245	6	38.6	25.4	37.9	44.4	38.9	28
2459	245	9	38.6	25.4	37.9	44.4	39.5	28
2461	246	1	38.6	25.4	50.5	55.6	51.4	55.3
2462	246	2	38.6	25.4	49.4	60.6	60.6	66.3
2463	246	3	38.6	25.4	37.9	44.4	39.5	28
2464	246	4	38.6	25.4	37.9	44.4	45.6	28
2465	246	5	38.6	25.4	37.9	44.4	45.3	50.5
2466	246	6	38.6	25.4	37.9	44.4	38.9	28
2469	246	9	38.6	25.4	37.9	44.4	39.5	28
2471	247	1	38.6	25.4	50.5	55.6	51.4	55.3
2472	247	2	38.6	25.4	49.4	60.6	60.6	66.3
2473	247	3	38.6	25.4	37.9	44.4	39.5	28
2474	247	4	38.6	25.4	37.9	44.4	45.6	28
2475	247	5	38.6	25.4	37.9	44.4	45.3	50.5
2476	247	6	38.6	25.4	37.9	44.4	38.9	28
2479	247	9	38.6	25.4	37.9	44.4	39.5	28
2481	248	1	38.6	25.4	50.5	55.6	51.4	55.3
2482	248	2	38.6	25.4	49.4	60.6	60.6	66.3
2483	248	3	38.6	25.4	37.9	44.4	39.5	28
2484	248	4	38.6	25.4	37.9	44.4	45.6	28
