isco88	empst3	mcamsis	fcamsis
8110	0	39.01346	42.92997
8110	1	37.50047	44.64238
8110	2	37.50047	44.64238
8110	3	39.01346	42.92572
8111	0	39.70964	40.0376
8111	1	37.50047	44.64238
8111	2	37.50047	44.64238
8111	3	39.70964	40.0376
8112	0	43.91251	41.98966
8112	1	37.50047	44.64238
8112	2	37.50047	44.64238
8112	3	43.91251	41.98966
8113	0	38.42811	44.64238
8113	1	37.50047	44.64238
8113	2	37.50047	44.64238
8113	3	38.42811	44.64238
8120	0	42.29028	43.31696
8120	1	37.50047	41.16026
8120	2	37.50047	41.16026
8120	3	42.29028	43.31696
8121	0	43.77871	41.71826
8121	1	37.50047	41.16026
8121	2	37.50047	41.16026
8121	3	43.77871	41.71826
8122	0	42.1146	43.36451
8122	1	37.50047	41.16026
8122	2	37.50047	41.16026
8122	3	42.1146	43.36451
8123	0	42.23848	47.19167
8123	1	37.50047	41.16026
8123	2	37.50047	41.16026
8123	3	42.23848	47.19167
8124	0	39.43866	42.86622
8124	1	37.50047	41.16026
8124	2	37.50047	41.16026
8124	3	39.43866	42.86622
8126	0	42.29028	43.31696
8126	1	37.50047	41.16026
8126	2	37.50047	41.16026
8126	3	42.29028	43.31696
8129	0	42.29028	43.31696
8129	1	37.50047	41.16026
8129	2	37.50047	41.16026
8129	3	42.29028	43.31696
8130	0	39.02371	40.37917
8130	1	38.90328	40.42237
8130	2	38.90328	40.42237
8130	3	39.02772	40.37879
8131	0	39.12854	40.30691
8131	1	38.90328	40.42237
8131	2	38.90328	40.42237
8131	3	39.12854	40.30691
8139	0	38.90328	40.42237
8139	1	38.90328	40.42237
8139	2	38.90328	40.42237
8139	3	38.90328	40.42237
8140	0	36.4908	40.76056
8140	1	35.91693	40.62964
8140	2	35.91693	40.62964
8140	3	36.50658	40.76086
8141	0	35.91693	40.62964
8141	1	35.91693	40.62964
8141	2	35.91693	40.62964
8141	3	35.91693	40.62964
8142	0	41.37985	41.04582
8142	1	35.91693	40.62964
8142	2	35.91693	40.62964
8142	3	41.37985	41.04582
8143	0	41.10149	41.04582
8143	1	35.91693	40.62964
8143	2	35.91693	40.62964
8143	3	41.10149	41.04582
8149	0	36.4908	40.76056
8149	1	35.91693	40.62964
8149	2	35.91693	40.62964
8149	3	36.50658	40.76086
8150	0	44.81726	43.48671
8150	1	37.50047	41.16026
8150	2	37.50047	41.16026
8150	3	44.81726	43.48671
8151	0	42.05383	39.87473
8151	1	37.50047	41.16026
8151	2	37.50047	41.16026
8151	3	42.05383	39.87473
8152	0	42.23026	41.26708
8152	1	37.50047	41.16026
8152	2	37.50047	41.16026
8152	3	42.23026	41.26708
8153	0	42.23026	43.77358
8153	1	37.50047	41.16026
8153	2	37.50047	41.16026
8153	3	42.23026	43.77358
8154	0	44.50069	43.77358
8154	1	37.50047	41.16026
8154	2	37.50047	41.16026
8154	3	44.50069	43.77358
8155	0	48.57959	45.07311
8155	1	37.50047	41.16026
8155	2	37.50047	41.16026
8155	3	48.57959	45.07311
8159	0	42.34916	42.67764
8159	1	37.50047	41.16026
8159	2	37.50047	41.16026
8159	3	42.34916	42.67764
8160	0	43.60811	44.41116
8160	1	43.89859	41.16026
8160	2	43.89859	41.16026
8160	3	43.60753	44.41116
8161	0	43.10739	44.38667
8161	1	43.10739	41.16026
8161	2	43.10739	41.16026
8161	3	43.10739	44.38667
8162	0	46.28948	44.38667
8162	1	43.89859	41.16026
8162	2	43.89859	41.16026
8162	3	46.28948	44.38667
8163	0	45.87659	44.54636
8163	1	45.87659	41.16026
8163	2	45.87659	41.16026
8163	3	45.87659	44.54636
8164	0	43.60811	44.41116
8164	1	43.89859	41.16026
8164	2	43.89859	41.16026
8164	3	43.60753	44.41116
8170	0	43.45747	44.01857
8170	1	37.50047	41.16026
8170	2	37.50047	41.16026
8170	3	43.45747	44.01857
8171	0	43.45747	44.01857
8171	1	37.50047	41.16026
8171	2	37.50047	41.16026
8171	3	43.45747	44.01857
8172	0	43.45747	44.01857
8172	1	37.50047	41.16026
8172	2	37.50047	41.16026
8172	3	43.45747	44.01857
8180	0	41.29259	43.05029
8180	1	37.50047	41.16026
8180	2	37.50047	41.16026
8180	3	41.31364	43.05284
8200	0	45.16638	40.79041
8200	1	48.26466	42.16512
8200	2	48.26466	42.16512
8200	3	45.07232	40.78764
8210	0	41.89828	43.01551
8210	1	48.26466	42.16512
8210	2	48.26466	42.16512
8210	3	41.89828	43.01551
8211	0	43.45747	44.01857
8211	1	48.26466	42.16512
8211	2	48.26466	42.16512
8211	3	43.45747	44.01857
8212	0	39.15988	41.46982
8212	1	48.26466	42.16512
8212	2	48.26466	42.16512
8212	3	39.15988	41.46982
8219	0	41.89828	43.01551
8219	1	48.26466	42.16512
8219	2	48.26466	42.16512
8219	3	41.89828	43.01551
8220	0	43.55534	41.80707
8220	1	42.70161	42.16512
8220	2	42.70161	42.16512
8220	3	43.55825	41.80707
8221	0	45.18358	42.1972
8221	1	42.70161	42.16512
8221	2	42.70161	42.16512
8221	3	45.18358	42.1972
8222	0	44.08336	41.32845
8222	1	42.70161	42.16512
8222	2	42.70161	42.16512
8222	3	44.08336	41.32845
8223	0	42.70161	41.52081
8223	1	42.70161	42.16512
8223	2	42.70161	42.16512
8223	3	42.70161	41.52081
8224	0	44.81339	41.52081
8224	1	42.70161	42.16512
8224	2	42.70161	42.16512
8224	3	44.81339	41.52081
8225	0	43.55534	41.80707
8225	1	42.70161	42.16512
8225	2	42.70161	42.16512
8225	3	43.55825	41.80707
8226	0	43.55534	41.80707
8226	1	42.70161	42.16512
8226	2	42.70161	42.16512
8226	3	43.55825	41.80707
8229	0	44.81339	42.8707
8229	1	42.70161	42.16512
8229	2	42.70161	42.16512
8229	3	44.81339	42.8707
8230	0	41.69706	41.10213
8230	1	38.44808	39.90975
8230	2	38.44808	39.90975
8230	3	41.83073	41.10463
8231	0	40.28141	39.90975
8231	1	38.44808	39.90975
8231	2	38.44808	39.90975
8231	3	40.40558	39.90975
8232	0	43.72049	41.58539
8232	1	38.44808	39.90975
8232	2	38.44808	39.90975
8232	3	43.74876	41.58539
8240	0	39.89591	41.35257
8240	1	38.44808	41.35257
8240	2	38.44808	41.35257
8240	3	39.96859	41.35257
8250	0	50.97097	47.14217
8250	1	49.62764	40.59685
8250	2	49.62764	40.59685
8250	3	50.98502	47.15634
8251	0	50.98502	47.49026
8251	1	50.98502	40.59685
8251	2	50.98502	40.59685
8251	3	50.98502	47.49026
8252	0	50.98502	45.2864
8252	1	49.62764	40.59685
8252	2	49.62764	40.59685
8252	3	50.98502	45.2864
8253	0	50.81949	45.20691
8253	1	44.19808	40.59685
8253	2	44.19808	40.59685
8253	3	50.98502	45.2864
8254	0	50.97097	47.14217
8254	1	49.62764	40.59685
8254	2	49.62764	40.59685
8254	3	50.98502	47.15634
8255	0	50.97097	47.14217
8255	1	49.62764	40.59685
8255	2	49.62764	40.59685
8255	3	50.98502	47.15634
8260	0	42.78387	40.11847
8260	1	37.9705	42.16512
8260	2	37.9705	42.16512
8260	3	42.78903	40.11847
8261	0	43.70398	42.42509
8261	1	37.9705	42.16512
8261	2	37.9705	42.16512
8261	3	43.70398	42.42509
8262	0	43.70398	40.97544
8262	1	37.9705	42.16512
8262	2	37.9705	42.16512
8262	3	43.70398	40.97544
8263	0	43.70398	40.23711
8263	1	37.9705	42.16512
8263	2	37.9705	42.16512
8263	3	43.70398	40.23711
8264	0	37.9705	41.65688
8264	1	37.9705	42.16512
8264	2	37.9705	42.16512
8264	3	37.9705	41.65688
8265	0	37.9705	40.75246
8265	1	37.9705	42.16512
8265	2	37.9705	42.16512
8265	3	37.9705	40.75246
8266	0	42.64558	39.62461
8266	1	37.9705	42.16512
8266	2	37.9705	42.16512
8266	3	42.64558	39.62461
8267	0	42.78387	40.11847
8267	1	37.9705	42.16512
8267	2	37.9705	42.16512
8267	3	42.78903	40.11847
8269	0	37.9705	40.65094
8269	1	37.9705	42.16512
8269	2	37.9705	42.16512
8269	3	37.9705	40.65094
8270	0	43.92923	41.16813
8270	1	48.98036	44.46528
8270	2	48.98036	44.46528
8270	3	43.72879	41.13128
8271	0	43.14846	38.80927
8271	1	48.98036	44.46528
8271	2	48.98036	44.46528
8271	3	43.14846	38.80927
8272	0	39.94788	41.23854
8272	1	48.98036	44.46528
8272	2	48.98036	44.46528
8272	3	39.94788	41.23854
8273	0	41.62926	45.82405
8273	1	49.09158	45.82405
8273	2	49.09158	45.82405
8273	3	40.82124	45.82405
8274	0	42.29182	40.70695
8274	1	48.98036	44.46528
8274	2	48.98036	44.46528
8274	3	42.29182	40.70695
8275	0	46.64582	42.64596
8275	1	48.98036	44.46528
8275	2	48.98036	44.46528
8275	3	46.64582	42.64596
8276	0	46.64582	41.47597
8276	1	48.98036	44.46528
8276	2	48.98036	44.46528
8276	3	46.64582	41.47597
8277	0	43.92923	41.16813
8277	1	48.98036	44.46528
8277	2	48.98036	44.46528
8277	3	43.72879	41.13128
8278	0	47.5623	41.47597
8278	1	47.5623	41.47597
8278	2	47.5623	41.47597
8278	3	47.5623	41.47597
8279	0	46.64582	43.89637
8279	1	48.98036	44.46528
8279	2	48.98036	44.46528
8279	3	46.64582	43.89637
8280	0	54.05167	41.05846
8280	1	56.91133	40.59685
8280	2	56.91133	40.59685
8280	3	53.86023	41.05997
8281	0	44.94069	41.64117
8281	1	58.42295	40.59685
8281	2	58.42295	40.59685
8281	3	44.54416	41.64117
8282	0	50.47462	43.76279
8282	1	58.42295	40.59685
8282	2	58.42295	40.59685
8282	3	50.37526	43.76279
8283	0	61.23661	44.42608
8283	1	58.42295	40.59685
8283	2	58.42295	40.59685
8283	3	61.56569	44.42608
8284	0	44.54416	39.51138
8284	1	56.91133	40.59685
8284	2	56.91133	40.59685
8284	3	44.54416	39.51138
8285	0	45.2306	40.59685
8285	1	45.2306	40.59685
8285	2	45.2306	40.59685
8285	3	45.2306	40.59685
8286	0	45.2306	40.59685
8286	1	45.2306	40.59685
8286	2	45.2306	40.59685
8286	3	45.2306	40.59685
8287	0	49.72178	41.49104
8287	1	56.91133	40.59685
8287	2	56.91133	40.59685
8287	3	49.72178	41.49104
8290	0	47.94656	41.69132
8290	1	47.94656	42.16512
8290	2	47.94656	42.16512
8290	3	47.94656	41.69132
8300	0	44.64484	42.31133
8300	1	47.34599	46.36724
8300	2	47.34599	46.36724
8300	3	44.51126	42.23901
8310	0	43.28049	42.5613
8310	1	47.34599	46.36724
8310	2	47.34599	46.36724
8310	3	43.28049	42.5613
8311	0	46.83381	42.5613
8311	1	47.34599	46.36724
8311	2	47.34599	46.36724
8311	3	46.83381	42.5613
8312	0	40.02055	42.5613
8312	1	47.34599	46.36724
8312	2	47.34599	46.36724
8312	3	40.02055	42.5613
8313	0	43.28049	42.5613
8313	1	47.34599	46.36724
8313	2	47.34599	46.36724
8313	3	43.28049	42.5613
8314	0	43.28049	42.5613
8314	1	47.34599	46.36724
8314	2	47.34599	46.36724
8314	3	43.28049	42.5613
8320	0	46.26289	46.89516
8320	1	49.20708	47.51389
8320	2	49.20708	47.51389
8320	3	46.09544	46.8607
8321	0	48.14051	48.66673
8321	1	50.74422	47.51389
8321	2	50.74422	47.51389
8321	3	48.07622	48.66673
8322	0	48.38139	48.66673
8322	1	50.74422	48.66673
8322	2	50.74422	48.66673
8322	3	48.17518	48.66673
8323	0	44.66896	43.78876
8323	1	42.75074	47.51389
8323	2	42.75074	47.51389
8323	3	44.72244	43.78876
8324	0	44.24583	45.71199
8324	1	45.78345	40.59685
8324	2	45.78345	40.59685
8324	3	44.19808	45.87879
8325	0	46.26289	46.89516
8325	1	49.20708	47.51389
8325	2	49.20708	47.51389
8325	3	46.09544	46.8607
8326	0	46.26289	46.89516
8326	1	49.20708	47.51389
8326	2	49.20708	47.51389
8326	3	46.09544	46.8607
8330	0	36.2965	39.80819
8330	1	35.48791	39.77245
8330	2	35.48791	39.77245
8330	3	36.33311	39.80838
8331	0	33.80106	39.85865
8331	1	34.86662	39.85865
8331	2	34.86662	39.85865
8331	3	33.71818	39.85865
8332	0	37.07089	39.85865
8332	1	45.78345	39.77245
8332	2	45.78345	39.77245
8332	3	36.93475	39.85865
8333	0	39.99418	39.85865
8333	1	45.78345	39.77245
8333	2	45.78345	39.77245
8333	3	39.96862	39.85865
8334	0	39.73532	39.51385
8334	1	45.78345	39.51385
8334	2	45.78345	39.51385
8334	3	39.71317	39.51385
8340	0	52.56171	48.66673
8340	1	52.56171	48.66673
8340	2	52.56171	48.66673
8340	3	52.56171	48.66673
8400	0	44.31096	41.26391
8400	1	47.11488	43.57917
8400	2	47.11488	43.57917
8400	3	44.21463	41.25746
8888	0	49.19251	48.66673
8888	3	49.19251	48.66673
9000	0	37.99185	39.56935
9000	1	35.56108	37.3806
9000	2	35.56108	37.3806
9000	3	38.21903	39.68424
9100	0	39.61451	39.43878
9100	1	41.99585	37.50297
9100	2	41.99585	37.50297
9100	3	39.49087	39.55244
9110	0	46.57756	44.396
9110	1	45.38601	42.94386
9110	2	45.38601	42.94386
9110	3	49.13573	45.44514
9111	0	46.57756	44.396
9111	1	45.38601	42.94386
9111	2	45.38601	42.94386
9111	3	49.13573	45.44514
9112	0	46.57756	44.396
9112	1	45.38601	42.94386
9112	2	45.38601	42.94386
9112	3	49.13573	45.44514
9113	0	46.57756	44.396
9113	1	45.38601	42.94386
9113	2	45.38601	42.94386
9113	3	49.13573	45.44514
9114	0	46.57756	44.396
9114	1	45.38601	42.94386
9114	2	45.38601	42.94386
9114	3	49.13573	45.44514
9120	0	31.44425	36.38741
9120	1	31.44425	38.7638
9120	2	31.44425	38.7638
9120	3	39.49087	35.59528
9129	0	31.44425	36.38741
9129	1	31.44425	38.7638
9129	2	31.44425	38.7638
9129	3	39.49087	35.59528
9130	0	38.25104	38.31408
9130	1	31.44425	34.60997
9130	2	31.44425	34.60997
9130	3	38.6615	38.51164
9131	0	34.60185	35.33226
9131	1	31.44425	34.5843
9131	2	31.44425	34.5843
9131	3	37.51017	35.59528
9132	0	37.38359	38.729
9132	1	31.44425	34.17705
9132	2	31.44425	34.17705
9132	3	37.51017	38.7638
9133	0	43.70249	40.44591
9133	1	31.44425	40.44591
9133	2	31.44425	40.44591
9133	3	43.70249	40.44591
9134	0	38.25104	38.31408
9134	1	31.44425	34.60997
9134	2	31.44425	34.60997
9134	3	38.6615	38.51164
9140	0	38.08564	40.46907
9140	1	31.44425	40.47869
9140	2	31.44425	40.47869
9140	3	38.32014	40.46899
9141	0	37.608	40.51714
9141	1	31.44425	40.51714
9141	2	31.44425	40.51714
9141	3	37.88414	40.51714
9142	0	39.94217	40.0172
9142	1	31.44425	40.0172
9142	2	31.44425	40.0172
9142	3	39.94217	40.0172
9143	0	38.08564	40.46907
9143	1	31.44425	40.47869
9143	2	31.44425	40.47869
9143	3	38.32014	40.46899
9144	0	38.08564	40.46907
9144	1	31.44425	40.47869
9144	2	31.44425	40.47869
9144	3	38.32014	40.46899
9150	0	39.70909	44.09787
9150	1	31.44425	38.7638
9150	2	31.44425	38.7638
9150	3	39.74961	44.11062
9151	0	58.99854	44.30371
9151	1	31.44425	38.7638
9151	2	31.44425	38.7638
9151	3	58.99854	44.30371
9152	0	39.30392	42.72041
9152	1	31.44425	38.7638
9152	2	31.44425	38.7638
9152	3	39.34355	42.73314
9153	0	52.05193	49.1997
9153	1	31.44425	38.7638
9153	2	31.44425	38.7638
9153	3	52.05193	49.1997
9154	0	39.70909	44.09787
9154	1	31.44425	38.7638
9154	2	31.44425	38.7638
9154	3	39.74961	44.11062
9159	0	39.70909	44.09787
9159	1	31.44425	38.7638
9159	2	31.44425	38.7638
9159	3	39.74961	44.11062
9160	0	36.36164	36.4874
9160	1	31.44425	36.82922
9160	2	31.44425	36.82922
9160	3	36.47709	36.48413
9161	0	36.2989	35.86193
9161	1	31.44425	35.86193
9161	2	31.44425	35.86193
9161	3	36.36974	35.86193
9162	0	36.84995	42.0385
9162	1	31.44425	38.7638
9162	2	31.44425	38.7638
9162	3	37.38166	42.14413
9169	0	36.36164	36.4874
9169	1	31.44425	36.82922
9169	2	31.44425	36.82922
9169	3	36.47709	36.48413
9200	0	34.33623	37.68458
9200	1	32.9598	36.31897
9200	2	32.9598	36.31897
9200	3	34.71705	37.86266
9210	0	34.33623	37.68458
9210	1	32.9598	36.31897
9210	2	32.9598	36.31897
9210	3	34.71705	37.86266
9211	0	34.48257	37.68142
9211	1	32.98499	36.31897
9211	2	32.98499	36.31897
9211	3	34.90773	37.86266
9212	0	32.53906	37.86266
9212	1	32.53906	36.31897
9212	2	32.53906	36.31897
9212	3	32.53906	37.86266
9213	0	34.33623	37.68458
9213	1	32.9598	36.31897
9213	2	32.9598	36.31897
9213	3	34.71705	37.86266
9300	0	38.05273	40.6321
9300	1	34.84856	40.81807
9300	2	34.84856	40.81807
9300	3	38.27542	40.63007
9310	0	35.93283	40.71078
9310	1	35.90117	41.00677
9310	2	35.90117	41.00677
9310	3	35.93533	40.69325
9311	0	38.59824	41.1653
9311	1	35.90117	41.00677
9311	2	35.90117	41.00677
9311	3	38.59824	41.1653
9312	0	35.76323	40.91225
9312	1	35.76323	42.5613
9312	2	35.76323	42.5613
9312	3	35.76323	40.83259
9313	0	35.6231	40.43102
9313	1	35.92156	40.43102
9313	2	35.92156	40.43102
9313	3	35.59134	40.43102
9315	0	35.93283	40.71078
9315	1	35.90117	41.00677
9315	2	35.90117	41.00677
9315	3	35.93533	40.69325
9320	0	39.91718	40.55824
9320	1	35.92156	40.55824
9320	2	35.92156	40.55824
9320	3	40.03431	40.55824
9321	0	39.91718	40.55824
9321	1	35.92156	40.55824
9321	2	35.92156	40.55824
9321	3	40.03431	40.55824
9322	0	39.91718	40.55824
9322	1	35.92156	40.55824
9322	2	35.92156	40.55824
9322	3	40.03431	40.55824
9323	0	39.91718	40.55824
9323	1	35.92156	40.55824
9323	2	35.92156	40.55824
9323	3	40.03431	40.55824
9330	0	38.47814	40.72695
9330	1	34.05978	40.72695
9330	2	34.05978	40.72695
9330	3	38.84585	40.72695
9331	0	38.47814	40.72695
9331	1	34.05978	40.72695
9331	2	34.05978	40.72695
9331	3	38.84585	40.72695
9332	0	38.47814	40.72695
9332	1	34.05978	40.72695
9332	2	34.05978	40.72695
9332	3	38.84585	40.72695
9333	0	38.47814	40.72695
9333	1	34.05978	40.72695
9333	2	34.05978	40.72695
9333	3	38.84585	40.72695
9334	0	38.47814	40.72695
9334	1	34.05978	40.72695
9334	2	34.05978	40.72695
9334	3	38.84585	40.72695
9339	0	38.47814	40.72695
9339	1	34.05978	40.72695
9339	2	34.05978	40.72695
9339	3	38.84585	40.72695
