OCC	LEMPST	HCS	WCS
950	5	38.2	29.4
950	6	38.66	50.68
950	7	38.2	50.7
950	8	43.3	50.6
950	9	38.2	29.4
951	0	43.11	39.3
951	1	43.1	41.78
951	2	43.1	46.1
951	3	43.1	29.4
951	4	43.1	29.4
951	5	43.1	29.4
951	6	43.11	39.3
951	7	43.1	39.3
951	8	43.3	37.7
951	9	43.1	29.4
952	0	37.9	33.23
952	1	37.9	33.2
952	2	37.9	33.2
952	3	37.9	33.2
952	4	37.9	33.2
952	5	37.9	33.2
952	6	37.9	33.23
952	7	37.9	33.2
952	8	37.9	41.6
952	9	37.9	33.2
953	0	48.3	35.84
953	1	48.3	35.8
953	2	48.3	35.8
953	3	48.3	35.8
953	4	48.3	35.8
953	5	48.3	35.8
953	6	48.3	35.84
953	7	48.3	35.3
953	8	48.3	41.6
953	9	48.3	35.8
954	0	33.8	37.8
954	1	42.74	37.8
954	2	39.8	37.8
954	3	54.2	37.8
954	4	54.2	37.8
954	5	54.2	37.8
954	6	33.8	37.8
954	7	33.8	37.8
954	8	37.7	37.8
954	9	37.7	37.8
955	0	39.3	25
955	1	39.3	41.78
955	2	39.3	46.1
955	3	39.3	29.4
955	4	39.3	29.4
955	5	39.3	29.4
955	6	39.3	25
955	7	39.3	25
955	8	39.3	37.7
955	9	39.3	29.4
956	0	37.83	41.48
956	1	38.91	49.02
956	2	37	46.1
956	3	54.2	57.8
956	4	54.2	57.8
956	5	36.1	29.4
956	6	34.08	26.4
956	7	33.1	26.4
956	8	43.3	37.7
956	9	36.1	29.4
957	0	33.02	26.4
957	1	44.3	41.78
957	2	44.3	46.1
957	3	31.5	29.4
957	4	31.5	29.4
957	5	31.5	29.4
957	6	31.5	26.4
957	7	31.5	26.4
957	8	31.5	37.7
957	9	31.5	29.4
958	0	36.58	26.73
958	1	47.99	49.19
958	2	44.3	46.1
958	3	54.2	57.8
958	4	54.2	57.8
958	5	37	26.6
958	6	35.06	26.55
958	7	34.5	26.4
958	8	43.3	32.7
958	9	58.3	57.8
959	0	34.81	39.98
959	1	44.3	64
959	2	44.3	64
959	3	33.8	39.3
959	4	33.8	39.3
959	5	33.8	39.3
959	6	34.47	39.3
959	7	33.8	39.3
959	8	43.3	39.3
959	9	33.8	39.3
990	0	29.16	25.33
990	1	44.65	25
990	2	44.3	25
990	3	47.5	25
990	4	47.5	25
990	5	29.7	25
990	6	28.82	25.33
990	7	28	25
990	8	43.3	50.6
990	9	29.7	25
999	0	50.7	56.57
999	1	52.98	61.95
999	2	52.4	64
999	3	54.23	57.8
999	4	47.5	56
999	5	54.4	57.8
999	6	47.78	50.68
999	7	44.4	50.7
999	8	50.9	50.6
999	9	58.3	50.6
