OCC60	STDEMPST	USEMPST	MCAMSIS	FCAMSIS
874	2	1	50.2	46.6
874	5	2	50.2	46.9
874	6	-2	53	54.3
875	-4	4	47.1	42.9
875	-3	3	39	40.7
875	0	0	39.87	40.95
875	1	-1	50.2	46.51
875	2	1	50.2	45.9
875	5	2	50.2	46.9
875	6	-2	39.24	40.74
890	-4	4	35.2	45.1
890	-3	3	36.9	36.1
890	0	0	37.32	39.24
890	1	-1	50.2	47.1
890	2	1	50.2	47.1
890	5	2	50.2	47.1
890	6	-2	36.81	38.41
901	-4	4	46.9	16.8
901	-3	3	46.9	16.8
901	0	0	46.9	16.8
901	1	-1	47.9	32.7
901	2	1	44.2	32.7
901	5	2	40.5	32.7
901	6	-2	46.9	16.8
902	-4	4	37.5	16.8
902	-3	3	31	16.8
902	0	0	31.07	16.8
902	1	-1	47.9	32.7
902	2	1	44.2	32.7
902	5	2	40.5	32.7
902	6	-2	31.07	16.8
903	-4	4	37.5	16.8
903	-3	3	31.4	16.8
903	0	0	40.5	32.7
903	1	-1	40.5	32.7
903	2	1	44.2	32.7
903	5	2	40.5	32.7
903	6	-2	34.45	16.8
905	-4	4	37.5	16.8
905	-3	3	31.4	16.8
905	0	0	47.9	32.7
905	1	-1	47.9	32.7
905	2	1	47.9	32.7
905	5	2	40.5	32.7
905	6	-2	34.45	16.8
960	-4	4	27.9	38.1
960	-3	3	27.9	34
960	0	0	28.02	34
960	1	-1	40.5	45.4
960	2	1	37.75	45.4
960	5	2	40.5	45.4
960	6	-2	27.9	34
962	-4	4	27.8	38.1
962	-3	3	27.8	34
962	0	0	30.8	40.65
962	1	-1	33.48	45.4
962	2	1	33.3	45.4
962	5	2	40.5	45.4
962	6	-2	27.8	34
963	-4	4	23.5	38.1
963	-3	3	23.5	20.9
963	0	0	24.08	24.07
963	1	-1	39.56	45.4
963	2	1	38.8	45.4
963	5	2	40.5	45.4
963	6	-2	23.5	20.9
964	-4	4	34.5	44
964	-3	3	29.7	44
964	0	0	31.57	44.13
964	1	-1	35.81	45.4
964	2	1	35.7	45.4
964	5	2	40.5	45.4
964	6	-2	30.67	44
965	-4	4	34	34
965	-3	3	34	34
965	0	0	34.01	34
965	1	-1	38.8	45.4
965	2	1	38.8	45.4
965	5	2	40.5	45.4
965	6	-2	34	34
970	-4	4	16.5	38.1
970	-3	3	16.5	34
970	0	0	18.98	37.04
970	1	-1	27.93	45.4
970	2	1	27.2	45.4
970	5	2	40.5	45.4
970	6	-2	16.5	34
971	-4	4	24.4	38.1
971	-3	3	24.4	34
971	0	0	24.57	34
971	1	-1	27.2	45.4
971	2	1	27.2	45.4
971	5	2	40.5	45.4
971	6	-2	24.4	34
972	-4	4	32.9	38.1
972	-3	3	32.9	20.9
972	0	0	32.94	24.4
972	1	-1	40.5	45.4
972	2	1	37.75	45.4
972	5	2	40.5	45.4
972	6	-2	32.9	20.9
973	-4	4	39.8	36
973	-3	3	46.5	36
973	0	0	45.42	36.33
973	1	-1	38.8	45.4
973	2	1	38.8	45.4
973	5	2	40.5	45.4
973	6	-2	45.43	36
985	-4	4	28.2	38.1
985	-3	3	30.5	34
985	0	0	30.47	34.52
985	1	-1	39.11	45.4
985	2	1	38.8	45.4
985	5	2	40.5	45.4
985	6	-2	30.25	34.18
991	-4	4	58.7	62.4
991	-3	3	58.7	62.4
991	0	0	58.7	62.4
991	1	-1	58.7	62.4
991	2	1	58.7	62.4
991	5	2	58.7	62.4
991	6	-2	58.7	62.4
10001	-4	4	73.64	65.34
10001	-3	3	75.7	64.74
10001	0	0	75.1	65.11
10001	1	-1	75.76	65.72
10001	2	1	75.77	65.89
10001	5	2	75.03	63.89
10001	6	-2	75.01	65.07
10002	-4	4	55.3	36.8
10002	-3	3	55.3	36.8
10002	0	0	46.4	36.8
10002	1	-1	46.3	36.8
10002	2	1	46.3	36.8
10002	5	2	46.3	36.8
10002	6	-2	55.3	36.8
10003	-4	4	64.29	57.01
10003	-3	3	68.98	62.23
10003	0	0	65.12	57.2
10003	1	-1	59.73	50.63
10003	2	1	59.75	51.39
10003	5	2	52.3	46.6
10003	6	-2	68.38	61.19
10004	-4	4	55.68	62.98
10004	-3	3	57.93	62.58
10004	0	0	57.43	62.74
10004	1	-1	65.67	65.88
10004	2	1	67.3	66.61
10004	5	2	56.96	65.61
10004	6	-2	57.32	62.64
10005	-4	4	55.2	55.39
10005	-3	3	64.03	56.71
10005	0	0	64.14	56.6
10005	1	-1	65.04	55.52
10005	2	1	64.99	56.77
10005	5	2	66.2	54.44
10005	6	-2	63.99	56.7
10006	-4	4	47.43	46.43
10006	-3	3	48.04	47.41
10006	0	0	47.88	48.45
10006	1	-1	46.82	61.77
10006	2	1	46.9	61.79
10006	5	2	40.19	61.73
10006	6	-2	47.98	47.36
10007	-4	4	38.28	41.31
10007	-3	3	39.03	39.31
10007	0	0	39.29	39.61
10007	1	-1	47.57	53.92
10007	2	1	48.25	53.7
10007	5	2	38.75	54.4
10007	6	-2	38.99	39.34
10008	-4	4	33.1	25.9
10008	-3	3	31.56	25.43
10008	0	0	31.56	25.43
10008	1	-1	31.87	25.71
10008	2	1	49.8	21.2
10008	5	2	25.9	35.5
10008	6	-2	31.56	25.43
10009	-4	4	47.37	35.89
10009	-3	3	36.07	37.58
10009	0	0	40.64	38.07
10009	1	-1	50.95	47.51
10009	2	1	51.04	47.88
10009	5	2	49.49	46.44
10009	6	-2	39.8	37.34
10010	-4	4	38.28	16.8
10010	-3	3	31.28	16.8
10010	0	0	32.91	23.22
10010	1	-1	40.62	32.7
10010	2	1	47.9	32.7
10010	5	2	40.5	32.7
10010	6	-2	31.38	16.8
10011	-4	4	29.57	38.66
10011	-3	3	30.26	33.88
10011	0	0	30.45	34.57
10011	1	-1	35.65	45.4
10011	2	1	35.03	45.4
10011	5	2	40.5	45.4
10011	6	-2	30.19	34.12
10012	-4	4	58.7	62.4
10012	-3	3	58.7	62.4
10012	0	0	58.7	62.4
10012	1	-1	58.7	62.4
10012	2	1	58.7	62.4
10012	5	2	58.7	62.4
10012	6	-2	58.7	62.4
20001	-4	4	78.08	71.09
20001	-3	3	76	66.37
20001	0	0	76.08	68.22
20001	1	-1	74.67	73.92
20001	2	1	74.68	76.25
20001	5	2	69.7	62.34
20001	6	-2	76.28	67.46
20002	-4	4	77.66	69.73
20002	-3	3	77.99	68.03
20002	0	0	77.92	68.51
20002	1	-1	77.93	67.87
20002	2	1	77.93	67.73
20002	5	2	76.3	70.01
20002	6	-2	77.92	68.65
20003	-4	4	73.97	62.16
20003	-3	3	79.44	62.91
20003	0	0	76.2	62.54
20003	1	-1	73.22	60.68
20003	2	1	73.2	60.77
20003	5	2	75.58	59.67
20003	6	-2	77.41	62.71
20004	-4	4	71.05	65.37
20004	-3	3	69.17	65.47
20004	0	0	70.46	65.45
20004	1	-1	76.97	68.54
20004	2	1	76.97	68.87
20004	5	2	77.2	65.59
20004	6	-2	70.2	65.4
20005	-4	4	55.3	36.8
20005	-3	3	55.3	36.8
20005	0	0	46.4	36.8
20005	1	-1	46.3	36.8
20005	2	1	46.3	36.8
20005	5	2	46.3	36.8
20005	6	-2	55.3	36.8
20006	-4	4	64.29	57.01
20006	-3	3	68.98	62.23
20006	0	0	65.12	57.2
20006	1	-1	59.73	50.63
20006	2	1	59.75	51.39
20006	5	2	52.3	46.6
20006	6	-2	68.38	61.19
20007	-4	4	55.68	62.98
20007	-3	3	57.93	62.58
20007	0	0	57.43	62.74
20007	1	-1	65.67	65.88
20007	2	1	67.3	66.61
20007	5	2	56.96	65.61
20007	6	-2	57.32	62.64
20008	-4	4	55.2	55.39
20008	-3	3	64.03	56.71
20008	0	0	64.14	56.6
20008	1	-1	65.04	55.52
20008	2	1	64.99	56.77
20008	5	2	66.2	54.44
20008	6	-2	63.99	56.7
20009	-4	4	47.43	46.43
20009	-3	3	48.04	47.41
20009	0	0	47.88	48.45
20009	1	-1	46.82	61.77
20009	2	1	46.9	61.79
20009	5	2	40.19	61.73
20009	6	-2	47.98	47.36
20010	-4	4	38.28	41.31
20010	-3	3	39.03	39.31
20010	0	0	39.29	39.61
20010	1	-1	47.57	53.92
20010	2	1	48.25	53.7
20010	5	2	38.75	54.4
20010	6	-2	38.99	39.34
20011	-4	4	33.1	25.9
20011	-3	3	31.56	25.43
20011	0	0	31.56	25.43
20011	1	-1	31.87	25.71
20011	2	1	49.8	21.2
20011	5	2	25.9	35.5
20011	6	-2	31.56	25.43
20012	-4	4	33.3	34.06
20012	-3	3	33.82	35.33
20012	0	0	35.55	36.22
20012	1	-1	50.94	47.72
20012	2	1	51.02	48.09
20012	5	2	48.86	45.85
20012	6	-2	33.71	35.08
20013	-4	4	57.24	46.5
20013	-3	3	42.54	40.67
20013	0	0	50.33	41.21
20013	1	-1	51.18	46.69
20013	2	1	51.46	46.1
20013	5	2	50.58	47.06
20013	6	-2	50.31	40.99
20014	-4	4	38.28	16.8
20014	-3	3	31.28	16.8
20014	0	0	32.91	23.22
20014	1	-1	40.62	32.7
20014	2	1	47.9	32.7
20014	5	2	40.5	32.7
20014	6	-2	31.38	16.8
20015	-4	4	29.57	38.66
20015	-3	3	30.26	33.88
20015	0	0	30.45	34.57
20015	1	-1	35.65	45.4
20015	2	1	35.03	45.4
20015	5	2	40.5	45.4
20015	6	-2	30.19	34.12
20016	-4	4	58.7	62.4
20016	-3	3	58.7	62.4
20016	0	0	58.7	62.4
20016	1	-1	58.7	62.4
20016	2	1	58.7	62.4
20016	5	2	58.7	62.4
20016	6	-2	58.7	62.4
