soc2000	stdempst	usempst	mcamsis	fcamsis
585	-4	3	70.9	59.6
585	-3	1	61.9	59.6
585	0	0	41.09	35.5
585	1	-1	63.02	59.6
585	2	-5	63.02	59.6
585	5	2	40.7	59.6
585	6	-2	40.73	34.77
586	-6	5	45.4	46.8
586	-5	4	48.7	46.3
586	-4	3	70.9	67.4
586	-3	1	61.9	64.1
586	0	0	48.4	47.75
586	1	-1	67.85	66.78
586	2	-5	67.63	66.08
586	5	2	69.6	69.6
586	6	-2	46.8	46.61
590	-6	5	40.2	34.3
590	-5	4	48.2	39.7
590	-4	3	42.3	59.6
590	-3	1	61.9	59.6
590	0	0	42.93	36.33
590	1	-1	63.44	59.6
590	2	-5	61.9	59.6
590	5	2	69.6	59.6
590	6	-2	42.31	35.59
591	-6	5	61	55.4
591	-5	4	61	55.4
591	-4	3	61	77.9
591	-3	1	54.1	64.3
591	0	0	60.85	56.55
591	1	-1	54.1	66.44
591	2	-5	54.1	65.81
591	5	2	61	77.9
591	6	-2	61	55.4
592	-6	5	47.7	51.6
592	-5	4	60.2	49.9
592	-4	3	73.7	50.8
592	-3	1	54.1	64.3
592	0	0	52.97	51.35
592	1	-1	68.1	64.3
592	2	-5	68.1	64.3
592	5	2	51.6	50.8
592	6	-2	51.71	50.8
593	-6	5	53.3	48.7
593	-5	4	60.1	54.6
593	-4	3	73.7	77.9
593	-3	1	54.1	64.3
593	0	0	55.96	51.87
593	1	-1	62.96	67.63
593	2	-5	62.14	66.9
593	5	2	73.7	77.9
593	6	-2	55.72	51.26
600	-6	5	35.7	40.6
600	-5	4	60.8	40.6
600	-4	3	57.6	49.4
600	-3	1	59.1	49.4
600	0	0	40.51	41.23
600	1	-1	58.25	49.4
600	2	-5	58.25	49.4
600	5	2	41.3	40.6
600	6	-2	38.06	40.6
601	-6	5	46.7	40.6
601	-5	4	46.7	46.5
601	-4	3	46.7	46.5
601	-3	1	46.7	49.4
601	0	0	46.7	45.2
601	1	-1	46.7	49.4
601	2	-5	46.7	49.4
601	5	2	46.7	46.5
601	6	-2	46.7	45.11
602	-6	5	26.9	15.8
602	-5	4	42.6	39
602	-4	3	52.4	19.6
602	-3	1	40.7	49.4
602	0	0	41.16	32.9
602	1	-1	45.43	36.56
602	2	-5	46.55	34.5
602	5	2	43.2	40.7
602	6	-2	34.75	27.4
603	-6	5	26.9	15.8
603	-5	4	42.6	39
603	-4	3	52.4	19.6
603	-3	1	40.7	49.4
603	0	0	41.16	32.9
603	1	-1	45.43	36.56
603	2	-5	46.55	34.5
603	5	2	43.2	40.7
603	6	-2	34.75	27.4
604	-6	5	27.3	5.1
604	-5	4	27.3	5.1
604	-4	3	27.3	49.4
604	-3	1	35.8	49.4
604	0	0	27.59	6.5
604	1	-1	35.8	48.37
604	2	-5	35.8	49.4
604	5	2	27.3	40.7
604	6	-2	27.3	5.1
605	-6	5	24.9	16.8
605	-5	4	33.4	35.3
605	-4	3	47.4	49.4
605	-3	1	35.8	49.4
605	0	0	26.33	20.2
605	1	-1	42.89	41.39
605	2	-5	37.84	49.4
605	5	2	43.2	40.7
605	6	-2	25.15	17.3
610	-6	5	31.4	16.8
610	-5	4	33.4	35.3
610	-4	3	53.9	49.4
610	-3	1	45.5	49.4
610	0	0	42.95	41.22
610	1	-1	47.36	49.4
610	2	-5	47.38	49.4
610	5	2	43.2	40.7
610	6	-2	31.63	26.05
611	-6	5	26.9	15.8
611	-5	4	42.6	39
611	-4	3	52.4	19.6
611	-3	1	40.7	49.4
611	0	0	41.16	32.9
611	1	-1	45.43	36.56
611	2	-5	46.55	34.5
611	5	2	43.2	40.7
611	6	-2	34.75	27.4
612	-6	5	32.8	16.8
612	-5	4	31.7	35.3
612	-4	3	47.4	49.4
612	-3	1	35.8	49.4
612	0	0	33.16	30.29
612	1	-1	39.31	49.4
612	2	-5	38.96	49.4
612	5	2	43.2	49.4
612	6	-2	32.45	24.94
613	-6	5	28.3	16.8
613	-5	4	33.4	35.3
613	-4	3	47.4	49.4
613	-3	1	35.8	49.4
613	0	0	32.2	32.48
613	1	-1	37.6	48.73
613	2	-5	37.53	49.4
613	5	2	43.2	40.7
613	6	-2	28.45	20.06
620	-6	5	44.7	43.8
620	-5	4	44.4	49.4
620	-4	3	63.4	62.6
620	-3	1	53.6	62.3
620	0	0	48.15	50.58
620	1	-1	58.13	62.48
620	2	-5	58.11	62.47
620	5	2	63.4	62.6
620	6	-2	44.65	44.85
621	-6	5	39.7	31.7
621	-5	4	30.4	31.7
621	-4	3	52	57.8
621	-3	1	44.6	53.1
621	0	0	38.75	31.7
621	1	-1	47.56	52.73
621	2	-5	47.56	55.45
621	5	2	38.5	47.3
621	6	-2	38.53	31.7
622	-6	5	32.1	31.7
622	-5	4	33.3	43.5
622	-4	3	52	57.8
622	-3	1	44.6	48.1
622	0	0	36.25	36.21
622	1	-1	46.5	47.94
622	2	-5	46.5	48.1
622	5	2	45.2	47.3
622	6	-2	32.16	31.7
623	-6	5	36.5	31.7
623	-5	4	42.8	31.7
623	-4	3	51.3	51.8
623	-3	1	47.6	51.8
623	0	0	41.12	39.5
623	1	-1	48.18	51.11
623	2	-5	48.21	51.8
623	5	2	45.2	47.3
623	6	-2	36.98	31.7
624	-6	5	33.7	31.7
624	-5	4	27.9	43.5
624	-4	3	50.1	52
624	-3	1	45.9	48.1
624	0	0	40.07	39.8
624	1	-1	46.68	48.21
624	2	-5	46.69	48.49
624	5	2	45.2	47.3
624	6	-2	33.6	31.7
625	-6	5	31.7	28.6
625	-5	4	27.9	43.5
625	-4	3	51.9	57.8
625	-3	1	38.6	48.1
625	0	0	33.24	34.01
625	1	-1	43.12	52.95
625	2	-5	43.37	52.95
625	5	2	32	47.3
625	6	-2	31.6	28.6
626	-6	5	29.3	28.6
626	-5	4	33.1	28.6
626	-4	3	50.2	52
626	-3	1	44.3	48.1
626	0	0	33.13	33.98
626	1	-1	45.17	48.93
626	2	-5	45.41	49.05
626	5	2	32	47.3
626	6	-2	29.68	28.6
630	-6	5	28.6	29.3
630	-5	4	28.6	43.5
630	-4	3	50.2	57.8
630	-3	1	44.3	53.1
630	0	0	29.77	29.3
630	1	-1	48.23	52.73
630	2	-5	48.23	55.45
630	5	2	28.6	47.3
630	6	-2	28.6	29.3
631	-6	5	37.3	33.7
631	-5	4	40.1	43.5
631	-4	3	56.2	57.8
631	-3	1	47.3	53.1
631	0	0	43.78	47.08
631	1	-1	47.16	52.73
631	2	-5	51.75	55.45
631	5	2	38	47.3
631	6	-2	38.7	38.6
632	-6	5	36.7	29.3
632	-5	4	37.2	29.3
632	-4	3	52.4	29.3
632	-3	1	44.7	48.1
632	0	0	37.73	29.9
632	1	-1	46.79	48.1
632	2	-5	47.03	48.1
632	5	2	32	29.3
632	6	-2	36.83	29.3
633	-6	5	31.5	32.4
633	-5	4	27.9	32.4
633	-4	3	40.8	52
633	-3	1	36.5	48.1
633	0	0	33.25	38.2
633	1	-1	37.19	48.53
633	2	-5	37.25	48.53
633	5	2	32	32.4
633	6	-2	31.43	32.4
634	-6	5	37.3	33.7
634	-5	4	40.1	43.5
634	-4	3	56.2	57.8
634	-3	1	47.3	53.1
634	0	0	43.78	47.08
634	1	-1	47.16	52.73
634	2	-5	51.75	55.45
634	5	2	38	47.3
634	6	-2	38.7	38.6
635	-6	5	43.9	32.4
635	-5	4	46.1	32.4
635	-4	3	62.1	58.3
635	-3	1	54.1	56.8
635	0	0	45.56	34.52
635	1	-1	56.66	57.26
635	2	-5	56.63	57.26
635	5	2	62.1	47.3
635	6	-2	44.18	32.4
636	-6	5	41.7	32.4
636	-5	4	41.7	43.5
636	-4	3	60	57.8
636	-3	1	59.2	56.8
636	0	0	45.28	40.08
636	1	-1	59.54	57
636	2	-5	59.53	57
636	5	2	60	47.3
636	6	-2	41.7	32.4
640	-6	5	34.4	30
640	-5	4	38	30
640	-4	3	49.2	57.8
640	-3	1	45.4	53.1
640	0	0	35.38	30
640	1	-1	46.8	52.73
640	2	-5	46.8	55.45
640	5	2	34.4	47.3
640	6	-2	34.57	30
641	-6	5	37.3	33.7
641	-5	4	40.1	43.5
641	-4	3	56.2	57.8
641	-3	1	47.3	53.1
641	0	0	43.78	47.08
641	1	-1	47.16	52.73
641	2	-5	51.75	55.45
641	5	2	38	47.3
641	6	-2	38.7	38.6
642	-6	5	28.2	30
642	-5	4	38	30
642	-4	3	49.2	58.3
642	-3	1	45.4	56.8
642	0	0	36.17	43.11
642	1	-1	45.83	56.44
642	2	-5	45.96	57.02
642	5	2	31.7	47.3
642	6	-2	29.42	30
643	-6	5	42.1	38.1
643	-5	4	42.1	49.4
643	-4	3	52.4	49.4
643	-3	1	52.4	49.4
643	0	0	48.62	47.59
643	1	-1	52.4	49.4
643	2	-5	52.4	49.4
643	5	2	48.7	49.4
643	6	-2	42.1	38.1
644	-6	5	39.8	38.1
644	-5	4	39.2	38.1
644	-4	3	57.5	52
644	-3	1	48.9	48.1
644	0	0	41.81	40.93
644	1	-1	51.98	50.02
644	2	-5	52.05	50.7
644	5	2	31.7	47.3
644	6	-2	39.73	38.1
645	-6	5	37.3	33.7
645	-5	4	40.1	43.5
645	-4	3	56.2	57.8
645	-3	1	47.3	53.1
645	0	0	43.78	47.08
645	1	-1	47.16	52.73
645	2	-5	51.75	55.45
645	5	2	38	47.3
645	6	-2	38.7	38.6
646	-6	5	30.1	38.1
646	-5	4	30.1	43.5
646	-4	3	57.4	57.8
646	-3	1	45.1	53.1
646	0	0	34.32	38.1
646	1	-1	48.21	52.73
646	2	-5	48.21	55.45
646	5	2	34.3	47.3
646	6	-2	30.1	38.1
650	-6	5	37.3	33.7
650	-5	4	40.1	43.5
650	-4	3	56.2	57.8
650	-3	1	47.3	53.1
650	0	0	43.78	47.08
650	1	-1	47.16	52.73
650	2	-5	51.75	55.45
650	5	2	38	47.3
650	6	-2	38.7	38.6
651	-6	5	28	38.1
651	-5	4	31.8	43.5
651	-4	3	48.7	52
651	-3	1	36.7	48.1
651	0	0	31.29	41.72
651	1	-1	39.79	49.77
651	2	-5	39.81	49.77
651	5	2	31.7	47.3
651	6	-2	28.1	38.41
652	-6	5	39.7	42.7
652	-5	4	38.7	42.7
652	-4	3	51.7	52
652	-3	1	46.3	48.1
652	0	0	40.28	43.45
652	1	-1	47.82	49.66
652	2	-5	47.96	49.66
652	5	2	31.7	42.7
652	6	-2	39.64	42.7
653	-6	5	38.8	42.7
653	-5	4	34.5	42.7
653	-4	3	51.7	52
653	-3	1	46.3	48.1
653	0	0	38.87	44.03
653	1	-1	48.14	50.05
653	2	-5	48.61	50.05
653	5	2	31.7	47.3
653	6	-2	38.41	42.7
660	-6	5	26.5	25.7
660	-5	4	41.3	25.7
660	-4	3	52.1	52
660	-3	1	49.6	48.1
660	0	0	29.29	33.48
660	1	-1	50.38	48.45
660	2	-5	50.38	48.96
660	5	2	28.1	47.3
660	6	-2	28.06	25.7
666	-6	5	45.9	48.3
666	-5	4	50.9	48.8
666	-4	3	68.4	58.3
666	-3	1	62.5	56.8
666	0	0	50.74	49.66
666	1	-1	64.77	57.2
666	2	-5	64.77	57.2
666	5	2	50.7	48.6
666	6	-2	49.35	48.58
670	-6	5	49.3	42
670	-5	4	49.3	42
670	-4	3	52.1	57.8
670	-3	1	49.6	53.1
670	0	0	49.33	42
670	1	-1	50.6	52.73
670	2	-5	50.6	55.45
670	5	2	49.3	47.3
670	6	-2	49.3	42
671	-6	5	28.7	42
671	-5	4	32.1	43.5
671	-4	3	52.1	57.8
671	-3	1	40	53.1
671	0	0	33.75	47.55
671	1	-1	42.5	53.1
671	2	-5	42.65	53.1
671	5	2	31.7	47.3
671	6	-2	28.7	42
672	-6	5	33.3	42
672	-5	4	31	42
672	-4	3	32.8	42
672	-3	1	49.6	42
672	0	0	33.35	42
672	1	-1	49.6	42
672	2	-5	49.6	42
672	5	2	32.8	42
672	6	-2	32.79	42
673	-6	5	29.8	31.7
673	-5	4	33.2	31.7
673	-4	3	52.1	31.7
673	-3	1	39.5	48.1
673	0	0	33	32.52
673	1	-1	42.65	48.1
673	2	-5	42.65	48.1
673	5	2	32.9	31.7
673	6	-2	32.74	31.7
674	-6	5	31.6	33.7
674	-5	4	35.7	43.5
674	-4	3	31.6	57.8
674	-3	1	31.6	53.1
674	0	0	32.39	47.08
674	1	-1	31.6	52.73
674	2	-5	31.6	55.45
674	5	2	31.6	47.3
674	6	-2	32.39	38.6
675	-6	5	38	33.7
675	-5	4	32.4	43.5
675	-4	3	52.1	57.8
675	-3	1	49.6	53.1
675	0	0	39.11	47.08
675	1	-1	49.83	52.73
675	2	-5	49.83	55.45
675	5	2	35.5	47.3
675	6	-2	35.42	38.6
676	-6	5	33.9	42
676	-5	4	35.7	43.5
676	-4	3	52.1	57.8
676	-3	1	49.6	48.1
676	0	0	37.05	44.03
676	1	-1	49.59	48.1
676	2	-5	49.91	48.1
676	5	2	31.7	47.3
676	6	-2	34.12	42
680	-6	5	39.4	18.3
680	-5	4	39.4	18.3
680	-4	3	48.5	18.3
680	-3	1	42.2	18.3
680	0	0	39.56	18.3
680	1	-1	43.46	18.3
680	2	-5	43.46	18.3
680	5	2	39.4	18.3
680	6	-2	39.4	18.3
681	-6	5	35.7	18.3
681	-5	4	45.3	18.3
681	-4	3	48.5	18.3
681	-3	1	42.2	18.3
681	0	0	41.78	18.3
681	1	-1	42.63	18.3
681	2	-5	45.35	18.3
681	5	2	37.2	18.3
681	6	-2	40.5	18.3
682	-6	5	37.1	18.3
682	-5	4	37.1	18.3
682	-4	3	48.5	18.3
682	-3	1	42.2	18.3
682	0	0	38.84	18.3
682	1	-1	45.26	18.3
682	2	-5	45.26	18.3
682	5	2	39.2	18.3
682	6	-2	37.1	18.3
683	-6	5	35.6	18.3
683	-5	4	45.3	18.3
683	-4	3	48.5	18.3
683	-3	1	42.2	18.3
683	0	0	41.43	18.3
683	1	-1	44.3	18.3
683	2	-5	44.3	18.3
683	5	2	41.6	18.3
683	6	-2	41.38	18.3
684	-6	5	33.9	18.3
684	-5	4	33.9	18.3
684	-4	3	48.5	52
684	-3	1	42.2	18.3
684	0	0	34.15	20.17
684	1	-1	45.06	52
684	2	-5	45.06	52
684	5	2	33.9	18.3
684	6	-2	33.9	18.3
691	-6	5	35.7	18.3
691	-5	4	45.3	18.3
691	-4	3	48.5	18.3
691	-3	1	42.2	18.3
691	0	0	41.78	18.3
691	1	-1	42.63	18.3
691	2	-5	45.35	18.3
691	5	2	37.2	18.3
691	6	-2	40.5	18.3
692	-6	5	35.7	18.3
692	-5	4	45.3	18.3
692	-4	3	48.5	18.3
692	-3	1	42.2	18.3
692	0	0	41.78	18.3
692	1	-1	42.63	18.3
692	2	-5	45.35	18.3
692	5	2	37.2	18.3
692	6	-2	40.5	18.3
693	-6	5	35.7	18.3
693	-5	4	45.3	18.3
693	-4	3	48.5	18.3
693	-3	1	42.2	18.3
693	0	0	41.78	18.3
693	1	-1	42.63	18.3
693	2	-5	45.35	18.3
693	5	2	37.2	18.3
693	6	-2	40.5	18.3
694	-6	5	36.1	18.3
694	-5	4	45.3	18.3
694	-4	3	48.5	18.3
694	-3	1	42.2	18.3
694	0	0	36.81	18.3
694	1	-1	45	18.3
694	2	-5	45	18.3
694	5	2	36.1	18.3
694	6	-2	36.45	18.3
700	-6	5	45.1	49.3
700	-5	4	43.9	46.1
700	-4	3	67.9	59.2
700	-3	1	56.1	59.2
700	0	0	45.67	49.36
700	1	-1	63.17	59.2
700	2	-5	63.26	59.2
700	5	2	56.6	48.9
700	6	-2	44.79	48.89
701	-6	5	48.4	50.6
701	-5	4	48.9	52.2
701	-4	3	58.2	59.2
701	-3	1	55.2	59.2
701	0	0	49.07	51.42
701	1	-1	56.09	59.2
701	2	-5	56.09	59.2
701	5	2	56.6	51.7
701	6	-2	48.48	51.14
702	-6	5	49.3	46.6
702	-5	4	44.8	46.6
702	-4	3	49.2	46.6
702	-3	1	53.2	59.2
702	0	0	48.98	46.64
702	1	-1	51.66	59.2
702	2	-5	51.66	59.2
702	5	2	49	46.6
702	6	-2	48.9	46.6
703	-6	5	45.7	42.1
703	-5	4	41.9	42.1
703	-4	3	62.3	55
703	-3	1	45.2	60.3
703	0	0	43.63	42.1
703	1	-1	53.75	52.66
703	2	-5	53.75	57.65
703	5	2	43.5	42.7
703	6	-2	43.44	42.1
704	-6	5	38.1	43.5
704	-5	4	44	43.5
704	-4	3	53.8	43.5
704	-3	1	53.8	43.5
704	0	0	41.02	43.5
704	1	-1	53.9	43.5
704	2	-5	53.8	43.5
704	5	2	56.6	43.5
704	6	-2	39.03	43.5
705	-6	5	39.6	40.4
705	-5	4	42	49.1
705	-4	3	55.9	55
705	-3	1	45.7	60.3
705	0	0	46.4	49.5
705	1	-1	50.13	52.66
705	2	-5	50.8	57.65
705	5	2	48.8	42.7
705	6	-2	40.8	44.75
710	-6	5	42.2	43.5
710	-5	4	42.4	43.5
710	-4	3	62.3	55
710	-3	1	45.2	60.3
710	0	0	42.4	43.5
710	1	-1	48.05	52.66
710	2	-5	48.05	57.65
710	5	2	42.3	42.7
710	6	-2	42.27	43.5
711	-6	5	43.8	43.5
711	-5	4	43.8	49.1
711	-4	3	62.3	55
711	-3	1	45.2	60.3
711	0	0	43.95	43.5
711	1	-1	48.05	52.66
711	2	-5	48.05	57.65
711	5	2	43.8	42.7
711	6	-2	43.8	43.5
712	-6	5	39.4	42.1
712	-5	4	39.4	42.1
712	-4	3	62.3	42.1
712	-3	1	45.2	55.1
712	0	0	42.32	44.92
712	1	-1	48.16	55.1
712	2	-5	48.16	55.1
712	5	2	42.7	42.1
712	6	-2	39.4	42.1
713	-6	5	46.5	43.5
713	-5	4	46.5	43.5
713	-4	3	61.2	55
713	-3	1	62.5	60.3
713	0	0	48.22	49.16
713	1	-1	61.9	57.65
713	2	-5	61.9	57.65
713	5	2	48.2	42.7
713	6	-2	46.5	43.5
714	-6	5	46.9	33.9
714	-5	4	43.2	45.6
714	-4	3	63.4	39.1
714	-3	1	63.4	39.1
714	0	0	46	39.01
714	1	-1	63.23	39.1
714	2	-5	63.4	39.1
714	5	2	56.6	39.1
714	6	-2	45.63	39.01
715	-6	5	33.8	28.2
715	-5	4	38.7	49.1
715	-4	3	51.3	67.3
715	-3	1	39.5	67.3
715	0	0	35.94	43.43
715	1	-1	42.33	66.27
715	2	-5	42.38	67.3
715	5	2	35.7	55
715	6	-2	33.95	28.2
716	-6	5	32.4	28.2
716	-5	4	38.1	49.1
716	-4	3	51.3	55
716	-3	1	57.4	60.3
716	0	0	39.04	28.2
716	1	-1	56.06	52.66
716	2	-5	56.06	57.65
716	5	2	38.1	42.7
716	6	-2	32.4	28.2
720	-6	5	36.2	28.2
720	-5	4	38.2	28.2
720	-4	3	53.4	67.3
720	-3	1	40.4	67.3
720	0	0	38.11	39.13
720	1	-1	43.68	66.46
720	2	-5	43.79	67.3
720	5	2	35.7	55
720	6	-2	36.36	28.2
721	-6	5	36.8	28.2
721	-5	4	39.4	28.2
721	-4	3	58	55
721	-3	1	43.9	55.1
721	0	0	38.03	34.59
721	1	-1	48.14	55.04
721	2	-5	47.95	55.06
721	5	2	56.6	55
721	6	-2	37.31	28.2
722	-6	5	37.6	25.5
722	-5	4	41.9	25.5
722	-4	3	45.5	55
722	-3	1	50.1	60.3
722	0	0	39.03	38.14
722	1	-1	48.94	55
722	2	-5	48.63	57.65
722	5	2	56.6	55
722	6	-2	38.25	25.5
723	-6	5	39.6	40.4
723	-5	4	42	49.1
723	-4	3	55.9	55
723	-3	1	45.7	60.3
723	0	0	46.4	49.5
723	1	-1	50.13	52.66
723	2	-5	50.8	57.65
723	5	2	48.8	42.7
723	6	-2	40.8	44.75
724	-6	5	36.7	25.5
724	-5	4	39.3	25.5
724	-4	3	52.1	55
724	-3	1	48.5	55.1
724	0	0	40.86	31.36
724	1	-1	49.39	50.93
724	2	-5	49.25	55.05
724	5	2	56.6	42.7
724	6	-2	36.93	25.5
725	-6	5	39.6	40.4
725	-5	4	42	49.1
725	-4	3	55.9	55
725	-3	1	45.7	60.3
725	0	0	46.4	49.5
725	1	-1	50.13	52.66
725	2	-5	50.8	57.65
725	5	2	48.8	42.7
725	6	-2	40.8	44.75
726	-6	5	28.2	25.5
726	-5	4	28.2	25.5
726	-4	3	55.1	25.5
726	-3	1	47.8	55.1
726	0	0	31.11	27.77
726	1	-1	49.49	55.1
726	2	-5	49.36	55.1
726	5	2	56.6	25.5
726	6	-2	28.2	25.5
730	-6	5	42.7	34.5
730	-5	4	42.7	34.5
730	-4	3	44.2	55
730	-3	1	44.2	55.1
730	0	0	42.75	36.08
730	1	-1	44.2	55.1
730	2	-5	44.2	55.1
730	5	2	42.7	42.7
730	6	-2	42.7	34.5
731	-6	5	41.9	34.5
731	-5	4	42.6	34.5
731	-4	3	58.2	55
731	-3	1	52.1	55.1
731	0	0	44.06	40.23
731	1	-1	54.53	55.06
731	2	-5	54.52	55.06
731	5	2	56.6	34.5
731	6	-2	41.99	34.5
732	-6	5	41.3	34.5
732	-5	4	41.3	34.5
732	-4	3	63.3	55
732	-3	1	46.2	55.1
732	0	0	43.99	41.35
732	1	-1	49.79	55.06
732	2	-5	49.76	55.07
732	5	2	56.6	55
732	6	-2	41.3	34.5
733	-6	5	34.3	28.4
733	-5	4	40.1	28.4
733	-4	3	57	28.4
733	-3	1	51.3	55.1
733	0	0	35.16	29.28
733	1	-1	53.47	55.08
733	2	-5	53.32	55.1
733	5	2	56.6	55
733	6	-2	34.7	28.4
734	-6	5	35.9	36.9
734	-5	4	40.8	46.2
734	-4	3	45.7	55
734	-3	1	44.2	55.1
734	0	0	37.52	39.51
734	1	-1	45.29	55.05
734	2	-5	44.61	55.06
734	5	2	56.6	55
734	6	-2	37.16	38.84
735	-6	5	36.4	36.9
735	-5	4	36.4	36.9
735	-4	3	36.4	55
735	-3	1	44.2	60.3
735	0	0	36.43	36.9
735	1	-1	44.2	52.66
735	2	-5	44.2	57.65
735	5	2	36.4	42.7
735	6	-2	36.4	36.9
736	-6	5	38.9	29.5
736	-5	4	38.9	49.1
736	-4	3	44.2	55
736	-3	1	44.2	55.1
736	0	0	38.95	33.15
736	1	-1	44.2	55.05
736	2	-5	44.2	55.05
736	5	2	38.9	42.7
736	6	-2	38.9	29.5
741	-6	5	44.7	40.3
741	-5	4	44.4	40.3
741	-4	3	53.8	40.3
741	-3	1	53.8	40.3
741	0	0	44.75	40.3
741	1	-1	53.8	40.3
741	2	-5	53.8	40.3
741	5	2	44.7	40.3
741	6	-2	44.64	40.3
742	-6	5	45.3	39.7
742	-5	4	39	39.7
742	-4	3	53.8	39.7
742	-3	1	53.8	39.7
742	0	0	45.38	39.7
742	1	-1	53.8	39.7
742	2	-5	53.8	39.7
742	5	2	45.4	39.7
742	6	-2	45.18	39.7
743	-6	5	49.1	36.7
743	-5	4	47.9	36.7
743	-4	3	62.3	62.6
743	-3	1	64.3	62.6
743	0	0	52.02	42.13
743	1	-1	63.95	62.6
743	2	-5	64	62.6
743	5	2	56.6	62.6
743	6	-2	48.86	36.7
751	-6	5	39.8	40.7
751	-5	4	39.8	40.7
751	-4	3	55.1	62.6
751	-3	1	44.8	62.6
751	0	0	41.14	47.12
751	1	-1	49.16	62.6
751	2	-5	48.35	62.6
751	5	2	56.6	62.6
751	6	-2	39.8	40.7
752	-6	5	39.6	40.4
752	-5	4	42	49.1
752	-4	3	55.9	55
752	-3	1	45.7	60.3
752	0	0	46.4	49.5
752	1	-1	50.13	52.66
752	2	-5	50.8	57.65
752	5	2	48.8	42.7
752	6	-2	40.8	44.75
753	-6	5	39.6	40.4
753	-5	4	42	49.1
753	-4	3	55.9	55
753	-3	1	45.7	60.3
753	0	0	46.4	49.5
753	1	-1	50.13	52.66
753	2	-5	50.8	57.65
753	5	2	48.8	42.7
753	6	-2	40.8	44.75
754	-6	5	48.9	36.7
754	-5	4	47.2	36.7
754	-4	3	66.7	55
754	-3	1	53.1	62.6
754	0	0	51.83	48.78
754	1	-1	57.69	58.02
754	2	-5	57.7	60.06
754	5	2	56.6	42.7
754	6	-2	48.3	36.7
755	-6	5	24.8	29.5
755	-5	4	24.8	49.1
755	-4	3	43.8	55
755	-3	1	43.8	60.3
755	0	0	30.55	34.63
755	1	-1	43.8	60.3
755	2	-5	43.8	60.3
755	5	2	30.4	42.7
755	6	-2	24.8	29.5
756	-6	5	38.9	40.4
756	-5	4	38.9	49.1
756	-4	3	55.1	55
756	-3	1	48.6	60.3
756	0	0	39.59	55
756	1	-1	53.8	55
756	2	-5	53.8	55
756	5	2	38.9	42.7
756	6	-2	38.9	44.75
760	-6	5	39.6	40.4
760	-5	4	42	49.1
760	-4	3	55.9	55
760	-3	1	45.7	60.3
760	0	0	46.4	49.5
760	1	-1	50.13	52.66
760	2	-5	50.8	57.65
760	5	2	48.8	42.7
760	6	-2	40.8	44.75
761	-6	5	29.3	29.5
761	-5	4	29.3	29.5
761	-4	3	55.1	55
761	-3	1	48.6	55.1
761	0	0	30.25	33.33
761	1	-1	54.22	55.06
761	2	-5	51.85	55.06
761	5	2	56.6	42.7
761	6	-2	29.3	29.5
762	-6	5	38.8	29.5
762	-5	4	37.9	46.2
762	-4	3	55.1	55
762	-3	1	48.6	55.1
762	0	0	41.07	36.86
762	1	-1	50.4	54.65
762	2	-5	50.3	55.07
762	5	2	56.6	36.9
762	6	-2	38.65	31.65
770	-6	5	39.5	37.6
770	-5	4	45.5	47.1
770	-4	3	64.3	60.7
770	-3	1	56.8	61
770	0	0	41.07	39.68
770	1	-1	61.42	60.84
770	2	-5	61.36	60.85
770	5	2	64.3	60.7
770	6	-2	39.84	38.09
771	-6	5	33	23.5
771	-5	4	33	23.5
771	-4	3	64.3	23.5
771	-3	1	33	23.5
771	0	0	33.52	23.5
771	1	-1	64.3	23.5
771	2	-5	64.3	23.5
771	5	2	33	23.5
771	6	-2	33	23.5
772	-6	5	30.1	26.8
772	-5	4	30.1	26.8
772	-4	3	59.1	54.1
772	-3	1	55.7	54.1
772	0	0	30.34	27.08
772	1	-1	56.05	54.1
772	2	-5	56.12	54.1
772	5	2	55.5	26.8
772	6	-2	30.1	26.8
773	-6	5	34.7	25.2
773	-5	4	34.7	25.2
773	-4	3	59.1	25.2
773	-3	1	55.7	25.2
773	0	0	35.39	25.2
773	1	-1	57.64	25.2
773	2	-5	57.64	25.2
773	5	2	34.7	25.2
773	6	-2	34.7	25.2
774	-6	5	39.3	23.3
774	-5	4	39.3	36.8
774	-4	3	59.1	51.5
774	-3	1	55.7	53.1
774	0	0	40.24	23.3
774	1	-1	56.88	50.16
774	2	-5	56.97	52.3
774	5	2	55.5	45.9
774	6	-2	39.3	23.3
775	-6	5	31.2	23.3
775	-5	4	26.9	24.3
775	-4	3	59.1	54.1
775	-3	1	55.7	56.8
775	0	0	32.18	24.13
775	1	-1	56.52	56.07
775	2	-5	56.56	56.21
775	5	2	55.5	54.1
775	6	-2	31.13	23.31
780	-6	5	27.2	26.8
780	-5	4	27.2	33.3
780	-4	3	60.1	45.4
780	-3	1	50.4	47
780	0	0	31.81	29.52
780	1	-1	54.33	46.57
780	2	-5	54.17	46.64
780	5	2	60.1	45.4
780	6	-2	27.2	27.4
781	-6	5	32.7	15.3
781	-5	4	29.6	15.3
781	-4	3	49.4	45.4
781	-3	1	55.1	54.9
781	0	0	33.8	16.51
781	1	-1	52.3	51.54
781	2	-5	52.44	52.86
781	5	2	49.4	45.4
781	6	-2	32.64	15.3
782	-6	5	33.5	23.4
782	-5	4	41.9	36.8
782	-4	3	57.4	51.5
782	-3	1	51.6	53.1
782	0	0	47.98	42.14
782	1	-1	54.83	50.16
782	2	-5	54.5	52.3
782	5	2	55.5	45.9
782	6	-2	37.7	30.1
783	-6	5	24.5	20.3
