soc2000	stdempst	usempst	mcamsis	fcamsis
400	-3	1	44.8	57.5
400	0	0	37.57	40.35
400	1	-1	50.86	56.22
400	2	-5	51.44	57.5
400	5	2	34.5	41.7
400	6	-2	35.78	38.14
401	-6	5	38.3	32.3
401	-5	4	37.3	38.5
401	-4	3	47.9	57.5
401	-3	1	46.4	49.6
401	0	0	40.01	35.47
401	1	-1	46.58	52.79
401	2	-5	47.18	53.31
401	5	2	34.5	41.7
401	6	-2	38.18	33.82
402	-6	5	19.6	21.3
402	-5	4	32.9	31.7
402	-4	3	40.4	38
402	-3	1	34.5	38.7
402	0	0	22.71	25.4
402	1	-1	36.77	38.79
402	2	-5	36.91	38.48
402	5	2	34.5	41.7
402	6	-2	20.95	24.62
403	-6	5	18.5	27.4
403	-5	4	31.4	34.7
403	-4	3	62.9	53
403	-3	1	46.5	58.5
403	0	0	22.84	30.22
403	1	-1	49.66	54.58
403	2	-5	52.14	56.81
403	5	2	34.5	41.7
403	6	-2	19.53	29.29
404	-6	5	42.7	38.1
404	-5	4	21.2	33.8
404	-4	3	62.9	37.1
404	-3	1	40.7	46.3
404	0	0	42.04	37.8
404	1	-1	50.73	41.29
404	2	-5	52.35	41.7
404	5	2	34.5	37.1
404	6	-2	40.77	37.62
405	-6	5	30.9	27.2
405	-5	4	30.9	32.7
405	-4	3	33.2	37.1
405	-3	1	37.6	49.3
405	0	0	31.53	27.83
405	1	-1	35.52	42.1
405	2	-5	35.52	45.76
405	5	2	30.9	22.2
405	6	-2	30.9	27.41
406	-6	5	30	31.8
406	-5	4	30	37
406	-4	3	33.2	37.1
406	-3	1	37.6	49.3
406	0	0	30.85	33.32
406	1	-1	36.24	39.21
406	2	-5	36.24	44.07
406	5	2	30	22.2
406	6	-2	30	33.12
411	-6	5	35.1	33.9
411	-5	4	22.3	33.9
411	-4	3	33.2	37.1
411	-3	1	37.6	46.3
411	0	0	34.75	34
411	1	-1	35.09	39.74
411	2	-5	35.1	43.52
411	5	2	34.7	22.2
411	6	-2	34.75	33.9
412	-6	5	25.6	29
412	-5	4	30.5	34.5
412	-4	3	26.1	37.1
412	-3	1	17.6	49.3
412	0	0	26.65	31.73
412	1	-1	18.66	43.2
412	2	-5	18.66	43.2
412	5	2	26.1	31.7
412	6	-2	26.96	31.68
413	-6	5	16.4	25.5
413	-5	4	38.1	36.6
413	-4	3	18.9	37.1
413	-3	1	17.6	49.3
413	0	0	18.89	32.15
413	1	-1	17.6	42.4
413	2	-5	17.6	44.42
413	5	2	18.9	22.2
413	6	-2	18.92	32.07
414	-6	5	10.4	5.9
414	-5	4	10.4	24.5
414	-4	3	17.6	37.1
414	-3	1	17.6	9.6
414	0	0	10.55	9.75
414	1	-1	17.6	33.37
414	2	-5	17.6	37.1
414	5	2	17.6	22.2
414	6	-2	10.4	9.47
415	-6	5	37.3	38.7
415	-5	4	37.3	38.7
415	-4	3	33.2	66.3
415	-3	1	37.6	46.3
415	0	0	36.98	39.92
415	1	-1	35.4	55.37
415	2	-5	35.4	59.63
415	5	2	37.3	22.2
415	6	-2	37.3	38.7
416	-6	5	28	29.7
416	-5	4	33.3	34.1
416	-4	3	48.4	46.8
416	-3	1	40.2	46.3
416	0	0	36.88	37.96
416	1	-1	41.03	42
416	2	-5	44.3	46.55
416	5	2	34.5	32.9
416	6	-2	30.65	31.9
420	-6	5	35.2	27.2
420	-5	4	41.1	34
420	-4	3	58.9	48.9
420	-3	1	46.8	45.5
420	0	0	39.35	31.5
420	1	-1	52.05	46.18
420	2	-5	51.89	46.28
420	5	2	58.9	42
420	6	-2	37.59	28.47
421	-6	5	39	44.5
421	-5	4	46.2	44.5
421	-4	3	60.9	58.9
421	-3	1	57.3	58.9
421	0	0	46.91	51.7
421	1	-1	59.03	58.9
421	2	-5	59.02	58.9
421	5	2	60.9	58.9
421	6	-2	40.55	44.5
422	-6	5	28.4	23
422	-5	4	36.1	30
422	-4	3	47	42.9
422	-3	1	41.5	38.7
422	0	0	32.51	27.3
422	1	-1	42.95	39.39
422	2	-5	42.7	39.22
422	5	2	47.8	42
422	6	-2	31.87	25.68
423	-6	5	24.1	15.9
423	-5	4	29.3	21.3
423	-4	3	33.4	29.6
423	-3	1	36.9	32.1
423	0	0	27.39	20.96
423	1	-1	36.36	32.26
423	2	-5	36.59	32.01
423	5	2	33.4	41.6
423	6	-2	25.5	16.6
424	-6	5	43.5	48.8
424	-5	4	45.2	48.8
424	-4	3	65.4	43.2
424	-3	1	52.3	52
424	0	0	47.39	47.78
424	1	-1	59.19	45.97
424	2	-5	59.12	46.3
424	5	2	65.4	43.2
424	6	-2	43.62	48.8
425	-6	5	24.5	33.2
425	-5	4	35.6	39.5
425	-4	3	42.7	43.2
425	-3	1	40.8	52
425	0	0	31.94	39.99
425	1	-1	41.05	50.14
425	2	-5	41.07	50.85
425	5	2	39.7	43.2
425	6	-2	27.86	34.93
430	-6	5	48.6	45.5
430	-5	4	61.3	45.5
430	-4	3	67.3	59.3
430	-3	1	58.2	59.3
430	0	0	52.09	47.09
430	1	-1	64.11	59.3
430	2	-5	64.11	59.3
430	5	2	52.3	46.9
430	6	-2	50.53	45.5
431	-6	5	43.1	41.9
431	-5	4	50.4	43.8
431	-4	3	61.4	43.2
431	-3	1	50.4	44.1
431	0	0	50.12	41.76
431	1	-1	52.36	41.03
431	2	-5	55.9	43.65
431	5	2	45.3	35.8
431	6	-2	46.75	42.85
432	-6	5	55.3	49.1
432	-5	4	55.6	48.7
432	-4	3	66.2	60.3
432	-3	1	52.8	47.5
432	0	0	57.09	50.3
432	1	-1	60.96	52.64
432	2	-5	60.85	52.53
432	5	2	66.2	60.3
432	6	-2	55.4	49.03
433	-6	5	43.1	41.9
433	-5	4	50.4	43.8
433	-4	3	61.4	43.2
433	-3	1	50.4	44.1
433	0	0	50.12	41.76
433	1	-1	52.36	41.03
433	2	-5	55.9	43.65
433	5	2	45.3	35.8
433	6	-2	46.75	42.85
434	-6	5	44	54.3
434	-5	4	44	54.3
434	-4	3	60.5	61
434	-3	1	51	60.4
434	0	0	50.61	58.58
434	1	-1	53.03	60.55
434	2	-5	52.72	60.52
434	5	2	60.5	61
434	6	-2	44	54.3
435	-6	5	29.4	39.1
435	-5	4	44	42
435	-4	3	60.5	51.9
435	-3	1	59.7	46.2
435	0	0	49.43	42.77
435	1	-1	59.84	47.11
435	2	-5	59.81	46.92
435	5	2	60.5	51.9
435	6	-2	34.57	39.61
440	-6	5	39.4	34.8
440	-5	4	39.4	34.8
440	-4	3	39.4	34.8
440	-3	1	58.2	46.2
440	0	0	39.57	34.86
440	1	-1	58.2	46.2
440	2	-5	58.2	46.2
440	5	2	39.4	34.8
440	6	-2	39.4	34.8
441	-6	5	43.2	39.5
441	-5	4	43.2	48.6
441	-4	3	43.2	43.2
441	-3	1	58.2	44.1
441	0	0	43.77	44.05
441	1	-1	58.2	41.03
441	2	-5	58.2	43.65
441	5	2	43.2	35.8
441	6	-2	43.2	44.05
442	-6	5	37	40.8
442	-5	4	37	40.8
442	-4	3	58.2	40.8
442	-3	1	58.2	63.1
442	0	0	37.22	41.18
442	1	-1	58.2	63.1
442	2	-5	58.2	63.1
442	5	2	37	40.8
442	6	-2	37	40.8
443	-6	5	38.8	39.5
443	-5	4	41.8	48.6
443	-4	3	58.2	63.1
443	-3	1	58.2	63.1
443	0	0	40.38	43.68
443	1	-1	58.2	63.1
443	2	-5	58.2	63.1
443	5	2	41.9	63.1
443	6	-2	39.54	42.44
446	-6	5	44.1	49.6
446	-5	4	44.1	49.6
446	-4	3	58.2	63.1
446	-3	1	58.2	63.1
446	0	0	45.81	52.23
446	1	-1	58.2	61.6
446	2	-5	58.2	63.1
446	5	2	44.1	49.6
446	6	-2	44.1	49.6
450	-6	5	45.3	38.5
450	-5	4	45.3	38.5
450	-4	3	48.4	47
450	-3	1	44.5	47
450	0	0	44.97	43.11
450	1	-1	44.88	47
450	2	-5	44.87	47
450	5	2	48.4	43.1
450	6	-2	45.3	38.5
451	-6	5	43.1	41.1
451	-5	4	50.4	38.8
451	-4	3	51.9	41.8
451	-3	1	57.3	45.3
451	0	0	50.83	42.95
451	1	-1	55.84	44.81
451	2	-5	55.87	44.82
451	5	2	51.9	41.8
451	6	-2	43.1	41.07
452	-6	5	43.1	44.3
452	-5	4	31.9	44.3
452	-4	3	31.9	47.9
452	-3	1	31.9	53.6
452	0	0	36.71	47.74
452	1	-1	31.9	52.76
452	2	-5	31.9	52.81
452	5	2	31.9	41.8
452	6	-2	43.1	44.3
453	-6	5	34.7	48
453	-5	4	34.7	48
453	-4	3	34.7	48
453	-3	1	58.2	73.5
453	0	0	34.99	48.38
453	1	-1	58.2	73.5
453	2	-5	58.2	73.5
453	5	2	58.2	48
453	6	-2	34.7	48
454	-6	5	52.1	52.5
454	-5	4	54.8	61.8
454	-4	3	55.7	73.5
454	-3	1	55.7	73.5
454	0	0	53.66	57.69
454	1	-1	55.7	73.5
454	2	-5	55.7	73.5
454	5	2	53.7	57.8
454	6	-2	52.89	55.31
455	-6	5	55.6	65.1
455	-5	4	36.7	34.7
455	-4	3	51.3	73.5
455	-3	1	58.2	62.3
455	0	0	51.82	62.59
455	1	-1	58.2	73.5
455	2	-5	58.2	73.5
455	5	2	51.3	62.3
455	6	-2	51.75	62.58
460	-6	5	39.2	35.7
460	-5	4	46.1	43.1
460	-4	3	69.1	33.8
460	-3	1	44.5	41.5
460	0	0	45.92	40.07
460	1	-1	49.02	40.94
460	2	-5	49.86	41
460	5	2	45.3	36.9
460	6	-2	44.23	39.2
461	-6	5	37.6	28.6
461	-5	4	37	32.4
461	-4	3	69.1	40.3
461	-3	1	39.8	40.3
461	0	0	38.06	31.8
461	1	-1	42.35	39.64
461	2	-5	41.69	40.3
461	5	2	45.3	31.1
461	6	-2	37.3	30.07
462	-6	5	52.2	55.5
462	-5	4	58.7	59.2
462	-4	3	77.5	76.4
462	-3	1	62.3	75.3
462	0	0	57.37	58.89
462	1	-1	67.36	75.59
462	2	-5	67.26	75.58
462	5	2	77.5	76.4
462	6	-2	55.67	56.9
463	-6	5	43.1	41.9
463	-5	4	50.4	43.8
463	-4	3	61.4	43.2
463	-3	1	50.4	44.1
463	0	0	50.12	41.76
463	1	-1	52.36	41.03
463	2	-5	55.9	43.65
463	5	2	45.3	35.8
463	6	-2	46.75	42.85
464	-6	5	45.5	32.8
464	-5	4	45.5	41.4
464	-4	3	39.8	63
464	-3	1	39.8	63
464	0	0	45.31	39.73
464	1	-1	39.8	63
464	2	-5	39.8	63
464	5	2	45.5	39.5
464	6	-2	45.5	39.51
465	-6	5	26.8	47.3
465	-5	4	26.8	47.3
465	-4	3	39.8	63
465	-3	1	39.8	63
465	0	0	30.28	51.97
465	1	-1	39.8	63
465	2	-5	39.8	63
465	5	2	32.2	63
465	6	-2	26.8	47.3
470	-6	5	48.7	43.3
470	-5	4	46.4	49.4
470	-4	3	64	61
470	-3	1	58.2	59.6
470	0	0	52.52	47.45
470	1	-1	61.16	60.05
470	2	-5	61.21	60.12
470	5	2	57.7	58.2
470	6	-2	48.66	43.47
471	-6	5	54.5	54
471	-5	4	56	58.6
471	-4	3	68	69.1
471	-3	1	62.1	60.4
471	0	0	57.08	55.83
471	1	-1	65.51	65.41
471	2	-5	65.59	65.19
471	5	2	57.7	68.3
471	6	-2	54.55	54.34
472	-6	5	40	30.7
472	-5	4	43.8	39.2
472	-4	3	51.7	56.1
472	-3	1	46.5	46
472	0	0	41.26	31.88
472	1	-1	48.38	48.27
472	2	-5	48.38	49.68
472	5	2	48.4	40.6
472	6	-2	40.28	31.2
473	-6	5	53.4	45.7
473	-5	4	53.8	52.3
473	-4	3	65.8	60.7
473	-3	1	61.3	62.1
473	0	0	58.1	55.02
473	1	-1	61.1	59.03
473	2	-5	63.55	61.4
473	5	2	56.2	54.3
473	6	-2	53.6	49
474	-6	5	44.8	36.4
474	-5	4	44.8	36.4
474	-4	3	51.7	60.2
474	-3	1	44.4	53.7
474	0	0	45.25	38.8
474	1	-1	47.37	54.68
474	2	-5	47.32	55.84
474	5	2	48.4	40.6
474	6	-2	44.8	36.4
475	-6	5	40.5	38.8
475	-5	4	40.5	38.8
475	-4	3	53.9	60.2
475	-3	1	59.9	53.7
475	0	0	41.45	39.76
475	1	-1	57.42	55.14
475	2	-5	57.42	55.14
475	5	2	41.4	38.8
475	6	-2	40.5	38.8
476	-6	5	50.3	48.1
476	-5	4	48.7	49.2
476	-4	3	64.2	55.4
476	-3	1	56.8	58.4
476	0	0	51.92	49.37
476	1	-1	59.41	57.33
476	2	-5	59.61	57.68
476	5	2	48.4	51.8
476	6	-2	50.28	48.12
480	-6	5	61.3	61.8
480	-5	4	61.3	57
480	-4	3	85	73.3
480	-3	1	68.4	75.7
480	0	0	63.95	63.25
480	1	-1	75.48	74.77
480	2	-5	75.48	74.83
480	5	2	63.8	66.6
480	6	-2	61.3	61.65
481	-6	5	61.4	51.7
481	-5	4	60.7	52.5
481	-4	3	67.8	62.3
481	-3	1	66.6	65.2
481	0	0	63.64	53.6
481	1	-1	66.98	64.31
481	2	-5	67	64.26
481	5	2	62.4	66.6
481	6	-2	61.37	51.73
482	-6	5	71.1	58.5
482	-5	4	71.1	59.3
482	-4	3	74.8	70.1
482	-3	1	71.1	75.8
482	0	0	71.34	59.87
482	1	-1	72.14	73.45
482	2	-5	72.26	73.79
482	5	2	62.4	66.6
482	6	-2	71.1	58.52
483	-6	5	59.7	60.5
483	-5	4	59.7	57
483	-4	3	68.9	63.4
483	-3	1	69.5	73.5
483	0	0	62.67	61.86
483	1	-1	68.97	69.44
483	2	-5	69.15	69.49
483	5	2	62.4	66.6
483	6	-2	59.7	60.39
484	-6	5	60.6	57.9
484	-5	4	50.1	50.9
484	-4	3	67.5	70.3
484	-3	1	68.4	69.3
484	0	0	61.62	59.03
484	1	-1	67.85	69.55
484	2	-5	67.91	69.69
484	5	2	62.4	66.6
484	6	-2	60.44	57.67
485	-6	5	57.2	57.2
485	-5	4	48	51.3
485	-4	3	67.4	68.8
485	-3	1	60.9	66.9
485	0	0	58.25	58.31
485	1	-1	64.03	67.52
485	2	-5	64.04	67.56
485	5	2	62.4	66.6
485	6	-2	57.17	57.15
490	-6	5	54	44.3
490	-5	4	54	44.3
490	-4	3	60.9	38.8
490	-3	1	60.9	54.7
490	0	0	55.01	46.7
490	1	-1	60.9	51.67
490	2	-5	60.9	51.67
490	5	2	54	46.7
490	6	-2	54	44.3
491	-6	5	53.4	45.7
491	-5	4	53.8	52.3
491	-4	3	65.8	60.7
491	-3	1	61.3	62.1
491	0	0	58.1	55.02
491	1	-1	61.1	59.03
491	2	-5	63.55	61.4
491	5	2	56.2	54.3
491	6	-2	53.6	49
492	-6	5	61.6	63.6
492	-5	4	57	60.7
492	-4	3	65.8	60.5
492	-3	1	67.6	69.5
492	0	0	64.49	65.03
492	1	-1	66.92	67.13
492	2	-5	66.95	67.19
492	5	2	62.4	60.5
492	6	-2	61.46	63.53
493	-6	5	66.3	72.1
493	-5	4	66.3	72.1
493	-4	3	77.7	72.1
493	-3	1	77.7	69.5
493	0	0	67.1	72
493	1	-1	77.7	70.8
493	2	-5	77.7	70.8
493	5	2	67.1	72.1
493	6	-2	66.3	72.1
494	-6	5	48.2	41.7
494	-5	4	48.2	37
494	-4	3	58.6	70.9
494	-3	1	58.6	70.9
494	0	0	49.39	42.83
494	1	-1	58.6	70.9
494	2	-5	58.6	70.9
494	5	2	58.6	42.9
494	6	-2	48.2	41.52
495	-6	5	39.7	42.9
495	-5	4	39.7	42.9
495	-4	3	40.8	39.7
495	-3	1	44.3	52.9
495	0	0	41.36	46.87
495	1	-1	43.63	50.62
495	2	-5	43.67	50.72
495	5	2	40.8	39.7
495	6	-2	39.7	42.9
496	-6	5	56.1	55.4
496	-5	4	68.4	74.9
496	-4	3	72	78.9
496	-3	1	62.3	74.6
496	0	0	60.87	65.41
496	1	-1	66.36	75.83
496	2	-5	66.33	75.8
496	5	2	72	78.9
496	6	-2	59.41	64.38
500	-6	5	50.3	53.5
500	-5	4	53	52.4
500	-4	3	64.5	79
500	-3	1	69.7	72.3
500	0	0	51.8	54.73
500	1	-1	66.19	77.43
500	2	-5	66.14	76.68
500	5	2	68	82.7
500	6	-2	51.24	53.25
501	-6	5	36.8	35.9
501	-5	4	48.8	40.2
501	-4	3	42.4	58.8
501	-3	1	42.4	58.8
501	0	0	40.76	37.54
501	1	-1	42.4	58.8
501	2	-5	42.4	58.8
501	5	2	42.4	58.8
501	6	-2	40.73	37.1
502	-6	5	42.9	40.3
502	-5	4	48.8	33.2
502	-4	3	42.9	58.8
502	-3	1	42.9	58.8
502	0	0	44.25	39.64
502	1	-1	68	58.8
502	2	-5	42.9	58.8
502	5	2	68	39.6
502	6	-2	43.96	39.57
503	-6	5	44.8	40
503	-5	4	49.4	40
503	-4	3	47.4	40
503	-3	1	47.4	58.8
503	0	0	47.4	40.3
503	1	-1	47.4	58.8
503	2	-5	47.4	58.8
503	5	2	47.4	40
503	6	-2	47.4	40
510	-6	5	47.8	42
510	-5	4	44.8	41.5
510	-4	3	61.6	58.8
510	-3	1	61.6	58.8
510	0	0	48.44	42.11
510	1	-1	62.01	58.8
510	2	-5	61.6	58.8
510	5	2	68	42.3
510	6	-2	47.51	41.93
511	-6	5	51.9	43.6
511	-5	4	52	41.8
511	-4	3	69.5	66.9
511	-3	1	75.7	61.5
511	0	0	53.72	44.12
511	1	-1	73.64	66
511	2	-5	73.63	63.95
511	5	2	73.7	77.6
511	6	-2	51.91	43.29
512	-6	5	50.7	50.2
512	-5	4	50.6	47.9
512	-4	3	69.5	70.7
512	-3	1	75.7	62
512	0	0	53.12	52.07
512	1	-1	73.37	66.49
512	2	-5	73.32	66.68
512	5	2	73.7	65.3
512	6	-2	50.67	49.77
513	-6	5	43.3	22.1
513	-5	4	43.3	22.1
513	-4	3	72.8	58.8
513	-3	1	60.3	22.1
513	0	0	45.56	22.95
513	1	-1	72.8	58.8
513	2	-5	72.8	58.8
513	5	2	70.2	22.1
513	6	-2	43.3	22.1
514	-6	5	48.8	46.6
514	-5	4	45.1	46.3
514	-4	3	72.8	65.7
514	-3	1	49.9	64.7
514	0	0	48.3	47.45
514	1	-1	72.8	65.38
514	2	-5	72.8	65.39
514	5	2	49.9	65.3
514	6	-2	47.47	46.51
515	-6	5	57.7	48.6
515	-5	4	49.5	47.6
515	-4	3	72.8	65.7
515	-3	1	55.1	64.7
515	0	0	55.47	48.39
515	1	-1	70.4	65.23
515	2	-5	72.8	65.2
515	5	2	68	65.3
515	6	-2	55.11	48.22
516	-6	5	46.2	41.7
516	-5	4	46.2	37.5
516	-4	3	46.2	60.7
516	-3	1	60.3	60.7
516	0	0	46.3	41.44
516	1	-1	60.3	60.7
516	2	-5	60.3	60.7
516	5	2	46.2	60.7
516	6	-2	46.2	41.39
520	-6	5	58.1	50.8
520	-5	4	58.1	50.8
520	-4	3	72.8	50.8
520	-3	1	60.3	60.7
520	0	0	60.3	50.95
520	1	-1	67.8	60.7
520	2	-5	67.8	60.7
520	5	2	70.2	50.8
520	6	-2	58.1	50.8
521	-6	5	45	47
521	-5	4	48.6	48.3
521	-4	3	64.8	71.5
521	-3	1	60.3	63.5
521	0	0	57.78	60.26
521	1	-1	65.1	68.66
521	2	-5	62.55	67.5
521	5	2	70.2	71
521	6	-2	46.8	47.65
522	-6	5	52.8	37.2
522	-5	4	50.2	48.4
522	-4	3	72.8	60.7
522	-3	1	60.3	60.7
522	0	0	52.72	47.93
522	1	-1	63.21	60.7
522	2	-5	63.21	60.7
522	5	2	52.2	48.3
522	6	-2	50.8	47.78
523	-6	5	58.1	47.1
523	-5	4	58.1	43.5
523	-4	3	72.8	60.7
523	-3	1	60.3	60.7
523	0	0	58.4	47.21
523	1	-1	68.63	60.7
523	2	-5	68.63	60.7
523	5	2	58.1	46.8
523	6	-2	58.1	46.87
524	-6	5	51.6	45.1
524	-5	4	50.3	46.5
524	-4	3	59	61.3
524	-3	1	57.9	55.1
524	0	0	51.68	45.45
524	1	-1	58.44	59.64
524	2	-5	58.42	58.14
524	5	2	59	67.7
524	6	-2	51.5	45.22
525	-6	5	57.3	54.2
525	-5	4	57.3	46.7
525	-4	3	57.3	47
525	-3	1	57.3	47
525	0	0	57.3	46.96
525	1	-1	57.3	47
525	2	-5	57.3	47
525	5	2	57.3	47
525	6	-2	57.3	46.96
526	-6	5	45.9	45.1
526	-5	4	51.6	48.3
526	-4	3	57.8	75.6
526	-3	1	57.8	71.6
526	0	0	48.94	47.07
526	1	-1	59.43	73.5
526	2	-5	57.8	73.6
526	5	2	68	72.9
526	6	-2	48.22	46.21
530	-6	5	38.3	34.1
530	-5	4	38.3	34.1
530	-4	3	57.8	62.6
530	-3	1	57.8	62.6
530	0	0	38.86	34.93
530	1	-1	57.8	62.6
530	2	-5	57.8	62.6
530	5	2	38.3	34.1
530	6	-2	38.3	34.1
531	-6	5	51.8	43.3
531	-5	4	48.1	43.6
531	-4	3	84.8	80.5
531	-3	1	84.8	80.5
531	0	0	49.92	43.94
531	1	-1	84.8	80.5
531	2	-5	84.8	80.5
531	5	2	51.2	43.5
531	6	-2	48.71	43.5
532	-6	5	67.5	50.6
532	-5	4	67.5	56
532	-4	3	67.5	53.4
532	-3	1	64.7	63.5
532	0	0	67.46	55.48
532	1	-1	64.7	60.61
532	2	-5	64.7	61.81
532	5	2	67.5	53.4
532	6	-2	67.5	55.45
533	-6	5	57.4	48.7
533	-5	4	57.4	48.7
533	-4	3	84.8	80.5
533	-3	1	84.8	80.5
533	0	0	60.01	49.39
533	1	-1	82.82	80.5
533	2	-5	84.8	80.5
533	5	2	68	49.8
533	6	-2	57.4	48.7
534	-6	5	57.4	44.6
534	-5	4	57.4	44.6
534	-4	3	64.8	44.6
534	-3	1	60.3	80.5
534	0	0	57.4	44.97
534	1	-1	65.1	80.5
534	2	-5	62.55	80.5
534	5	2	70.2	44.6
534	6	-2	57.4	44.6
535	-6	5	36.5	39.3
535	-5	4	52.5	48.5
535	-4	3	57.8	63.6
535	-3	1	57.8	62.6
535	0	0	39.7	41.24
535	1	-1	58.78	63.96
535	2	-5	57.8	62.99
535	5	2	68	72.9
535	6	-2	38.2	40.15
536	-6	5	57.2	44.6
536	-5	4	49.5	48
536	-4	3	64.7	63.6
536	-3	1	51.4	62.6
536	0	0	51.39	46.77
536	1	-1	64.7	65.55
536	2	-5	64.7	63.45
536	5	2	51.4	72.9
536	6	-2	51.28	46.43
540	-6	5	49.2	45.1
540	-5	4	58.3	47.2
540	-4	3	64.7	66.6
540	-3	1	64.7	57.6
540	0	0	53.22	46
540	1	-1	66.5	64.67
540	2	-5	64.7	61.93
540	5	2	68	72.9
540	6	-2	52.32	45.44
541	-6	5	48.9	52.3
541	-5	4	47.2	40.8
541	-4	3	64.7	53.4
541	-3	1	64.7	63.5
541	0	0	49.37	51.74
541	1	-1	64.7	58.45
541	2	-5	64.7	58.9
541	5	2	49.7	53.4
541	6	-2	48.72	51.54
542	-6	5	57.4	43.7
542	-5	4	54.3	50.2
542	-4	3	64.7	66.6
542	-3	1	64.7	57.6
542	0	0	55.84	47.55
542	1	-1	64.7	60.3
542	2	-5	64.7	58.72
542	5	2	55.8	72.9
542	6	-2	55.69	47.38
550	-6	5	44.2	43.8
550	-5	4	44.2	43.8
550	-4	3	52.1	49.6
550	-3	1	46.7	49.6
550	0	0	44.43	44.27
550	1	-1	49.78	49.6
550	2	-5	49.78	49.6
550	5	2	44.2	43.8
550	6	-2	44.2	43.8
551	-6	5	43.9	40.9
551	-5	4	48.5	47.8
551	-4	3	52.1	49.6
551	-3	1	46.7	49.6
551	0	0	44.66	42.59
551	1	-1	47.73	49.6
551	2	-5	47.58	49.6
551	5	2	52.1	49.6
551	6	-2	44.29	41.82
552	-6	5	43.3	36.5
552	-5	4	42.7	44.6
552	-4	3	55.5	53.4
552	-3	1	47.4	49.6
552	0	0	43.57	40.62
552	1	-1	52.46	51.6
552	2	-5	52.31	51.38
552	5	2	55.5	53.4
552	6	-2	43.12	40.29
553	-6	5	43.2	30.8
553	-5	4	35.6	30.8
553	-4	3	40.4	30.8
553	-3	1	40.4	30.8
553	0	0	40.43	30.8
553	1	-1	40.4	30.8
553	2	-5	40.4	30.8
553	5	2	40.4	30.8
553	6	-2	40.43	30.8
554	-6	5	45	41.2
554	-5	4	45	41.2
554	-4	3	45	41.2
554	-3	1	45	41.2
554	0	0	45	41.2
554	1	-1	45	41.2
554	2	-5	45	41.2
554	5	2	45	41.2
554	6	-2	45	41.2
555	-6	5	45.3	36.9
555	-5	4	45.3	36.9
555	-4	3	45.3	36.9
555	-3	1	45.3	36.9
555	0	0	45.3	36.9
555	1	-1	45.3	36.9
555	2	-5	45.3	36.9
555	5	2	45.3	36.9
555	6	-2	45.3	36.9
556	-6	5	43.8	39.1
556	-5	4	43.8	39.1
556	-4	3	43.8	39.1
556	-3	1	43.8	39.1
556	0	0	43.8	39.1
556	1	-1	43.8	39.1
556	2	-5	43.8	39.1
556	5	2	43.8	39.1
556	6	-2	43.8	39.1
560	-6	5	48	46.7
560	-5	4	56	57.4
560	-4	3	73.7	53.4
560	-3	1	56.6	78.8
560	0	0	49.84	49.18
560	1	-1	63.01	69.07
560	2	-5	62.3	70.53
560	5	2	73.7	53.4
560	6	-2	49.47	48.7
561	-6	5	34.1	31.4
561	-5	4	39	35.3
561	-4	3	54.9	57.3
561	-3	1	53.3	62.4
561	0	0	34.53	31.85
561	1	-1	53.94	61.08
561	2	-5	53.89	60.13
561	5	2	54.9	69.6
561	6	-2	34.3	31.56
562	-6	5	35.2	33
562	-5	4	42.6	38.8
562	-4	3	54.9	57.3
562	-3	1	42.2	62.4
562	0	0	36.23	33.93
562	1	-1	50.24	61.32
562	2	-5	47.23	60.22
562	5	2	69.6	69.6
562	6	-2	36.02	33.43
563	-6	5	38.2	27.6
563	-5	4	38.6	50.1
563	-4	3	54.9	30.1
563	-3	1	42.2	62.4
563	0	0	38.38	30.12
563	1	-1	43.47	62.4
563	2	-5	43.47	62.4
563	5	2	38.2	30.1
563	6	-2	38.24	30.03
570	-6	5	54.7	50.6
570	-5	4	54.5	51.2
570	-4	3	70.1	73.1
570	-3	1	54.1	64.7
570	0	0	55.45	52
570	1	-1	65.82	71.09
570	2	-5	65.25	70.41
570	5	2	69.6	74.3
570	6	-2	54.61	50.82
580	-6	5	50.2	44.9
580	-5	4	53.9	43.8
580	-4	3	67.4	56.7
580	-3	1	68.9	74
580	0	0	51.43	45.4
580	1	-1	68.54	68.99
580	2	-5	68.63	68.85
580	5	2	67.4	69.5
580	6	-2	51.01	44.6
581	-6	5	48.9	41.9
581	-5	4	47.2	43.3
581	-4	3	67.4	56.7
581	-3	1	68.9	61.9
581	0	0	49.11	42.72
581	1	-1	68.21	61.96
581	2	-5	68.3	60.87
581	5	2	67.4	69.5
581	6	-2	48.41	42.27
582	-6	5	44.5	46.6
582	-5	4	44.5	41.9
582	-4	3	67.4	72.3
582	-3	1	68.9	59.1
582	0	0	48.04	46.16
582	1	-1	68.35	60.97
582	2	-5	68.56	60.39
582	5	2	67.4	69.5
582	6	-2	44.5	44.23
583	-6	5	52.6	57.5
583	-5	4	52.6	57.5
583	-4	3	67.4	66.6
583	-3	1	68.9	66.6
583	0	0	54.46	59.81
583	1	-1	68.6	66.6
583	2	-5	68.6	66.6
583	5	2	52.6	66.6
583	6	-2	52.6	57.5
584	-6	5	58.7	46.6
584	-5	4	59.2	45
584	-4	3	67.4	58.4
584	-3	1	68.9	58.4
584	0	0	59.3	46.68
584	1	-1	68.43	61.48
584	2	-5	68.43	58.4
584	5	2	58.7	69.6
584	6	-2	58.74	46.47
585	-6	5	40.6	33.8
585	-5	4	41.1	37.9
