   70   -2    6 52.8 44.7    8  3.2
   70   -1    7 48.5 33.5    9  3.2
   71    2   -3 59.3 28.9          
   71    4   -2 64.4 28.9          
   71    6   -1 35.3 29.0          
   71    0    0 35.3 29.0          
   71   -6    1 64.4 28.9    1  4.2
   71   -5    2 64.4 28.9    2  4.2
   71    3    3 54.2 28.9   12  4.2
   71   -4    4 34.1 28.9    1  3.2
   71   -3    5 34.1 28.9    2  3.2
   71   -2    6 49.7 44.7    8  3.2
   71   -1    7 34.1 28.9   10  4.2
   72    2   -3 59.6 32.2          
   72    4   -2 64.4 32.2          
   72    6   -1 37.7 32.3          
   72    0    0 39.4 32.3          
   72   -6    1 64.4 32.2    1  3.2
   72   -5    2 64.4 32.2    2  3.2
   72    3    3 54.2 32.2   12  3.2
   72   -4    4 37.4 32.2    1  2.2
   72   -3    5 37.4 32.2    2  2.2
   72   -2    6 49.7 44.7    8  3.2
   72   -1    7 37.4 32.2    9  3.2
   73    2   -3 58.1 34.0          
   73    4   -2 64.4 34.0          
   73    6   -1 44.8 33.5          
   73    0    0 50.8 33.6          
   73   -6    1 64.4 34.0    1  3.2
   73   -5    2 64.4 34.0    2  3.2
   73    3    3 56.6 34.0   12  3.2
   73   -4    4 56.6 34.0    1  2.2
   73   -3    5 56.6 34.0    2  2.2
   73   -2    6 49.7 44.7    8  3.2
   73   -1    7 44.4 33.5    9  3.2
   74    2   -3 58.6 41.6          
   74    4   -2 64.4 41.6          
   74    6   -1 54.5 41.6          
   74    0    0 54.6 41.6          
   74   -6    1 64.4 41.6    1  3.2
   74   -5    2 64.4 41.6    2  3.2
   74    3    3 54.2 41.6   12  3.2
   74   -4    4 54.8 41.6    1  2.2
   74   -3    5 54.8 41.6    2  2.2
   74   -2    6 49.7 44.7    8  3.2
   74   -1    7 54.8 41.6    9  3.2
   75    2   -3 57.9 51.9          
   75    4   -2 64.4 51.9          
   75    6   -1 61.6 51.7          
   75    0    0 61.0 51.8          
   75   -6    1 64.4 51.9    1  3.2
   75   -5    2 64.4 51.9    2  3.2
   75    3    3 54.2 51.9   12  3.2
   75   -4    4 62.0 51.9    1  2.2
   75   -3    5 62.0 51.9    2  2.2
   75   -2    6 49.7 44.7    8  3.2
   75   -1    7 62.0 51.9    9  3.2
   76    2   -3 60.3 34.0          
   76    4   -2 64.4 34.0          
   76    6   -1 47.6 36.6          
   76    0    0 48.0 35.5          
   76   -6    1 64.4 34.0    1  3.2
   76   -5    2 64.4 34.0    2  3.2
   76    3    3 54.2 34.0   12  3.2
   76   -4    4 47.5 34.0    1  2.2
   76   -3    5 47.5 34.0    2  2.2
   76   -2    6 49.7 44.7    8  3.2
   76   -1    7 47.5 33.5    9  3.2
   77    2   -3 61.0 35.8          
   77    4   -2 64.4 35.8          
   77    6   -1 46.9 35.9          
   77    0    0 46.9 35.9          
   77   -6    1 64.4 35.8    1  4.2
   77   -5    2 64.4 35.8    2  4.2
   77    3    3 54.2 35.8   12  4.2
   77   -4    4 46.8 35.8    1  3.2
   77   -3    5 46.8 35.8    2  3.2
   77   -2    6 49.5 44.7    8  3.2
   77   -1    7 46.7 35.8   10  4.2
   78    2   -3 53.7 33.3          
   78    4   -2 62.6 33.3          
   78    6   -1 38.1 33.4          
   78    0    0 38.2 33.4          
   78   -6    1 64.4 33.3    1  4.2
   78   -5    2 62.6 33.3    2  4.2
   78    3    3 50.2 33.3   12  4.2
   78   -4    4 41.3 33.3    1  3.2
   78   -3    5 41.3 33.3    2  3.2
   78   -2    6 49.1 44.7    8  3.2
   78   -1    7 37.9 33.3   10  4.2
   80    2   -3 51.3 25.0          
   80    4   -2 47.7 25.0          
   80    6   -1 46.6 25.0          
   80    0    0 46.9 25.0          
   80   -6    1 47.7 25.0    1  3.2
   80   -5    2 47.7 25.0    2  3.2
   80    3    3 53.4 25.0   12  3.2
   80   -4    4 47.7 25.0    1  2.2
   80   -3    5 47.7 25.0    2  2.2
   80   -2    6 47.6 25.0    8  3.2
   80   -1    7 46.5 25.0    9  3.2
   81    2   -3 51.1 35.1          
   81    4   -2 48.2 35.1          
   81    6   -1 48.2 35.1          
   81    0    0 48.5 35.1          
   81   -6    1 48.2 35.1    1  3.2
   81   -5    2 48.2 35.1    2  3.2
   81    3    3 53.8 35.1   12  3.2
   81   -4    4 48.2 35.1    1  2.2
   81   -3    5 48.2 35.1    2  2.2
   81   -2    6 47.6 35.1    8  3.2
   81   -1    7 48.2 35.1    9  3.2
   82    2   -3 48.7 34.6          
   82    4   -2 42.0 34.6          
   82    6   -1 42.3 34.6          
   82    0    0 42.4 34.6          
   82   -6    1 42.0 34.6    1  3.2
   82   -5    2 42.0 34.6    2  3.2
   82    3    3 53.8 34.6   12  3.2
   82   -4    4 42.0 34.6    1  2.2
   82   -3    5 42.0 34.6    2  2.2
   82   -2    6 47.6 34.6    8  3.2
   82   -1    7 42.0 34.6    9  3.2
   83    2   -3 47.1 38.8          
   83    4   -2 42.3 38.8          
   83    6   -1 39.4 38.8          
   83    0    0 39.5 38.8          
   83   -6    1 42.3 38.8    1  3.2
   83   -5    2 42.3 38.8    2  3.2
   83    3    3 58.3 38.8   12  3.2
   83   -4    4 42.3 38.8    1  2.2
   83   -3    5 42.3 38.8    2  2.2
   83   -2    6 47.6 38.8    8  3.2
   83   -1    7 38.9 38.8    9  3.2
   84    2   -3 56.5 35.1          
   84    4   -2 58.6 35.1          
   84    6   -1 57.9 35.1          
   84    0    0 57.9 35.1          
   84   -6    1 58.6 35.1    1  3.2
   84   -5    2 58.6 35.1    2  3.2
   84    3    3 53.8 35.1   12  3.2
   84   -4    4 58.6 35.1    1  2.2
   84   -3    5 58.6 35.1    2  2.2
   84   -2    6 47.6 35.1    8  3.2
   84   -1    7 58.6 35.1    9  3.2
   85    2   -3 50.9 38.8          
   85    4   -2 42.3 38.8          
   85    6   -1 39.5 38.8          
   85    0    0 40.5 38.8          
   85   -6    1 42.3 38.8    1  3.2
   85   -5    2 42.3 38.8    2  3.2
   85    3    3 58.3 38.8   12  3.2
   85   -4    4 42.3 38.8    1  2.2
   85   -3    5 42.3 38.8    2  2.2
   85   -2    6 47.6 38.8    8  3.2
   85   -1    7 38.9 38.8    9  3.2
   90    2   -3 32.5 27.8          
   90    4   -2 28.6 27.8          
   90    6   -1 28.6 27.9          
   90    0    0 28.6 27.9          
   90   -6    1 28.6 27.8    1  3.2
   90   -5    2 28.6 27.8    2  3.2
   90    3    3 50.3 27.8   12  3.2
   90   -4    4 28.6 27.8    1  2.2
   90   -3    5 28.6 27.8    2  2.2
   90   -2    6 28.6 35.1    8  3.2
   90   -1    7 28.6 27.8    9  3.2
   91    2   -3 49.5 33.3          
   91    4   -2 45.3 33.3          
   91    6   -1 37.2 33.4          
   91    0    0 42.8 33.3          
   91   -6    1 45.3 33.3    1  3.2
   91   -5    2 45.3 33.3    2  3.2
   91    3    3 50.3 33.3   12  3.2
   91   -4    4 45.3 33.3    1  2.2
   91   -3    5 45.3 33.3    2  2.2
   91   -2    6 45.3 35.1    8  3.2
   91   -1    7 36.6 33.3    9  3.2
   92    2   -3 43.8 33.0          
   92    4   -2 37.3 33.0          
   92    6   -1 37.3 33.0          
   92    0    0 37.3 33.0          
   92   -6    1 37.3 33.0    1  3.2
   92   -5    2 37.3 33.0    2  3.2
   92    3    3 50.3 33.0   12  3.2
   92   -4    4 37.3 33.0    1  2.2
   92   -3    5 37.3 33.0    2  2.2
   92   -2    6 37.3 35.1    8  3.2
   92   -1    7 37.3 33.0    9  3.2
   93    2   -3 44.7 35.8          
   93    4   -2 35.4 35.8          
   93    6   -1 35.4 36.0          
   93    0    0 36.7 36.0          
   93   -6    1 35.4 35.8    1  3.2
   93   -5    2 35.4 35.8    2  3.2
   93    3    3 50.3 35.8   12  3.2
   93   -4    4 35.4 35.8    1  2.2
   93   -3    5 35.4 35.8    2  2.2
   93   -2    6 35.4 35.1    8  3.2
   93   -1    7 35.4 36.0    9  3.2
  100    2   -3 17.9 17.3          
  100    4   -2 17.9 17.3          
  100    6   -1 21.5 17.3          
  100    0    0 21.5 17.3          
  100   -6    1 17.9 17.3    1  4.2
  100   -5    2 17.9 17.3    2  4.2
  100    3    3 17.9 17.3   12  4.2
