ISCO	STDEMPST	SEEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
9160	2	4	51.1	51.7	23	13
9160	6	2	35.3	35.2	23	13
9161	0	0	37.84	41.8	23	13
9161	2	4	51.1	51.7	23	13
9161	6	2	35.3	35.2	23	13
9162	0	0	37.84	41.8	23	13
9162	2	4	51.1	51.7	23	13
9162	6	2	35.3	35.2	23	13
9200	0	0	39.02	29.68	16	23
9200	2	4	47.58	47.25	16	23
9200	6	2	38.72	29.17	16	23
9210	0	0	39.02	29.68	16	23
9210	2	4	47.58	47.25	16	23
9210	6	2	38.72	29.17	16	23
9211	0	0	39.02	29.68	16	23
9211	2	4	47.58	47.25	16	23
9211	6	2	38.72	29.17	16	23
9212	0	0	39.02	29.68	16	18
9212	2	4	47.58	47.25	16	18
9212	6	2	38.72	29.17	16	18
9213	0	0	39.02	29.68	16	23
9213	2	4	47.58	47.25	16	23
9213	6	2	38.72	29.17	16	23
9300	0	0	33.92	25.7	23	18
9300	2	4	38.77	40.69	23	18
9300	6	2	33.86	25.51	23	18
9310	0	0	33.92	25.7	21	16
9310	2	4	38.77	40.69	21	16
9310	6	2	33.86	25.51	21	16
9311	0	0	33.92	25.7	21	18
9311	2	4	38.77	40.69	21	18
9311	6	2	33.86	25.51	21	18
9312	0	0	33.92	25.7	21	15
9312	2	4	38.77	40.69	21	15
9312	6	2	33.86	25.51	21	15
9313	0	0	33.92	25.7	21	15
9313	2	4	38.77	40.69	21	15
9313	6	2	33.86	25.51	21	15
9320	0	0	28.01	21.69	20	19
9320	2	4	44.68	41.07	20	19
9320	6	2	27.72	21.43	20	19
9321	0	0	28.01	21.69	20	18
9321	2	4	44.68	41.07	20	18
9321	6	2	27.72	21.43	20	18
9322	0	0	28.01	21.69	24	22
9322	2	4	44.68	41.07	24	22
9322	6	2	27.72	21.43	24	22
9330	0	0	34.84	31.61	29	20
9330	2	4	37.39	40.08	29	20
9330	6	2	34.81	31.51	29	20
9331	0	0	34.84	31.61	22	17
9331	2	4	37.39	40.08	22	17
9331	6	2	34.81	31.51	22	17
9332	0	0	34.84	31.61	22	22
9332	2	4	37.39	40.08	22	22
9332	6	2	34.81	31.51	22	22
9333	0	0	34.84	31.61	30	20
9333	2	4	37.39	40.08	30	20
9333	6	2	34.81	31.51	30	20
9900	0	0	39.02	29.68	-999	-999
9900	2	4	47.58	47.25	-999	-999
9900	6	2	38.72	29.17	-999	-999
9990	0	0	39.02	29.68	-999	-999
9990	2	4	47.58	47.25	-999	-999
9990	6	2	38.72	29.17	-999	-999
9999	0	0	39.02	29.68	-999	-999
9999	2	4	47.58	47.25	-999	-999
9999	6	2	38.72	29.17	-999	-999
