  177.00     1.00   70.9   70.1   -999   -999
  177.00     2.00   73.3   92.9   -999   -999
  177.00     5.00   70.9   70.0   -999   -999
  177.00     6.00   70.9   70.0   -999   -999
  178.00      .00   85.3   86.4     73     85
  178.00     1.00   85.3   86.4     73     85
  178.00     2.00   83.4   87.7     73     85
  178.00     5.00   80.1   79.9     73     85
  178.00     6.00   86.8   86.2     73     85
  179.00      .00   78.2   53.5     76     90
  179.00     1.00   78.2   53.5     76     90
  179.00     2.00   82.4   84.8     76     90
  179.00     5.00   78.2   53.5     76     90
  179.00     6.00   78.2   53.5     76     90
  183.00      .00   72.9   80.5     58     65
  183.00     1.00   72.9   80.5     58     65
  183.00     2.00   69.1   90.7     58     65
  183.00     5.00   79.6   90.7     58     65
  183.00     6.00   73.9   77.0     58     65
  184.00      .00   72.9   80.5     58     65
  184.00     1.00   72.9   80.5     58     65
  184.00     2.00   69.1   90.7     58     65
  184.00     5.00   79.6   90.7     58     65
  184.00     6.00   73.9   77.0     58     65
  185.00      .00   63.0   64.7     49     53
  185.00     1.00   63.0   64.7     49     53
  185.00     2.00   69.2   72.2     49     53
  185.00     5.00   68.9   72.3     49     53
  185.00     6.00   61.2   61.3     49     53
  186.00      .00   64.7   73.2     32     50
  186.00     1.00   64.7   73.2     32     50
  186.00     2.00   61.9   82.2     32     50
  186.00     5.00   64.5   76.5     32     50
  186.00     6.00   67.3   70.2     32     50
  187.00      .00   74.7   80.4     57     64
  187.00     1.00   74.7   80.4     57     64
  187.00     2.00   82.5   85.6     57     64
  187.00     5.00   83.7   76.5     57     64
  187.00     6.00   72.5   78.9     57     64
  188.00      .00   64.7   68.7     57     54
  188.00     1.00   64.7   68.7     57     54
  188.00     2.00   70.1   75.6     57     54
  188.00     5.00   70.2   76.5     57     54
  188.00     6.00   59.9   61.0     57     54
  189.00      .00   62.1   56.1     46     48
  189.00     1.00   62.1   56.1     46     48
  189.00     2.00   65.6   67.6     46     48
